dataset,CV_fold,n_trees,model,parameters,perf_measure,perf_value,Conf_Matrix
wdbc.csv,0,2,base,None,acc,0.9122807017543859,"[array([[32,  3],
       [ 2, 20]])]"
wdbc.csv,0,2,base,None,f1,0.9126197135350452,"[array([[32,  3],
       [ 2, 20]])]"
wdbc.csv,0,2,base,None,auc,0.9116883116883117,"[array([[32,  3],
       [ 2, 20]])]"
wdbc.csv,0,2,wagging,None,acc,0.8947368421052632,"[array([[34,  1],
       [ 5, 17]])]"
wdbc.csv,0,2,wagging,None,f1,0.8923186344238976,"[array([[34,  1],
       [ 5, 17]])]"
wdbc.csv,0,2,wagging,None,auc,0.8720779220779221,"[array([[34,  1],
       [ 5, 17]])]"
wdbc.csv,0,2,AdaBoost,None,acc,0.9298245614035088,"[array([[33,  2],
       [ 2, 20]])]"
wdbc.csv,0,2,AdaBoost,None,f1,0.9298245614035088,"[array([[33,  2],
       [ 2, 20]])]"
wdbc.csv,0,2,AdaBoost,None,auc,0.925974025974026,"[array([[33,  2],
       [ 2, 20]])]"
wdbc.csv,0,2,Grouped_Mixed_Bagging,"[[0.2, 0.8, 0.0], 1.0]",acc,0.8947368421052632,"[array([[34,  1],
       [ 5, 17]])]"
wdbc.csv,0,2,Grouped_Mixed_Bagging,"[[0.2, 0.8, 0.0], 1.0]",f1,0.8936925647451963,"[array([[33,  2],
       [ 4, 18]])]"
wdbc.csv,0,2,Grouped_Mixed_Bagging,"[[0.2, 0.7, 0.1], 1.0]",auc,0.8207792207792207,"[array([[32,  3],
       [ 6, 16]])]"
wdbc.csv,0,2,Incremental_Mixed_Bagging,"[[-3.0, 4.0]]",acc,0.8947368421052632,"[array([[35,  0],
       [ 6, 16]])]"
wdbc.csv,0,2,Incremental_Mixed_Bagging,"[[-3.0, 4.0]]",f1,0.8395730388450244,"[array([[32,  3],
       [ 6, 16]])]"
wdbc.csv,0,2,Incremental_Mixed_Bagging,"[[-3.0, 4.0]]",auc,0.8577922077922078,"[array([[33,  2],
       [ 5, 17]])]"
wdbc.csv,1,2,base,None,acc,0.9473684210526315,"[array([[33,  2],
       [ 1, 21]])]"
wdbc.csv,1,2,base,None,f1,0.9475718281210272,"[array([[33,  2],
       [ 1, 21]])]"
wdbc.csv,1,2,base,None,auc,0.9487012987012986,"[array([[33,  2],
       [ 1, 21]])]"
wdbc.csv,1,2,wagging,None,acc,0.9473684210526315,"[array([[34,  1],
       [ 2, 20]])]"
wdbc.csv,1,2,wagging,None,f1,0.9471270708707571,"[array([[34,  1],
       [ 2, 20]])]"
