dataset,CV_fold,n_trees,model,parameters,perf_measure,perf_value,Conf_Matrix
hill_valley_without_noise_traintest.csv,0,2,base,None,acc,0.5901639344262295,"[array([[32, 28],
       [22, 40]])]"
hill_valley_without_noise_traintest.csv,0,2,base,None,f1,0.5888365301652618,"[array([[32, 28],
       [22, 40]])]"
hill_valley_without_noise_traintest.csv,0,2,base,None,auc,0.589247311827957,"[array([[32, 28],
       [22, 40]])]"
hill_valley_without_noise_traintest.csv,0,2,wagging,None,acc,0.5573770491803278,"[array([[46, 14],
       [40, 22]])]"
hill_valley_without_noise_traintest.csv,0,2,wagging,None,f1,0.5380733923931127,"[array([[46, 14],
       [40, 22]])]"
hill_valley_without_noise_traintest.csv,0,2,wagging,None,auc,0.560752688172043,"[array([[46, 14],
       [40, 22]])]"
hill_valley_without_noise_traintest.csv,0,2,AdaBoost,None,acc,0.5737704918032787,"[array([[32, 28],
       [24, 38]])]"
hill_valley_without_noise_traintest.csv,0,2,AdaBoost,None,f1,0.573081543244771,"[array([[32, 28],
       [24, 38]])]"
hill_valley_without_noise_traintest.csv,0,2,AdaBoost,None,auc,0.5731182795698924,"[array([[32, 28],
       [24, 38]])]"
hill_valley_without_noise_traintest.csv,0,2,Grouped_Mixed_Bagging,"[[0.1, 0.6, 0.3], 2.0]",acc,0.5573770491803278,"[array([[47, 13],
       [41, 21]])]"
hill_valley_without_noise_traintest.csv,0,2,Grouped_Mixed_Bagging,"[[0.2, 0.6, 0.2], 3.0]",f1,0.532315238653176,"[array([[30, 30],
       [27, 35]])]"
hill_valley_without_noise_traintest.csv,0,2,Grouped_Mixed_Bagging,"[[0.1, 0.6, 0.3], 2.0]",auc,0.5680107526881721,"[array([[43, 17],
       [36, 26]])]"
hill_valley_without_noise_traintest.csv,0,2,Incremental_Mixed_Bagging,"[[-3.0, 1.0]]",acc,0.5573770491803278,"[array([[46, 14],
       [40, 22]])]"
hill_valley_without_noise_traintest.csv,0,2,Incremental_Mixed_Bagging,"[[-3.0, 1.0]]",f1,0.5800306251125923,"[array([[45, 15],
       [35, 27]])]"
hill_valley_without_noise_traintest.csv,0,2,Incremental_Mixed_Bagging,"[[-3.0, 1.0]]",auc,0.6086021505376344,"[array([[44, 16],
       [32, 30]])]"
hill_valley_without_noise_traintest.csv,1,2,base,None,acc,0.6229508196721312,"[array([[41, 19],
       [27, 35]])]"
hill_valley_without_noise_traintest.csv,1,2,base,None,f1,0.6217319106840024,"[array([[41, 19],
       [27, 35]])]"
hill_valley_without_noise_traintest.csv,1,2,base,None,auc,0.6239247311827957,"[array([[41, 19],
       [27, 35]])]"
hill_valley_without_noise_traintest.csv,1,2,wagging,None,acc,0.6065573770491803,"[array([[44, 16],
       [32, 30]])]"
hill_valley_without_noise_traintest.csv,1,2,wagging,None,f1,0.6005571627558127,"[array([[44, 16],
       [32, 30]])]"
hill_valley_without_noise_traintest.csv,1,2,wagging,None,auc,0.6086021505376344,"[array([[44, 16],
       [32, 30]])]"
hill_valley_without_noise_traintest.csv,1,2,AdaBoost,None,acc,0.5983606557377049,"[array([[39, 21],
       [28, 34]])]"
hill_valley_without_noise_traintest.csv,1,2,AdaBoost,None,f1,0.5974146043850445,"[array([[39, 21],
       [28, 34]])]"
