n_trees,model,accuracy_mean,accuracy_std,Dataset
50,Grouped_Mixed_Bagging,0.7652380952380953,0.1018857223968082,liver-disorders
50,Incremental_Mixed_Bagging,0.7514285714285714,0.0969632118356415,liver-disorders
100,Grouped_Mixed_Bagging,0.7385714285714287,0.0922944557700277,liver-disorders
100,Incremental_Mixed_Bagging,0.7523809523809524,0.0780203538250444,liver-disorders
150,Grouped_Mixed_Bagging,0.7452380952380953,0.088867627842807,liver-disorders
150,Incremental_Mixed_Bagging,0.7452380952380953,0.1049121097321731,liver-disorders
200,Grouped_Mixed_Bagging,0.7457142857142858,0.0937502834462835,liver-disorders
200,Incremental_Mixed_Bagging,0.759047619047619,0.0850710728012972,liver-disorders
20,Grouped_Mixed_Bagging,0.947358624609264,0.0092735691788996,spambase
20,Incremental_Mixed_Bagging,0.9445287486975468,0.0102160376109318,spambase
30,Grouped_Mixed_Bagging,0.9451813962299896,0.0109523089036372,spambase
30,Incremental_Mixed_Bagging,0.946054276783177,0.0086810792473144,spambase
50,Grouped_Mixed_Bagging,0.9456194941744812,0.0120428996246289,spambase
50,Incremental_Mixed_Bagging,0.9488808373590982,0.0116182660593836,spambase
100,Grouped_Mixed_Bagging,0.9490991759022448,0.0102129980416287,spambase
100,Incremental_Mixed_Bagging,0.9499696883584352,0.0104056986179865,spambase
150,Grouped_Mixed_Bagging,0.9480117457611064,0.0101219600114442,spambase
150,Incremental_Mixed_Bagging,0.948230084304253,0.0111291652790355,spambase
200,Grouped_Mixed_Bagging,0.9473576773704652,0.0102457360849097,spambase
200,Incremental_Mixed_Bagging,0.9469228947617694,0.0095251571975096,spambase
20,Grouped_Mixed_Bagging,0.756,0.1040512694140088,fri_c0_250_50
20,Incremental_Mixed_Bagging,0.788,0.1100302988574813,fri_c0_250_50
30,Grouped_Mixed_Bagging,0.748,0.0681175454637055,fri_c0_250_50
30,Incremental_Mixed_Bagging,0.764,0.118434229286413,fri_c0_250_50
50,Grouped_Mixed_Bagging,0.8160000000000001,0.0658618081878851,fri_c0_250_50
50,Incremental_Mixed_Bagging,0.8119999999999999,0.0706792441637257,fri_c0_250_50
100,Grouped_Mixed_Bagging,0.788,0.0962404396406324,fri_c0_250_50
100,Incremental_Mixed_Bagging,0.792,0.0939030232621813,fri_c0_250_50
150,Grouped_Mixed_Bagging,0.8,0.075424723326565,fri_c0_250_50
150,Incremental_Mixed_Bagging,0.796,0.0716782936304832,fri_c0_250_50
200,Grouped_Mixed_Bagging,0.784,0.0571936282387392,fri_c0_250_50
200,Incremental_Mixed_Bagging,0.78,0.0760116950066092,fri_c0_250_50
20,Grouped_Mixed_Bagging,0.8976315789473684,0.0626619170711452,parkinsons
20,Incremental_Mixed_Bagging,0.9078947368421052,0.0703068944193469,parkinsons
30,Grouped_Mixed_Bagging,0.9184210526315788,0.067172595505532,parkinsons
30,Incremental_Mixed_Bagging,0.908157894736842,0.0844336408342342,parkinsons
50,Grouped_Mixed_Bagging,0.908157894736842,0.0659640957396271,parkinsons
50,Incremental_Mixed_Bagging,0.9078947368421052,0.065783625471062,parkinsons
100,Grouped_Mixed_Bagging,0.9234210526315788,0.0637333675247264,parkinsons
100,Incremental_Mixed_Bagging,0.918157894736842,0.0683698638926846,parkinsons
150,Grouped_Mixed_Bagging,0.918157894736842,0.0586795555807279,parkinsons
150,Incremental_Mixed_Bagging,0.908421052631579,0.0736612328417136,parkinsons
200,Grouped_Mixed_Bagging,0.9131578947368422,0.0711770623687747,parkinsons
200,Incremental_Mixed_Bagging,0.9028947368421052,0.0596162189949301,parkinsons
20,Grouped_Mixed_Bagging,0.9417567567567569,0.0078137249465785,ring
20,Incremental_Mixed_Bagging,0.941216216216216,0.0092369804749593,ring
30,Grouped_Mixed_Bagging,0.944054054054054,0.0090135123879501,ring
30,Incremental_Mixed_Bagging,0.9429729729729728,0.01020844358502,ring
50,Grouped_Mixed_Bagging,0.9464864864864864,0.0089909729368465,ring
50,Incremental_Mixed_Bagging,0.945945945945946,0.0084271562765179,ring
100,Grouped_Mixed_Bagging,0.948108108108108,0.0074888657443676,ring
100,Incremental_Mixed_Bagging,0.947972972972973,0.0091929421765579,ring
150,Grouped_Mixed_Bagging,0.9470270270270268,0.0098028616279174,ring
150,Incremental_Mixed_Bagging,0.9471621621621622,0.0077877138059999,ring
200,Grouped_Mixed_Bagging,0.9464864864864864,0.0094530222627565,ring
200,Incremental_Mixed_Bagging,0.945945945945946,0.0083546112572033,ring
20,Grouped_Mixed_Bagging,0.720446735395189,0.0527183622269252,contraceptive_NL
20,Incremental_Mixed_Bagging,0.7287585910652921,0.0494495645192773,contraceptive_NL
30,Grouped_Mixed_Bagging,0.7276524914089346,0.051193948758964,contraceptive_NL
30,Incremental_Mixed_Bagging,0.7391430412371134,0.0478164008589981,contraceptive_NL
50,Grouped_Mixed_Bagging,0.7421606529209622,0.0470012541896028,contraceptive_NL
50,Incremental_Mixed_Bagging,0.7421928694158075,0.0581008625386807,contraceptive_NL
100,Grouped_Mixed_Bagging,0.7339132302405498,0.0484775171934815,contraceptive_NL
100,Incremental_Mixed_Bagging,0.7432560137457045,0.0492711981392436,contraceptive_NL
150,Grouped_Mixed_Bagging,0.7287263745704468,0.0479462728742662,contraceptive_NL
150,Incremental_Mixed_Bagging,0.7359643470790378,0.0560304318264618,contraceptive_NL
200,Grouped_Mixed_Bagging,0.7286941580756013,0.0545138887713627,contraceptive_NL
200,Incremental_Mixed_Bagging,0.73393470790378,0.0519208213396661,contraceptive_NL
20,Grouped_Mixed_Bagging,0.6908650937689049,0.066140215586754,ilpd
20,Incremental_Mixed_Bagging,0.6787356321839081,0.0375840392124522,ilpd
30,Grouped_Mixed_Bagging,0.6769812462189957,0.0632505362436723,ilpd
30,Incremental_Mixed_Bagging,0.6856926799758016,0.0535946167185364,ilpd
50,Grouped_Mixed_Bagging,0.6820931639443437,0.065353955475701,ilpd
50,Incremental_Mixed_Bagging,0.692528735632184,0.0558684542966194,ilpd
100,Grouped_Mixed_Bagging,0.6941923774954628,0.0587933392912732,ilpd
100,Incremental_Mixed_Bagging,0.675317604355717,0.0578106323644871,ilpd
150,Grouped_Mixed_Bagging,0.6804295220810648,0.0396774195895134,ilpd
150,Incremental_Mixed_Bagging,0.6786146400483969,0.0704104885194634,ilpd
200,Grouped_Mixed_Bagging,0.6769509981851181,0.0580194822618721,ilpd
200,Incremental_Mixed_Bagging,0.6752571082879613,0.0558840919017263,ilpd
20,Grouped_Mixed_Bagging,0.7027272727272728,0.1336119678137667,teaching_assistant_LH
20,Incremental_Mixed_Bagging,0.6445454545454545,0.1386972047322907,teaching_assistant_LH
30,Grouped_Mixed_Bagging,0.6936363636363636,0.1348433774994668,teaching_assistant_LH
30,Incremental_Mixed_Bagging,0.6936363636363636,0.1172104603310612,teaching_assistant_LH
50,Grouped_Mixed_Bagging,0.7227272727272727,0.0785836513932723,teaching_assistant_LH
50,Incremental_Mixed_Bagging,0.7127272727272727,0.1197794115781862,teaching_assistant_LH
100,Grouped_Mixed_Bagging,0.7227272727272728,0.1030525822614057,teaching_assistant_LH
100,Incremental_Mixed_Bagging,0.7127272727272727,0.1101130565182635,teaching_assistant_LH
150,Grouped_Mixed_Bagging,0.7218181818181818,0.1150877016164667,teaching_assistant_LH
150,Incremental_Mixed_Bagging,0.7118181818181818,0.1014178638296278,teaching_assistant_LH
200,Grouped_Mixed_Bagging,0.7318181818181818,0.1074155871197945,teaching_assistant_LH
200,Incremental_Mixed_Bagging,0.7227272727272728,0.1227366251580523,teaching_assistant_LH
20,Grouped_Mixed_Bagging,0.6836363636363636,0.1255145515985838,teaching_assistant_MH
20,Incremental_Mixed_Bagging,0.7145454545454546,0.1356682606630287,teaching_assistant_MH
30,Grouped_Mixed_Bagging,0.6854545454545454,0.1180807648771641,teaching_assistant_MH
30,Incremental_Mixed_Bagging,0.7354545454545455,0.1314222545807282,teaching_assistant_MH
50,Grouped_Mixed_Bagging,0.7336363636363636,0.1169751922088034,teaching_assistant_MH
50,Incremental_Mixed_Bagging,0.7036363636363636,0.1266362149853739,teaching_assistant_MH
100,Grouped_Mixed_Bagging,0.7236363636363636,0.1048151987801234,teaching_assistant_MH
100,Incremental_Mixed_Bagging,0.7236363636363636,0.1048151987801234,teaching_assistant_MH
150,Grouped_Mixed_Bagging,0.7054545454545454,0.1189331208536811,teaching_assistant_MH
150,Incremental_Mixed_Bagging,0.7145454545454546,0.1083476362670863,teaching_assistant_MH
200,Grouped_Mixed_Bagging,0.7127272727272727,0.1229571360282739,teaching_assistant_MH
200,Incremental_Mixed_Bagging,0.7154545454545455,0.1313243973411126,teaching_assistant_MH
20,Grouped_Mixed_Bagging,0.6767916041979011,0.0278670456565334,diabetic_retinopathy
20,Incremental_Mixed_Bagging,0.6785157421289355,0.0399365111939241,diabetic_retinopathy
30,Grouped_Mixed_Bagging,0.6672263868065966,0.0319648868380748,diabetic_retinopathy
30,Incremental_Mixed_Bagging,0.6907121439280359,0.043536044853107,diabetic_retinopathy
50,Grouped_Mixed_Bagging,0.6846176911544228,0.0445635455717862,diabetic_retinopathy
50,Incremental_Mixed_Bagging,0.6837181409295352,0.0363067141581645,diabetic_retinopathy
100,Grouped_Mixed_Bagging,0.6846176911544228,0.036013590449416,diabetic_retinopathy
100,Incremental_Mixed_Bagging,0.6863418290854573,0.0325630409095774,diabetic_retinopathy
150,Grouped_Mixed_Bagging,0.6750749625187407,0.026474713913385,diabetic_retinopathy
150,Incremental_Mixed_Bagging,0.6811244377811094,0.0311860455559889,diabetic_retinopathy
200,Grouped_Mixed_Bagging,0.6950299850074962,0.029009796342341,diabetic_retinopathy
200,Incremental_Mixed_Bagging,0.6898200899550224,0.0354019581102134,diabetic_retinopathy
20,Grouped_Mixed_Bagging,0.9961538461538462,0.0121626063852629,bodyfat
20,Incremental_Mixed_Bagging,0.9961538461538462,0.0121626063852629,bodyfat
30,Grouped_Mixed_Bagging,0.9961538461538462,0.0121626063852629,bodyfat
30,Incremental_Mixed_Bagging,0.9961538461538462,0.0121626063852629,bodyfat
50,Grouped_Mixed_Bagging,0.9961538461538462,0.0121626063852629,bodyfat
50,Incremental_Mixed_Bagging,0.9961538461538462,0.0121626063852629,bodyfat
100,Grouped_Mixed_Bagging,0.9961538461538462,0.0121626063852629,bodyfat
100,Incremental_Mixed_Bagging,0.9961538461538462,0.0121626063852629,bodyfat
150,Grouped_Mixed_Bagging,0.9961538461538462,0.0121626063852629,bodyfat
150,Incremental_Mixed_Bagging,0.9961538461538462,0.0121626063852629,bodyfat
200,Grouped_Mixed_Bagging,0.9961538461538462,0.0121626063852629,bodyfat
200,Incremental_Mixed_Bagging,0.9961538461538462,0.0121626063852629,bodyfat
20,Grouped_Mixed_Bagging,0.7343093093093093,0.0579365271284898,bands
20,Incremental_Mixed_Bagging,0.7258258258258258,0.0618425029072765,bands
30,Grouped_Mixed_Bagging,0.7451201201201201,0.0776052212687133,bands
30,Incremental_Mixed_Bagging,0.7422672672672672,0.0778958323894583,bands
50,Grouped_Mixed_Bagging,0.7313063063063063,0.0583801706953354,bands
50,Incremental_Mixed_Bagging,0.7424174174174174,0.0504134082556632,bands
100,Grouped_Mixed_Bagging,0.7367867867867868,0.0620945457305741,bands
100,Incremental_Mixed_Bagging,0.7338588588588589,0.0726047096701633,bands
150,Grouped_Mixed_Bagging,0.7448948948948949,0.0569260741247154,bands
150,Incremental_Mixed_Bagging,0.7503003003003003,0.0603214199828202,bands
200,Grouped_Mixed_Bagging,0.7394894894894894,0.0596803563001369,bands
200,Incremental_Mixed_Bagging,0.764039039039039,0.0540286175460409,bands
20,Grouped_Mixed_Bagging,1.0,0.0,breastcancer
20,Incremental_Mixed_Bagging,1.0,0.0,breastcancer
30,Grouped_Mixed_Bagging,1.0,0.0,breastcancer
30,Incremental_Mixed_Bagging,1.0,0.0,breastcancer
50,Grouped_Mixed_Bagging,1.0,0.0,breastcancer
50,Incremental_Mixed_Bagging,1.0,0.0,breastcancer
100,Grouped_Mixed_Bagging,1.0,0.0,breastcancer
100,Incremental_Mixed_Bagging,1.0,0.0,breastcancer
150,Grouped_Mixed_Bagging,1.0,0.0,breastcancer
150,Incremental_Mixed_Bagging,1.0,0.0,breastcancer
200,Grouped_Mixed_Bagging,1.0,0.0,breastcancer
200,Incremental_Mixed_Bagging,1.0,0.0,breastcancer
20,Grouped_Mixed_Bagging,0.6861423220973782,0.0435705169556792,Yeast_CYTvsNUC
20,Incremental_Mixed_Bagging,0.6750187265917603,0.0496577138392953,Yeast_CYTvsNUC
30,Grouped_Mixed_Bagging,0.6738077403245942,0.0434029331193711,Yeast_CYTvsNUC
30,Incremental_Mixed_Bagging,0.6715980024968788,0.0421729199054551,Yeast_CYTvsNUC
50,Grouped_Mixed_Bagging,0.671585518102372,0.0371641037809438,Yeast_CYTvsNUC
50,Incremental_Mixed_Bagging,0.6603245942571785,0.0273045248217634,Yeast_CYTvsNUC
100,Grouped_Mixed_Bagging,0.6727215980024969,0.0315654857283487,Yeast_CYTvsNUC
100,Incremental_Mixed_Bagging,0.6816479400749064,0.0219669377101733,Yeast_CYTvsNUC
150,Grouped_Mixed_Bagging,0.6782771535580524,0.0206992616281899,Yeast_CYTvsNUC
150,Incremental_Mixed_Bagging,0.6805118601747815,0.0341932880832856,Yeast_CYTvsNUC
200,Grouped_Mixed_Bagging,0.6816604244694132,0.0482023551525741,Yeast_CYTvsNUC
200,Incremental_Mixed_Bagging,0.6827715355805244,0.0378279213683549,Yeast_CYTvsNUC
20,Grouped_Mixed_Bagging,0.8718085106382979,0.0379781596074402,musk1
20,Incremental_Mixed_Bagging,0.8886968085106384,0.0355565657020539,musk1
30,Grouped_Mixed_Bagging,0.8780141843971631,0.0385447472328903,musk1
30,Incremental_Mixed_Bagging,0.8761081560283689,0.0561863155654597,musk1
50,Grouped_Mixed_Bagging,0.8718528368794326,0.0536554862591114,musk1
50,Incremental_Mixed_Bagging,0.8843971631205674,0.0402460138319482,musk1
100,Grouped_Mixed_Bagging,0.880008865248227,0.0428828479319382,musk1
100,Incremental_Mixed_Bagging,0.896941489361702,0.0474777290743824,musk1
150,Grouped_Mixed_Bagging,0.8801418439716311,0.0524376081188202,musk1
150,Incremental_Mixed_Bagging,0.8863918439716312,0.0448564867064969,musk1
200,Grouped_Mixed_Bagging,0.8927748226950355,0.032216806193091,musk1
200,Incremental_Mixed_Bagging,0.8971187943262411,0.0411862901383953,musk1
20,Grouped_Mixed_Bagging,0.6535087719298246,0.0346586830149991,contraceptive_NS
20,Incremental_Mixed_Bagging,0.6570175438596492,0.0450045500779413,contraceptive_NS
30,Grouped_Mixed_Bagging,0.6596491228070176,0.041102417288434,contraceptive_NS
30,Incremental_Mixed_Bagging,0.6692982456140351,0.0379103462183928,contraceptive_NS
50,Grouped_Mixed_Bagging,0.637719298245614,0.0381352019636564,contraceptive_NS
50,Incremental_Mixed_Bagging,0.6666666666666667,0.043369581795881,contraceptive_NS
100,Grouped_Mixed_Bagging,0.6482456140350877,0.0410295498331252,contraceptive_NS
100,Incremental_Mixed_Bagging,0.656140350877193,0.0400488740778103,contraceptive_NS
150,Grouped_Mixed_Bagging,0.6578947368421052,0.0398777242601925,contraceptive_NS
150,Incremental_Mixed_Bagging,0.6605263157894737,0.0358231886451269,contraceptive_NS
200,Grouped_Mixed_Bagging,0.65,0.0408206403807982,contraceptive_NS
200,Incremental_Mixed_Bagging,0.65,0.0375477762982268,contraceptive_NS
