model,perf_measure,accuracy_mean_mean,accuracy_mean_median,accuracy_mean_std,Dataset
Grouped_Mixed_Bagging,acc,0.8945652173913042,0.8936594202898551,0.006454463797989297,chatfield_4
Incremental_Mixed_Bagging,acc,0.8927363699102829,0.8936594202898551,0.012302699458600684,chatfield_4
Grouped_Mixed_Bagging,acc,0.7584285714285715,0.763,0.01844334955633451,credit-g
Incremental_Mixed_Bagging,acc,0.7548571428571429,0.762,0.0292511294043251,credit-g
Grouped_Mixed_Bagging,acc,0.7463038548752835,0.7452380952380953,0.012190759633893008,liver-disorders
Incremental_Mixed_Bagging,acc,0.7491836734693877,0.7514285714285714,0.009839002006272225,liver-disorders
Grouped_Mixed_Bagging,acc,0.94611505793944,0.947358624609264,0.007067935216643262,spambase
Incremental_Mixed_Bagging,acc,0.9457526939922507,0.948010324902908,0.008455423127324809,spambase
Grouped_Mixed_Bagging,acc,0.7744761904761904,0.784,0.03618786958031528,fri_c0_250_50
Incremental_Mixed_Bagging,acc,0.7809523809523811,0.788,0.03663669770936816,fri_c0_250_50
Grouped_Mixed_Bagging,acc,0.9029197994987468,0.9078947368421052,0.01942488636421067,parkinsons
Incremental_Mixed_Bagging,acc,0.9038345864661653,0.9078947368421052,0.020392711517190312,parkinsons
Grouped_Mixed_Bagging,acc,0.9425353925353925,0.9464864864864864,0.013380896893838439,ring
Incremental_Mixed_Bagging,acc,0.9427606177606177,0.9463513513513512,0.013882895619262254,ring
Grouped_Mixed_Bagging,acc,0.7300559441989855,0.730798969072165,0.006961362274767279,contraceptive_NL
Incremental_Mixed_Bagging,acc,0.7367968622156766,0.7391430412371134,0.010169292864654043,contraceptive_NL
Grouped_Mixed_Bagging,acc,0.685514072537666,0.6821839080459771,0.008423438806675896,ilpd
Incremental_Mixed_Bagging,acc,0.6833088468297179,0.6804295220810648,0.01107661614926069,ilpd
Grouped_Mixed_Bagging,acc,0.7105194805194804,0.7127272727272727,0.021400493213926022,teaching_assistant_LH
Incremental_Mixed_Bagging,acc,0.6961904761904761,0.7018181818181818,0.021809882981597927,teaching_assistant_LH
Grouped_Mixed_Bagging,acc,0.7081818181818181,0.7136363636363636,0.019140627898886636,teaching_assistant_MH
Incremental_Mixed_Bagging,acc,0.712034632034632,0.7236363636363636,0.034276349895239554,teaching_assistant_MH
Grouped_Mixed_Bagging,acc,0.6762615121010923,0.6767916041979011,0.016742964253526418,diabetic_retinopathy
Incremental_Mixed_Bagging,acc,0.6831655600771043,0.6889430284857572,0.015886564874582614,diabetic_retinopathy
Grouped_Mixed_Bagging,acc,0.9961538461538462,0.9961538461538462,0.0,bodyfat
Incremental_Mixed_Bagging,acc,0.9959633699633701,0.9961538461538462,0.0008728715609439601,bodyfat
Grouped_Mixed_Bagging,acc,0.7373087373087374,0.7448948948948949,0.023319017770053577,bands
Incremental_Mixed_Bagging,acc,0.7385635635635636,0.7422672672672672,0.023533495479710984,bands
Grouped_Mixed_Bagging,acc,1.0,1.0,0.0,breastcancer
Incremental_Mixed_Bagging,acc,1.0,1.0,0.0,breastcancer
Grouped_Mixed_Bagging,acc,0.6762172284644195,0.6816479400749064,0.021667314975063023,Yeast_CYTvsNUC
Incremental_Mixed_Bagging,acc,0.6761114083585994,0.6816479400749064,0.019491670333337638,Yeast_CYTvsNUC
Grouped_Mixed_Bagging,acc,0.876338230327592,0.8801418439716311,0.024795223760934335,musk1
Incremental_Mixed_Bagging,acc,0.8829913880445794,0.8907358156028369,0.031175175569940195,musk1
Grouped_Mixed_Bagging,acc,0.6483709273182958,0.65,0.012871998433273017,contraceptive_NS
Incremental_Mixed_Bagging,acc,0.6586048454469507,0.6614035087719298,0.016559254635946364,contraceptive_NS
