dataset,Hostility,kDN,DS,DCP,TD_U,TD_P,MV,CB,CLD,N1,N2,LSC,LSradius,H,U,F1,F2,F3,F4
strikes,0.1168,0.11136,0.49189702970297,0.216287148089311,0.691657142857143,0.596,0.0078730158730159,0.666645333333333,0.506005434139528,0.0444,0.257919389768075,0.972901300682291,0.846253247177038,0.0032,0.972988100358423,0.897333333333333,0.660865688577432,0.778994959050637,0.921444975237749
sylvine,0.209016393442623,0.260850897736144,0.580705058624005,0.0874417212367609,0.496740827478532,0.53551912568306,0,0.666666666666667,0.165185338743073,0.246347205466058,0.468399512942487,0.998285853282941,0.737934405138261,0.00039032006245121,0.998286522348794,0.977888368462139,0.652527246744094,0.803282581504101,0.971890062823315
teaching_assistant_LH,0.277227722772277,0.425742574257426,0.690784463061691,0.231476738407431,0.492719860221316,0.671067106710671,0.027989337395278,0.666372577851844,0.406431901907107,0.454455445544555,0.188148454611057,0.958418268297418,0.951285944739473,0.0198019801980198,0.959234188724995,0.316831683168317,0.665713768995335,0.719985214605985,0.827575208155953
teaching_assistant_LM,0.343434343434343,0.458585858585859,0.474747474747475,0.40354629453162,0.563131313131313,0.912457912457912,0.00989898989898991,0.666632656531647,0.49186816252451,0.494444444444444,0.183600714661305,0.964543393114822,0.968394826279516,0.0202020202020202,0.965260770975057,0.296296296296296,0.662646821988222,0.714784617749154,0.815040364592573
teaching_assistant_MH,0.274509803921569,0.43921568627451,0.535947712418301,0.107516339869281,0.638888888888889,0.625816993464052,0.0188536953242835,0.666538510829168,0.457779491013922,0.553314659197012,0.233760908688402,0.969066057795667,0.985220271358295,0.0196078431372549,0.969675716440422,0.297385620915033,0.661058746553525,0.712281396016698,0.809118774829902
titanic,0.163483575248281,0.274866310160428,0.816126119869435,0.340167906519011,0.552732097623739,1,0.145894968842689,0.648092197501266,0.428117217993752,0.277963912837862,0.285172681928071,0.989460031409247,0.98507756825517,0.00152788388082506,0.989478143611642,0.278923690688397,0.663725014007737,0.687935548847687,0.802331469416595
triazines,0.204301075268817,0.349462365591398,0.637213651238897,0.121864407890548,0.649071358748778,0.666069295101553,0.121534970898688,0.65680040081705,0.435735031537158,0.268055555555556,0.382277842127746,0.971404766396277,0.896846520653868,0.010752688172043,0.971718623686662,0.137455197132616,0,0.564260626694001,0.991265935189293
vehicle2,0.0271867612293144,0.0614657210401891,0.457938558713753,0,0.622192671394799,0.622192671394799,0.168232672298264,0.588376767693703,0.257093790107313,0.0347320724980299,0.336317836806032,0.934995451232853,0.82538632109014,0.00236406619385343,0.935160152257301,0.889939584975046,0.648483019140672,0.784651735090517,0.960528681414367
vertebral_column,0.232258064516129,0.254838709677419,0.554010062148565,0.139404780254607,0.331612903225806,0.489677419354839,0.168970814132104,0.624696496704821,0.284414810792249,0.225268817204301,0.413275455429665,0.958347481607244,0.865148936146374,0.00645161290322581,0.958589861751152,0.874731182795699,0.642241913011923,0.807558368593817,0.941469662927198
vineyard,0.153846153846154,0.25,0.431818181818182,0.155325443786982,0.525641025641026,0.75,0.065934065934066,0.664694280078896,0.341034650461873,0.272435897435897,0.378557737503393,0.800322061191627,0.781831971815736,0.0384615384615385,0.807806776556776,0.730769230769231,0.679867066584956,0.775314462150201,0.878671264980382
vinnie,0.136842105263158,0.222631578947368,0.576406533575318,0.236839950168344,0.764035087719298,0.764473684210526,0.0249662618083671,0.666435826408125,0.321826371139391,0.203020933744618,0.0282999164578105,0.955392466205855,0.959814947026459,0.00526315789473684,0.955627165627166,0.522368421052632,0.681773884010726,0.749470901905112,0.817167919799499
visualizing_environmental,0.234234234234234,0.441441441441441,0.494109494109494,0.362551740930119,0.567567567567568,1,0.0411618515066791,0.665990314638963,0.404314996010883,0.385885885885886,0.444660309868394,0.968033823296981,0.890964354920458,0.018018018018018,0.968603281225272,0.870870870870871,0.700451655855059,0.781960925713612,0.87083579204316
visualizing_ethanol,0.352272727272727,0.5,0.542207792207792,0,0.487689393939394,0.487689393939394,0.0217171717171717,0.666494490358127,0.492590210680496,0.517045454545455,0.4909641871466,0.976829988193624,0.961686333954638,0.0227272727272727,0.977360817477097,0.75,0.715283656044546,0.77132102094828,0.827358385852014
visualizing_galaxy,0.0371517027863777,0.065015479876161,0.331789681816999,0.0450155439214775,0.365669074647403,0.498452012383901,0.0706943830163644,0.664337496445539,0.181943197934618,0.0642414860681115,0.137150775671036,0.759020486597543,0.761670023572413,0.00619195046439629,0.760518904574632,0.781733746130031,0.605999122547086,0.77907984192237,0.90188284543422
visualizing_hamster,0.397260273972603,0.405479452054794,0.5,0.145803369988538,0.632093933463796,0.693150684931507,0.0791095890410959,0.663601676362044,0.502428735615687,0.333333333333333,0.461097623371229,0.952867053038286,0.82718958399566,0.0273972602739726,0.954140722291407,0.895890410958904,0.70897865953115,0.810723591804298,0.911015788948137
wdbc,0.0421792618629174,0.0463971880492091,0.324706927518878,0.0932738732782483,0.559851591486038,0.833040421792619,0.151329424564202,0.645020040503128,0.116779029374091,0.0478617457527827,0.361047629506448,0.784825199707522,0.738394767455413,0.00351493848857645,0.785624257329685,0.832688927943761,0.579399496351037,0.76854551573416,0.968947682471783
wind_correlations,0.177777777777778,0.262222222222222,0.0666666666666667,0,1,1,0.021256038647343,0.666502057613169,0.167166530919948,0.203703703703704,0.388044500854647,0.728042328042328,0.623048515429226,0.0444444444444444,0.740052700922266,0.656038647342995,0.310435222206048,0.728753987682803,0.978681266631696
WineQualityRed_5vs6,0.238817285822593,0.353297952994693,0.697413865723191,0.434605124471898,0.526071940021902,1,0.0305419827017086,0.666312403446987,0.439801261869513,0.349837539261345,0.311649367832998,0.994867084292165,0.863843850495498,0.00151630022744503,0.994874839411051,0.982080088221104,0.687071660682237,0.804350392216013,0.961776890437682
witmer_census_1980,0.34,0.42,0.447272727272727,0.339581320450886,0.61,1,0.0369230769230769,0.666133333333333,0.433024480478739,0.426666666666667,0.466727854550086,0.932069565217391,0.79242249386184,0.04,0.934807692307692,0.735,0.649035096917516,0.77022905051844,0.904971522444459
Yeast_CYTvsNUC,0.334080717488789,0.41390134529148,0.73331197950032,0.451175014806667,0.552192326856004,1,0.0353175333417273,0.666182375139925,0.499547951892863,0.413994768310912,0.443502720922475,0.995953169701651,0.909363489249892,0.00224215246636771,0.99596220204168,0.736967488789238,0,0.714248564886043,0.951641792525916
yeast1,0.213611859838275,0.295687331536388,0.779828138318704,0.325804891763848,0.466951834056018,0.949685534591195,0.171532044812918,0.607352339298126,0.407247558485538,0.301703889102811,0.414750027850382,0.991529580643584,0.906194417262986,0.00134770889487871,0.991538781049646,0.736354447439353,0,0.711805118732236,0.949384024690019
zoo,0,0.00396039603960396,0.130726631985232,0,1,1,0.128547854785479,0.654870437538804,0.0283772952743609,0.0099009900990099,0.0682352620202929,0.375713206913912,0.326045415042553,0.0198019801980198,0.388823150607744,0.0167079207920792,0,0.504148986327204,0.755775577557756
