,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
4019,average,F1,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3819,0,F1,bupa,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1
3820,1,F1,bupa,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
3821,2,F1,bupa,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1
3822,3,F1,bupa,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
3823,4,F1,bupa,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3824,5,F1,bupa,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0
3825,6,F1,bupa,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0
3826,7,F1,bupa,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0
3827,8,F1,bupa,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0
3828,9,F1,bupa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3829,10,F1,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3830,11,F1,bupa,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0
3831,12,F1,bupa,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
3832,13,F1,bupa,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
3833,14,F1,bupa,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0
3834,15,F1,bupa,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
3835,16,F1,bupa,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
