,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
4019,average,TD_U,bupa,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3819,0,TD_U,bupa,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1
3820,1,TD_U,bupa,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0
3821,2,TD_U,bupa,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1
3822,3,TD_U,bupa,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1
3823,4,TD_U,bupa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,5,TD_U,bupa,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
3825,6,TD_U,bupa,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0
3826,7,TD_U,bupa,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0
3827,8,TD_U,bupa,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
3828,9,TD_U,bupa,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3829,10,TD_U,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3830,11,TD_U,bupa,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1
3831,12,TD_U,bupa,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0
3832,13,TD_U,bupa,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
3833,14,TD_U,bupa,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0
3834,15,TD_U,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
3835,16,TD_U,bupa,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
3836,17,TD_U,bupa,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0
3837,18,TD_U,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
3838,19,TD_U,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3839,20,TD_U,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3840,21,TD_U,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3841,22,TD_U,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3842,23,TD_U,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3843,24,TD_U,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3844,25,TD_U,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
