,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme,weights
20,contraceptive_LS,0.9842105263157894,0.0,0.8789473684210526,0.8578947368421053,0.47368421052631576,0.6736842105263158,0.8105263157894737,0.5842105263157895,0.531578947368421,0.6684210526315789,0.5052631578947369,0.2,0.6210526315789474,0.5894736842105263,0.21052631578947367,0.7052631578947368,N2
20,contraceptive_LS,0.8631578947368421,0.005263157894736842,0.46842105263157896,0.9105263157894737,0.06842105263157895,0.9105263157894737,0.18421052631578946,0.6631578947368421,0.6210526315789474,0.46842105263157896,0.35789473684210527,0.5684210526315789,0.13157894736842105,0.8052631578947368,0.531578947368421,0.7789473684210526,LSC
20,contraceptive_LS,0.868421052631579,0.20526315789473684,0.11052631578947368,0.8842105263157894,0.24210526315789474,0.6421052631578947,0.42105263157894735,0.5894736842105263,0.8210526315789474,0.7421052631578947,0.7157894736842105,0.9315789473684211,0.23684210526315788,0.3526315789473684,0.3473684210526316,0.5631578947368421,F1
25,diabetic_retinopathy,0.8947368421052632,0.005263157894736842,0.9947368421052631,0.9,0.9631578947368421,0.9052631578947369,0.8842105263157894,0.8421052631578947,0.9,0.8789473684210526,0.7842105263157895,1.0,0.8368421052631579,1.0,0.8421052631578947,0.9736842105263158,Hostility
25,diabetic_retinopathy,0.8263157894736842,0.0,0.5894736842105263,0.8368421052631579,0.7631578947368421,0.7789473684210526,0.9526315789473684,0.9526315789473684,0.9421052631578948,0.9789473684210527,0.9263157894736842,0.8842105263157894,0.7947368421052632,0.8105263157894737,0.8473684210526315,0.7052631578947368,kDN
25,diabetic_retinopathy,0.0,0.15789473684210525,0.05263157894736842,0.010526315789473684,0.9578947368421052,0.21052631578947367,0.7315789473684211,0.06315789473684211,0.7736842105263158,0.5736842105263158,0.49473684210526314,0.2894736842105263,0.6052631578947368,0.4421052631578947,0.7315789473684211,0.7578947368421053,DCP
25,diabetic_retinopathy,0.21052631578947367,0.031578947368421054,0.6473684210526316,0.18421052631578946,0.18947368421052632,0.14210526315789473,0.7894736842105263,0.3,0.8105263157894737,0.5157894736842106,0.6736842105263158,0.4473684210526316,0.531578947368421,0.1736842105263158,0.6631578947368421,0.8315789473684211,TD_U
25,diabetic_retinopathy,0.9894736842105263,0.0,0.8052631578947368,0.9421052631578948,0.9947368421052631,0.7526315789473684,0.9157894736842105,0.9736842105263158,0.9842105263157894,0.8263157894736842,0.9947368421052631,0.9526315789473684,0.9315789473684211,0.5578947368421052,0.9526315789473684,0.9631578947368421,CLD
25,diabetic_retinopathy,0.9473684210526315,0.0,0.9421052631578948,0.7736842105263158,0.9473684210526315,0.9368421052631579,0.9315789473684211,0.8263157894736842,0.7526315789473684,0.5368421052631579,0.7578947368421053,0.9315789473684211,0.8315789473684211,0.7789473684210526,0.9052631578947369,0.7842105263157895,N1
25,diabetic_retinopathy,0.7947368421052632,0.015789473684210527,0.968421052631579,0.7526315789473684,0.5684210526315789,0.7631578947368421,0.7526315789473684,0.5684210526315789,0.4789473684210526,0.5736842105263158,0.8631578947368421,0.8473684210526315,0.9631578947368421,0.7210526315789474,0.9789473684210527,0.8157894736842105,N2
25,diabetic_retinopathy,0.3631578947368421,0.0,0.8473684210526315,0.8578947368421053,0.7894736842105263,0.8421052631578947,0.8526315789473684,0.8631578947368421,0.8578947368421053,0.30526315789473685,0.8368421052631579,0.9631578947368421,0.6684210526315789,0.8526315789473684,0.7894736842105263,0.9421052631578948,LSC
25,diabetic_retinopathy,0.7421052631578947,0.005263157894736842,0.1736842105263158,0.38421052631578945,0.7631578947368421,0.23684210526315788,0.33157894736842103,0.5578947368421052,0.11578947368421053,0.5263157894736842,0.28421052631578947,0.7578947368421053,0.24210526315789474,0.6631578947368421,0.4631578947368421,0.3,F1
14,Yeast_CYTvsNUC,0.04736842105263158,0.0,0.5263157894736842,0.6526315789473685,0.12105263157894737,0.8842105263157894,0.5052631578947369,0.4631578947368421,0.7210526315789474,0.43157894736842106,0.031578947368421054,0.35789473684210527,0.4,0.6473684210526316,0.6578947368421053,0.3368421052631579,Hostility
14,Yeast_CYTvsNUC,0.03684210526315789,0.0,0.9842105263157894,0.4368421052631579,0.8526315789473684,0.7263157894736842,0.7473684210526316,0.15263157894736842,0.531578947368421,0.4789473684210526,1.0,0.23157894736842105,0.2894736842105263,0.12631578947368421,0.6210526315789474,0.2578947368421053,kDN
14,Yeast_CYTvsNUC,0.021052631578947368,0.0,0.021052631578947368,0.05263157894736842,0.21578947368421053,0.05263157894736842,0.14736842105263157,0.03684210526315789,0.16842105263157894,0.15263157894736842,0.3684210526315789,0.08421052631578947,0.4052631578947368,0.20526315789473684,0.7684210526315789,0.042105263157894736,DCP
14,Yeast_CYTvsNUC,0.29473684210526313,0.0,0.531578947368421,0.11052631578947368,0.37894736842105264,0.41578947368421054,0.7526315789473684,0.2789473684210526,0.1736842105263158,0.021052631578947368,0.24210526315789474,0.3105263157894737,0.7263157894736842,0.010526315789473684,0.868421052631579,0.3736842105263158,TD_U
14,Yeast_CYTvsNUC,0.0,0.0,0.868421052631579,0.2,0.8368421052631579,0.37894736842105264,0.3631578947368421,0.14736842105263157,0.8894736842105263,0.7473684210526316,0.18947368421052632,0.9526315789473684,0.6368421052631579,0.6631578947368421,0.5263157894736842,0.6368421052631579,CLD
14,Yeast_CYTvsNUC,0.042105263157894736,0.03684210526315789,0.41578947368421054,0.13157894736842105,0.2578947368421053,0.042105263157894736,0.9789473684210527,0.15789473684210525,0.16842105263157894,0.07894736842105263,0.4842105263157895,0.1736842105263158,0.4421052631578947,0.17894736842105263,0.6526315789473685,0.7157894736842105,N1
14,Yeast_CYTvsNUC,0.06842105263157895,0.015789473684210527,0.9842105263157894,0.8157894736842105,0.8894736842105263,0.22631578947368422,0.5684210526315789,0.5368421052631579,0.14736842105263157,0.9894736842105263,0.2,0.5,0.531578947368421,0.7210526315789474,0.8052631578947368,0.9052631578947369,N2
14,Yeast_CYTvsNUC,0.04736842105263158,0.010526315789473684,0.8210526315789474,0.7157894736842105,0.16842105263157894,0.13157894736842105,0.6578947368421053,0.5736842105263158,0.42105263157894735,0.5421052631578948,0.9157894736842105,0.3368421052631579,0.2631578947368421,0.21578947368421053,0.48947368421052634,0.33157894736842103,LSC
14,Yeast_CYTvsNUC,0.20526315789473684,0.031578947368421054,0.4631578947368421,0.18947368421052632,0.32105263157894737,0.33157894736842103,0.08947368421052632,0.22105263157894736,0.14210526315789473,0.11578947368421053,0.23157894736842105,0.1,0.8210526315789474,0.7684210526315789,0.6473684210526316,0.18421052631578946,F1
16,bands,0.14736842105263157,0.010526315789473684,0.17894736842105263,0.14210526315789473,0.24210526315789474,0.6263157894736842,0.5052631578947369,0.6894736842105263,0.7105263157894737,0.7526315789473684,0.6052631578947368,0.6052631578947368,0.43157894736842106,0.10526315789473684,0.2,0.3263157894736842,Hostility
16,bands,0.05789473684210526,0.0,0.13157894736842105,0.1,0.19473684210526315,0.18947368421052632,0.4789473684210526,0.07368421052631578,0.33157894736842103,0.1631578947368421,0.4473684210526316,0.5947368421052631,0.15263157894736842,0.6684210526315789,0.29473684210526313,0.04736842105263158,kDN
16,bands,0.17894736842105263,0.0,0.6368421052631579,0.05263157894736842,0.3263157894736842,0.2789473684210526,0.3368421052631579,0.21578947368421053,0.631578947368421,0.03684210526315789,0.6894736842105263,0.5,0.08947368421052632,0.32105263157894737,0.25263157894736843,0.3631578947368421,DCP
16,bands,0.15263157894736842,0.08421052631578947,0.38421052631578945,0.12105263157894737,0.6842105263157895,0.005263157894736842,0.7789473684210526,0.6473684210526316,0.3526315789473684,0.005263157894736842,0.5631578947368421,0.3,0.5947368421052631,0.1736842105263158,0.4,0.1368421052631579,TD_U
16,bands,0.0,0.0,0.7894736842105263,0.08421052631578947,0.3263157894736842,0.015789473684210527,0.45263157894736844,0.10526315789473684,0.42105263157894735,0.19473684210526315,0.14210526315789473,0.4368421052631579,0.5789473684210527,0.7157894736842105,0.4052631578947368,0.35789473684210527,CLD
16,bands,0.08947368421052632,0.12631578947368421,0.1368421052631579,0.12631578947368421,0.34210526315789475,0.43157894736842106,0.18421052631578946,0.2736842105263158,0.18947368421052632,0.49473684210526314,0.49473684210526314,0.631578947368421,0.6842105263157895,0.41578947368421054,0.20526315789473684,0.8052631578947368,N1
16,bands,0.0,0.2736842105263158,0.15789473684210525,0.005263157894736842,0.06842105263157895,0.18421052631578946,0.12631578947368421,0.32105263157894737,0.19473684210526315,0.12105263157894737,0.7210526315789474,0.14736842105263157,0.2578947368421053,0.05263157894736842,0.21052631578947367,0.30526315789473685,N2
16,bands,0.0,0.4421052631578947,0.25263157894736843,0.10526315789473684,0.7210526315789474,0.06842105263157895,0.05263157894736842,0.3473684210526316,0.6842105263157895,0.5105263157894737,0.6421052631578947,0.4052631578947368,0.2736842105263158,0.3526315789473684,0.3894736842105263,0.14210526315789473,LSC
16,bands,0.04736842105263158,0.11578947368421053,0.7210526315789474,0.4421052631578947,0.12105263157894737,0.17894736842105263,0.3894736842105263,0.5052631578947369,0.5684210526315789,0.1736842105263158,0.1736842105263158,0.18947368421052632,0.7947368421052632,0.12631578947368421,0.22631578947368422,0.25263157894736843,F1
27,ilpd,0.8263157894736842,0.5736842105263158,0.7052631578947368,0.7947368421052632,0.9526315789473684,0.7315789473684211,0.9052631578947369,0.9,0.9736842105263158,0.7947368421052632,0.9210526315789473,0.9578947368421052,0.8789473684210526,0.4473684210526316,0.8578947368421053,0.8315789473684211,Hostility
27,ilpd,0.9894736842105263,0.1,0.9473684210526315,0.8736842105263158,0.7578947368421053,0.8789473684210526,0.7210526315789474,0.9368421052631579,0.8368421052631579,0.7789473684210526,0.9052631578947369,0.9578947368421052,0.8631578947368421,0.1368421052631579,0.8578947368421053,0.8210526315789474,kDN
27,ilpd,0.8421052631578947,0.0,0.8842105263157894,0.9947368421052631,0.9842105263157894,0.3,0.9105263157894737,0.9894736842105263,0.9947368421052631,0.631578947368421,0.8210526315789474,0.9421052631578948,0.9421052631578948,0.15789473684210525,0.9894736842105263,0.9894736842105263,DCP
27,ilpd,0.9315789473684211,0.3684210526315789,0.9631578947368421,0.631578947368421,0.8631578947368421,0.7052631578947368,0.9157894736842105,0.8368421052631579,0.5684210526315789,0.8473684210526315,0.9421052631578948,0.8894736842105263,0.5,0.9,0.7052631578947368,0.5947368421052631,TD_U
27,ilpd,0.9947368421052631,0.11052631578947368,0.7578947368421053,0.968421052631579,0.8789473684210526,0.8947368421052632,0.9736842105263158,0.8368421052631579,1.0,0.7315789473684211,0.968421052631579,0.5526315789473685,0.9631578947368421,0.8473684210526315,0.9842105263157894,0.6368421052631579,CLD
27,ilpd,0.49473684210526314,0.45263157894736844,0.7578947368421053,0.6684210526315789,0.7631578947368421,0.29473684210526313,0.28421052631578947,0.8947368421052632,0.5105263157894737,0.8736842105263158,0.7947368421052632,0.8578947368421053,0.9263157894736842,0.3105263157894737,0.6157894736842106,0.45263157894736844,N1
27,ilpd,0.9947368421052631,0.5578947368421052,0.7157894736842105,0.6368421052631579,0.8105263157894737,0.9157894736842105,0.9421052631578948,0.7368421052631579,0.7842105263157895,0.42105263157894735,0.9315789473684211,0.9315789473684211,0.9473684210526315,0.7526315789473684,0.6894736842105263,0.9421052631578948,N2
27,ilpd,0.8263157894736842,0.3,0.7105263157894737,0.7157894736842105,0.4263157894736842,0.9894736842105263,0.5947368421052631,0.6947368421052632,0.9263157894736842,0.19473684210526315,0.6421052631578947,0.9052631578947369,0.7263157894736842,0.8,0.7105263157894737,0.8789473684210526,LSC
27,ilpd,0.7947368421052632,0.23157894736842105,0.5263157894736842,0.9526315789473684,0.9842105263157894,0.9,0.7578947368421053,0.7736842105263158,0.8,0.7526315789473684,0.8789473684210526,0.9052631578947369,0.8947368421052632,0.7842105263157895,0.9368421052631579,0.8526315789473684,F1
35,teaching_assistant_LH,0.015789473684210527,0.0,0.06842105263157895,0.0,0.8421052631578947,0.0,0.6263157894736842,0.0,0.9842105263157894,0.0,0.9526315789473684,0.8263157894736842,0.9894736842105263,0.0,0.8947368421052632,0.16842105263157894,Hostility
35,teaching_assistant_LH,0.21578947368421053,0.010526315789473684,0.3,0.0,0.9789473684210527,0.24736842105263157,0.9947368421052631,0.8526315789473684,0.9,0.04736842105263158,0.9157894736842105,0.7210526315789474,0.9105263157894737,0.3263157894736842,0.9842105263157894,0.5,kDN
35,teaching_assistant_LH,0.005263157894736842,0.0,0.3,0.5421052631578948,0.8631578947368421,0.12631578947368421,0.9421052631578948,0.6842105263157895,0.9789473684210527,0.14210526315789473,0.8105263157894737,0.9315789473684211,0.8894736842105263,0.47368421052631576,0.8736842105263158,0.8736842105263158,DCP
35,teaching_assistant_LH,0.9052631578947369,0.0,0.9210526315789473,0.21052631578947367,0.8421052631578947,0.12631578947368421,1.0,0.45263157894736844,0.2578947368421053,0.2578947368421053,0.9789473684210527,0.8,0.9842105263157894,0.5105263157894737,0.968421052631579,0.8631578947368421,TD_U
35,teaching_assistant_LH,0.031578947368421054,0.0,0.2,0.031578947368421054,0.968421052631579,0.005263157894736842,0.6789473684210526,0.5947368421052631,1.0,0.0,0.9368421052631579,0.46842105263157896,0.9736842105263158,0.0,0.9263157894736842,0.8947368421052632,CLD
35,teaching_assistant_LH,0.0,0.0,0.8789473684210526,0.005263157894736842,0.5789473684210527,0.9789473684210527,0.9105263157894737,0.8052631578947368,0.9578947368421052,0.4368421052631579,0.9789473684210527,0.9421052631578948,0.9631578947368421,0.3368421052631579,0.7631578947368421,0.9368421052631579,N1
