,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
4019,average,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3819,0,LSC,bupa,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0
3820,1,LSC,bupa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
3821,2,LSC,bupa,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1
3822,3,LSC,bupa,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
3823,4,LSC,bupa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,5,LSC,bupa,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3825,6,LSC,bupa,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1
3826,7,LSC,bupa,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1
3827,8,LSC,bupa,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
3828,9,LSC,bupa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3829,10,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3830,11,LSC,bupa,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1
3831,12,LSC,bupa,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3832,13,LSC,bupa,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
3833,14,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3834,15,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3835,16,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3836,17,LSC,bupa,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1
3837,18,LSC,bupa,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
3838,19,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3839,20,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3840,21,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3841,22,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3842,23,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3843,24,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3844,25,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3845,26,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3846,27,LSC,bupa,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1
3847,28,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3848,29,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3849,30,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3850,31,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3851,32,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3852,33,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3853,34,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3854,35,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3855,36,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3856,37,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3857,38,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3858,39,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3859,40,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3860,41,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3861,42,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3862,43,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3863,44,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3864,45,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3865,46,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3866,47,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3867,48,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3868,49,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3869,50,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3870,51,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3871,52,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3872,53,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
