,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
4019,average,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3819,0,Hostility,bupa,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
3820,1,Hostility,bupa,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3821,2,Hostility,bupa,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
3822,3,Hostility,bupa,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1
3823,4,Hostility,bupa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,5,Hostility,bupa,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3825,6,Hostility,bupa,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
3826,7,Hostility,bupa,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
3827,8,Hostility,bupa,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0
3828,9,Hostility,bupa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3829,10,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
3830,11,Hostility,bupa,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1
3831,12,Hostility,bupa,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
3832,13,Hostility,bupa,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3833,14,Hostility,bupa,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1
3834,15,Hostility,bupa,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1
3835,16,Hostility,bupa,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1
3836,17,Hostility,bupa,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0
3837,18,Hostility,bupa,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
3838,19,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3839,20,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3840,21,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3841,22,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3842,23,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3843,24,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3844,25,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3845,26,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3846,27,Hostility,bupa,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3847,28,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3848,29,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3849,30,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3850,31,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3851,32,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3852,33,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3853,34,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3854,35,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3855,36,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3856,37,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3857,38,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3858,39,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3859,40,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3860,41,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3861,42,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3862,43,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3863,44,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3864,45,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3865,46,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3866,47,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3867,48,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3868,49,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3869,50,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3870,51,Hostility,bupa,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3871,52,Hostility,bupa,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3872,53,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3873,54,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3874,55,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3875,56,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3876,57,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3877,58,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3878,59,Hostility,bupa,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3879,60,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3880,61,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3881,62,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3882,63,Hostility,bupa,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3883,64,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3884,65,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3885,66,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3886,67,Hostility,bupa,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
3887,68,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3888,69,Hostility,bupa,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3889,70,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3890,71,Hostility,bupa,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3891,72,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3892,73,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3893,74,Hostility,bupa,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3894,75,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3895,76,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3896,77,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3897,78,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3898,79,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3899,80,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3900,81,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3901,82,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3902,83,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3903,84,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3904,85,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3905,86,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3906,87,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3907,88,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3908,89,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3909,90,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3910,91,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3911,92,Hostility,bupa,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3912,93,Hostility,bupa,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1
3913,94,Hostility,bupa,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1
3914,95,Hostility,bupa,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3915,96,Hostility,bupa,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3916,97,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3917,98,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3918,99,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3919,100,Hostility,bupa,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3920,101,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3921,102,Hostility,bupa,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3922,103,Hostility,bupa,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3923,104,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3924,105,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3925,106,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3926,107,Hostility,bupa,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3927,108,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3928,109,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3929,110,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3930,111,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3931,112,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3932,113,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3933,114,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3934,115,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3935,116,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3936,117,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3937,118,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3938,119,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3939,120,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3940,121,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3941,122,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3942,123,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3943,124,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3944,125,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3945,126,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3946,127,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3947,128,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3948,129,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3949,130,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
3950,131,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3951,132,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3952,133,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3953,134,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3954,135,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3955,136,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3956,137,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3957,138,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
3958,139,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3959,140,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
3960,141,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3961,142,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3962,143,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3963,144,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3964,145,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3965,146,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3966,147,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3967,148,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3968,149,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
3969,150,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3970,151,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3971,152,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3972,153,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3973,154,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3974,155,Hostility,bupa,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
3975,156,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3976,157,Hostility,bupa,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3977,158,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3978,159,Hostility,bupa,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
3979,160,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3980,161,Hostility,bupa,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1
3981,162,Hostility,bupa,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
3982,163,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3983,164,Hostility,bupa,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
3984,165,Hostility,bupa,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
3985,166,Hostility,bupa,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
3986,167,Hostility,bupa,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
