,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_std_easy,accuracy_mean_hard,accuracy_std_hard,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_combo_extreme,accuracy_std_combo_extreme,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split1_classic,accuracy_std_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_std_split1_classic_extreme,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split4_extreme,accuracy_std_split4_extreme,accuracy_mean_split2_classic,accuracy_std_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_std_split2_classic_extreme,accuracy_mean_split9,accuracy_std_split9,accuracy_mean_split9_extreme,accuracy_std_split9_extreme,accuracy_mean_split4_classic,accuracy_std_split4_classic,accuracy_mean_split4_classic_extreme,accuracy_std_split4_classic_extreme
1340,15,Uniform,WineQualityRed_5vs6,0.7763474439046958,0.0276999289947973,0.7846923432801296,0.0397565810420929,0.7862248438584316,0.0374633171543404,0.7809044644922507,0.0311492766045128,0.7839636826278047,0.0362742814396517,0.7695119130233634,0.0221928442394005,0.7847270414064307,0.0327359432626545,0.7907182512144344,0.0324549206193351,0.7786317372195235,0.0352389341880631,0.7718077723802914,0.0283507714034049,0.7892493638676845,0.0337444115323227,0.7884570899838075,0.0376607846793832,0.7793893129770992,0.0427113140301431,0.7756130002313208,0.0459205248384569,0.7665047420772612,0.037322870954102,0.788468656025908,0.020736479596982
1341,50,Uniform,WineQualityRed_5vs6,0.798351839000694,0.025896291781346,0.7991209808003701,0.0307997762905074,0.7975942632431182,0.0361409873670967,0.7945697432338654,0.0306391716372918,0.8044066620402498,0.0299825930314779,0.7907702984038861,0.0293528562452692,0.7900127226463105,0.0368353317741993,0.7945350451075642,0.0287175564658041,0.7899953735831599,0.0353399759729212,0.7801353226925747,0.041189036679198,0.7960617626648161,0.0232238402072784,0.7960617626648161,0.0355852973857286,0.7937948184131389,0.0324171106683753,0.7907702984038861,0.0396963852911118,0.7877342123525329,0.039193329829396,0.7831598427018275,0.0328368696443361
1342,100,Uniform,WineQualityRed_5vs6,0.7953157529493408,0.0279985455038366,0.7938179504973398,0.0345909217893708,0.798351839000694,0.0433846630518264,0.7922681008558871,0.0369648450738591,0.8006072172102707,0.0257546503228283,0.7937890353920889,0.035096387730817,0.7991151977793199,0.0361573424441967,0.7945176960444136,0.0326135362222723,0.79000115660421,0.0377489900137901,0.7854441360166551,0.0369423706939409,0.7945350451075642,0.0373981159663576,0.7862074947952811,0.0453944310365072,0.7960559796437658,0.0248682188171125,0.797588480222068,0.0365194556341117,0.7945639602128152,0.032875650411408,0.7975711311589174,0.0319683302083791
1343,150,Uniform,WineQualityRed_5vs6,0.8006130002313208,0.032499970038762,0.7960733287069165,0.0344275941308929,0.7990862826740689,0.0363096136054131,0.7952984038861901,0.0315442586096993,0.8021108026833218,0.0198442644370429,0.7937890353920889,0.0343619153893011,0.8006303492944713,0.030583832429651,0.80058986814712,0.0308597353921215,0.7930372426555633,0.0318677379053524,0.7884917881101087,0.0340512215282312,0.7952984038861901,0.0364230568140963,0.791527874161462,0.0449784100960538,0.7990978487161693,0.0298749496759344,0.7937948184131389,0.034880775110501,0.7937832523710386,0.0294011182711951,0.8006245662734213,0.0328252683651488
1344,199,Uniform,WineQualityRed_5vs6,0.7983460559796438,0.0334514985698534,0.7960733287069165,0.0340551264331277,0.7975769141799676,0.03232496738991,0.7960501966227157,0.0316827470220089,0.8006072172102707,0.0244853631806476,0.7975769141799676,0.0376133451730075,0.7991151977793199,0.0350831955333516,0.7998380754105945,0.0336081688971994,0.7945523941707148,0.0331310100892877,0.793031459634513,0.0360341609615849,0.7945408281286144,0.0352539190579749,0.7937832523710386,0.0461199741784735,0.7983402729585936,0.0319244348625316,0.7937832523710386,0.0369028993477173,0.7930430256766134,0.0297638316279043,0.797588480222068,0.0370396009928511
0,average,Uniform,WineQualityRed_5vs6,0.7937948184131389,0.02950924697771906,0.7939555863983345,0.03472599993719834,0.795766828591256,0.03712470971371732,0.7918181818181818,0.03239605978947438,0.7983391163543836,0.02726823048232968,0.789087439278279,0.03172346975555906,0.7947201017811705,0.034279129088810624,0.7960397871848254,0.031650783519346484,0.7892435808466343,0.0346653296338829,0.7837820957668286,0.035313512253271985,0.7939370807309738,0.03320866871560598,0.791207494795281,0.041947779475229256,0.7933356465417534,0.03235920561081938,0.7903099699282905,0.038784008044379745,0.7871258385380523,0.03371136021880108,0.7934825352764284,0.031081309761539423
1345,15,kDN,WineQualityRed_5vs6,0.7475075179273653,0.0516846123075731,0.7778568123987971,0.0270175835054295,0.7846865602590793,0.0311610558655243,0.7786143881563728,0.038464628912907,0.790764515382836,0.0310760423371966,0.7824311820495027,0.0275148905606883,0.7838942863752024,0.0365434306989363,0.7748322923895443,0.0377805276166946,0.7899953735831599,0.0257340061527074,0.7907529493407356,0.0319612488033265,0.7725653481378673,0.0498176807238555,0.8006014341892204,0.0303479025572447,0.7816678232708767,0.0359371030139397,0.7884860050890585,0.0381456302981666,0.7839058524173028,0.0285993769598266,0.7899953735831599,0.0300759253338407
1346,50,kDN,WineQualityRed_5vs6,0.7596749942169789,0.0445596943281036,0.7975769141799676,0.0262258860488309,0.7998438584316447,0.027278053197937,0.7945408281286144,0.0297612565466205,0.7968251214434421,0.0396831004659313,0.7976116123062689,0.0338868919867882,0.8013474439046957,0.0221422747608497,0.7899838075410595,0.0282015062763882,0.7983229238954429,0.0334097293516778,0.7990689336109182,0.026742680996866,0.7930545917187138,0.043617860957565,0.7960617626648161,0.0295117869743685,0.7922623178348369,0.0279719573207551,0.7884628730048577,0.0311240864106154,0.7998380754105945,0.0341726560062347,0.7998554244737451,0.0329154269414609
1347,100,kDN,WineQualityRed_5vs6,0.7551237566504743,0.0444283094553612,0.7945581771917649,0.0267002115984757,0.7915047420772612,0.0286540902484214,0.7998496414526949,0.0231824060043957,0.8006187832523711,0.0379029771197097,0.8059333795975018,0.0287053822869565,0.8043950959981494,0.0269285760966586,0.7945408281286144,0.0265928408105927,0.8021108026833218,0.024967243388766,0.7998438584316447,0.0229625254603119,0.7945408281286144,0.0332046232020146,0.7991094147582697,0.0224873326902744,0.8013647929678465,0.0372469237389891,0.7960617626648161,0.0305731021256177,0.8066793893129771,0.0290108094382328,0.8028799444829978,0.0264893395863287
1348,150,kDN,WineQualityRed_5vs6,0.7626995142262317,0.036244932378549,0.7975942632431182,0.0251041736438677,0.7930198935924127,0.0281699081860539,0.7968251214434421,0.0200349395904019,0.7991036317372195,0.0363859164257013,0.7975769141799676,0.0249805543550042,0.7990920656951191,0.02815820523344,0.7952984038861901,0.0242264035917994,0.807413832986352,0.0282955156051983,0.7960559796437658,0.0224420164299577,0.7922738838769373,0.0353426865829753,0.8028741614619477,0.0223667313771267,0.8081887578070784,0.0307229194290772,0.7990862826740689,0.0268134184773732,0.8059218135554014,0.0283283306058774,0.7960617626648161,0.0226680204849922
