,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
4019,average,DCP,bupa,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
3819,0,DCP,bupa,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3820,1,DCP,bupa,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1
3821,2,DCP,bupa,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1
3822,3,DCP,bupa,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
3823,4,DCP,bupa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3824,5,DCP,bupa,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
3825,6,DCP,bupa,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1
3826,7,DCP,bupa,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1
3827,8,DCP,bupa,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
3828,9,DCP,bupa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3829,10,DCP,bupa,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
3830,11,DCP,bupa,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1
3831,12,DCP,bupa,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3832,13,DCP,bupa,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3833,14,DCP,bupa,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1
3834,15,DCP,bupa,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3835,16,DCP,bupa,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
3836,17,DCP,bupa,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1
3837,18,DCP,bupa,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
3838,19,DCP,bupa,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3839,20,DCP,bupa,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
3840,21,DCP,bupa,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
3841,22,DCP,bupa,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3842,23,DCP,bupa,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3843,24,DCP,bupa,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3844,25,DCP,bupa,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3845,26,DCP,bupa,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3846,27,DCP,bupa,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1
3847,28,DCP,bupa,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
3848,29,DCP,bupa,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
3849,30,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3850,31,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3851,32,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3852,33,DCP,bupa,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3853,34,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3854,35,DCP,bupa,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
3855,36,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3856,37,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3857,38,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3858,39,DCP,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3859,40,DCP,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3860,41,DCP,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3861,42,DCP,bupa,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
3862,43,DCP,bupa,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
3863,44,DCP,bupa,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3864,45,DCP,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3865,46,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3866,47,DCP,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3867,48,DCP,bupa,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
3868,49,DCP,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3869,50,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3870,51,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3871,52,DCP,bupa,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
3872,53,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3873,54,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3874,55,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3875,56,DCP,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3876,57,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3877,58,DCP,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3878,59,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3879,60,DCP,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3880,61,DCP,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3881,62,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3882,63,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3883,64,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3884,65,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3885,66,DCP,bupa,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3886,67,DCP,bupa,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
3887,68,DCP,bupa,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
3888,69,DCP,bupa,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
3889,70,DCP,bupa,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
3890,71,DCP,bupa,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
3891,72,DCP,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3892,73,DCP,bupa,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
3893,74,DCP,bupa,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
3894,75,DCP,bupa,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
3895,76,DCP,bupa,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1
3896,77,DCP,bupa,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
3897,78,DCP,bupa,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
3898,79,DCP,bupa,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1
3899,80,DCP,bupa,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1
3900,81,DCP,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
3901,82,DCP,bupa,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1
3902,83,DCP,bupa,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3903,84,DCP,bupa,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
