,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
4019,average,N1,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3819,0,N1,bupa,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0
3820,1,N1,bupa,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0
3821,2,N1,bupa,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1
3822,3,N1,bupa,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3823,4,N1,bupa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,5,N1,bupa,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1
3825,6,N1,bupa,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1
3826,7,N1,bupa,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1
3827,8,N1,bupa,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1
3828,9,N1,bupa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3829,10,N1,bupa,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3830,11,N1,bupa,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1
3831,12,N1,bupa,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
3832,13,N1,bupa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3833,14,N1,bupa,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1
3834,15,N1,bupa,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
3835,16,N1,bupa,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1
3836,17,N1,bupa,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1
3837,18,N1,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3838,19,N1,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3839,20,N1,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3840,21,N1,bupa,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1
3841,22,N1,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3842,23,N1,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3843,24,N1,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3844,25,N1,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3845,26,N1,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3846,27,N1,bupa,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1
