,Hostility,kDN,DS,DCP,TD_U,TD_P,MV,CB,CLD,N1,N2,LSC,LSradius,H,U,F1,F2,F3,F4
0,0.19999999999999996,0.4,0.9996155324875048,0.5585106382978724,0.4,1.0,0.0,0.6666666666666666,0.21687221673843204,1.0,0.5519385629496468,1.0,0.9864052507408059,0.0,1.0,1.0,0.8150342433821333,0.846390453444269,0.8777466635064046
1,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.01153099874826069,0.0,0.025791473871756176,0.44181393797932644,0.6872443937630992,0.0,0.5413333333333333,0.5,0.4652982961120768,0.6480029021845037,0.8307075082569307
2,0.0,0.1,0.9888504421376394,0.0029336266960029445,0.2,0.6666666666666666,0.0,0.6666666666666666,0.01155756271347741,0.25,0.45523521675446643,0.9993331110370124,0.9806994297792875,0.0003333333333333333,0.9576666666666667,0.5,0.6442888611827742,0.6856116451859049,0.7269344291890356
3,0.375,0.5,1.0,0.5585106382978724,0.52,1.0,0.0,0.6666666666666666,0.5481654676486778,0.5,0.2140274196113231,0.9993331110370124,0.993671841168064,0.0003333333333333333,0.9993333333333333,1.0,0.8508247844553628,0.8563780173363937,0.8619312502174248
4,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.011531006738253913,0.0,0.01877196895486377,0.7032344114704902,0.8131563393247225,0.0,0.3833333333333333,0.5,0.5598530478894366,0.7392354329383857,0.9186178179873347
5,0.0,0.4,0.9992310649750096,0.33333333333333337,0.36,0.6666666666666666,0.0,0.6666666666666666,0.034894803541204666,0.0,0.13924085835075772,0.9993331110370124,0.9620691016739373,0.0,0.999,1.0,0.7452263141308061,0.7582814966019047,0.7713366790730034
6,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.011530998748281118,0.0,0.015437876057563749,0.40446815605201736,0.698113128796169,0.0,0.43966666666666665,0.5,0.48519989391548995,0.6940953573299197,0.9029908207443493
7,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.012149820437657444,0.0,0.2737894628130525,0.995998666222074,0.9728880774314201,0.0,0.9086666666666666,1.0,0.6958347196113635,0.7619758182456902,0.8281169168800169
8,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.011530998748709331,0.0,0.01317150477551754,0.45215071690563524,0.7023228969061543,0.0,0.46699999999999997,0.5,0.5008149564762879,0.675396124188953,0.849977291901618
9,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.0115309988387714,0.0,0.029625123942416787,0.5108369456485495,0.7397177923221938,0.0,0.42700000000000005,0.5,0.5249936188249889,0.7489678951901395,0.9729421715552901
10,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.01153099874826058,0.0,0.008389770177046785,0.34811603867955987,0.5723462769534438,0.0,0.6376666666666666,0.5,0.4176383269257492,0.6607322241380846,0.9038261213504201
11,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.011625145631970368,0.0,0.043879235050701904,0.9296432144048016,0.9073842829707187,0.0,0.636,0.5,0.6507888519114678,0.8172418583793837,0.9836948648472995
12,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.01157384487599189,0.0,0.08384308203129065,0.9509836612204068,0.9196512047048719,0.0,0.653,0.5,0.6506555520224895,0.7603570553863628,0.8700585587502362
13,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.011530998749516463,0.0,0.008314434297105211,0.48682894298099366,0.7141821206947667,0.0,0.4676666666666667,0.5,0.5061954257991036,0.675180280481529,0.8441651351639544
14,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.011530998748395582,0.0,0.011620190756272408,0.3581193731243748,0.6494594504993108,0.0,0.44299999999999995,0.5,0.4907628708747731,0.7353505495264194,0.9799382281780659
15,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.01153099874826058,0.0,0.009003861488028342,0.32277425808602866,0.6509734818647119,0.0,0.5036666666666667,0.5,0.4506121043907436,0.6760784306990121,0.9015447570072805
16,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.01153099874826058,0.0,0.02038167942491731,0.33644548182727574,0.6442058233041623,0.0,0.5349999999999999,0.5,0.4510028790125807,0.6521463718171391,0.8532898646216974
17,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.01153099874826058,0.0,0.0076477089636950435,0.24741580526842277,0.6028455926735673,0.0,0.494,0.5,0.4523950923051559,0.6999144655678537,0.9474338388305517
18,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.01153099874826058,0.0,0.012209286212816584,0.24274758252750916,0.5449859425106605,0.0,0.5763333333333334,0.5,0.4163947325952747,0.6979506441057532,0.9795065556162317
19,0.5,0.5,1.0,0.8478260869565217,0.44,1.0,0.0,0.6666666666666666,0.7507570414004435,1.0,0.6597319707036031,1.0,0.9930327586964949,0.001,1.0,1.0,0.8252518316163496,0.8887789660911347,0.9523061005659198
20,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.01153099874855612,0.0,0.0093994176854163,0.4454818272757586,0.6989084282832178,0.0,0.47,0.5,0.49873811992865874,0.6738645994559654,0.8489910789832722
21,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.01153099874826058,0.0,0.026044927828450137,0.5531843947982661,0.6533736230840679,0.0,0.6483333333333333,0.5,0.44583530067093596,0.6455642065305067,0.8452931123900775
22,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.0115309987947817,0.0,0.018894750595175203,0.5298432810936979,0.7372946870085515,0.0,0.43000000000000005,0.5,0.5260104069362427,0.7005227770312947,0.8750351471263467
23,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.011531009935484837,0.0,0.04362301208959374,0.8756252084028009,0.800611473818357,0.0,0.7613333333333333,0.5,0.5431606823988869,0.6747857083881441,0.8064107343774012
24,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.011530999169254152,0.0,0.0318395200923729,0.5765255085028342,0.7641640435019648,0.0,0.42533333333333334,0.5,0.5343620173041232,0.7513860764102291,0.9684101355163349
25,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.011531004172098736,0.0,0.0140822464516549,0.711237079026342,0.8172435905031626,0.0,0.3863333333333333,0.5,0.5573306300367242,0.7319817460652647,0.9066328620938052
26,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.01153099874826058,0.0,0.009200939774725692,0.30076692230743585,0.6059999841901522,0.0,0.5863333333333334,0.5,0.4145305694101327,0.6607489010263998,0.906967232642667
27,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.01153099874877661,0.0,0.02405128558682934,0.403134378126042,0.6767230237640796,0.0,0.43733333333333335,0.5,0.49692679331855677,0.7346825089651207,0.9724382246116845
28,0.0,0.0,0.0,0.0029336266960029445,0.16,0.6666666666666666,0.0,0.6666666666666666,0.01159541805334141,0.0,0.05516940414285587,0.9283094364788262,0.9009087061271941,0.0,0.6626666666666667,0.5,0.639623412481468,0.7842682038069766,0.9289129951324852
