,Hostility,kDN,DS,DCP,TD_U,TD_P,MV,CB,CLD,N1,N2,LSC,LSradius,H,U,F1,F2,F3,F4
0,0.0,0.0,0.8979591836734694,0.0,0.6,0.8571428571428571,0.0,0.6666666666666666,0.06025185513916409,0.0,0.009726307656711786,0.7669223074358119,0.7837208360314944,0.0,0.792,0.5,0.5405189015030643,0.6434634464976576,0.746407991492251
1,0.0,0.0,0.8747361013370866,0.0024554941682013443,0.9,0.5714285714285714,0.0,0.6666666666666666,0.07099849862716057,0.0,0.011003530392569516,0.7459153051017006,0.7927357805358826,0.0,0.7926666666666666,1.0,0.6780705592387729,0.7648683091287478,0.8516660590187226
2,0.0,0.0,0.9014778325123153,0.0,0.7,1.0,0.0,0.6666666666666666,0.1065780567707807,0.0,0.011079843050076366,0.7455818606202067,0.7655704608191161,0.0,0.8203333333333334,1.0,0.7270625065737152,0.7398545882885168,0.7526466700033183
3,0.0,0.0,0.11400422237860663,0.0024554941682013443,0.5,0.5714285714285714,0.0,0.6666666666666666,0.05875601329306279,0.0,0.035231653288647746,0.764921640546849,0.8379899046694117,0.0,0.7446666666666666,0.0,0.5879786907221485,0.6259912554777352,0.6640038202333217
4,0.0,0.0,0.11400422237860663,0.0024554941682013443,0.5,0.5714285714285714,0.0,0.6666666666666666,0.05931734964058544,0.0,0.029760616624099456,0.8422807602534178,0.885706776272137,0.0,0.6910000000000001,0.5,0.6062283146311109,0.6984638897480848,0.7906994648650588
5,0.0,0.0,0.8986629134412386,0.0,0.5,0.7142857142857143,0.0,0.6666666666666666,0.061754737485977595,0.0,0.03037670560710548,0.8166055351783927,0.8114556607762596,0.0,0.772,0.5,0.5417920165390253,0.6666072598841231,0.7914225032292207
6,0.0,0.0,0.8923293455313159,0.0,0.4,0.5714285714285714,0.0,0.6666666666666666,0.21346462441416736,0.0,0.024993509498704047,0.77459153051017,0.784985462211942,0.0,0.7876666666666666,1.0,0.7987687562305793,0.8098097575019916,0.8208507587734039
7,0.0,0.0,0.8986629134412386,0.0,0.5,0.7142857142857143,0.0,0.6666666666666666,0.06239172881227939,0.0,0.008942368612133156,0.8019339779926642,0.799411657652732,0.0,0.7733333333333333,0.5,0.5204625222996256,0.672207136377407,0.8239517504551884
8,0.0,0.0,0.7586206896551724,0.0,0.5,0.7142857142857143,0.0,0.6666666666666666,0.8064069894718406,0.0,0.06585461726415043,0.9363121040346782,0.8561970972230453,0.0,0.9076666666666666,1.0,0.8663810255530728,0.8901704694189968,0.9139599132849208
9,0.0,0.0,0.7586206896551724,0.0,0.5,0.7142857142857143,0.0,0.6666666666666666,0.8894993375433868,0.0,0.02806382896932147,0.8686228742914305,0.8089619253920222,0.0,0.8683333333333334,1.0,0.7506199162972753,0.8183010254350284,0.8859821345727814
