,Hostility,kDN,DS,DCP,TD_U,TD_P,MV,CB,CLD,N1,N2,LSC,LSradius,H,U,F1,F2,F3,F4,y
0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.6297376093294461,0.05801917499176201,0.0,0.07866743143019006,0.7660972404730617,0.7186178135436361,0.0,0.8070866141732284,0.75,0.593759725420805,0.7100316098141404,0.8100828827087625,0
1,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.6297376093294461,0.05723830483005954,0.0,0.03265627640540247,0.7109067017082786,0.6830502158467613,0.0,0.7887139107611548,0.75,0.5486664585147816,0.7247297553056085,0.8849170958993866,0
2,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.6297376093294461,0.06310509520521201,0.0,0.11006794885448234,0.7634691195795007,0.8022777209544399,0.0,0.7821522309711286,0.75,0.5811308275387923,0.7900860037099535,0.9985751318818773,0
3,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.6297376093294461,0.05850362759916439,0.0,0.07840280205266348,0.859395532194481,0.777549809226284,0.0,0.8333333333333334,0.75,0.602600777887071,0.7218945828889792,0.9180773624630608,0
4,0.0,0.0,0.9652777777777778,0.008333333333333304,1.0,0.7142857142857143,0.0,0.6297376093294461,0.8126421358378163,0.0,1.2509567881124894e-05,0.9802890932982917,0.8640962696633985,0.0,0.9133858267716536,1.0,0.7406370459630836,0.817074112005466,0.8483759237124734,0
5,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.6297376093294461,0.05736320301155429,0.0,0.14476465194548738,0.8344283837056504,0.7611674401319727,0.0,0.8412073490813649,0.5,0.556786819087642,0.7196452804196665,0.9571054548317881,0
6,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.6297376093294461,0.0594037292442976,0.0,0.07224462351985617,0.7227332457293035,0.7850501153429178,0.0,0.7230971128608924,0.75,0.5953690742606479,0.7923217059642456,0.9189267099379623,0
7,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.6297376093294461,0.8139928661935504,0.0,0.07286873110168712,0.9540078843626807,0.8226031197893305,0.0,0.9501312335958005,1.0,0.6699651310977526,0.7141393104143794,0.8206918320738251,0
8,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.6297376093294461,0.05945561861909654,0.0,0.11952599805938369,0.6898817345597897,0.7351399521515865,0.0,0.7572178477690289,0.75,0.6167031465011683,0.7658066426277881,0.836213596949309,0
9,0.0,0.0,0.7638888888888888,0.008333333333333304,0.8571428571428571,0.7142857142857143,0.0,0.6297376093294461,0.0693528308207948,0.0,0.07709869501637934,0.8015768725361366,0.7274870660809132,0.0,0.8097112860892388,1.0,0.6782682181895755,0.7507217057849394,0.830022150426577,0
