,Hostility,kDN,DS,DCP,TD_U,TD_P,MV,CB,CLD,N1,N2,LSC,LSradius,H,U,F1,F2,F3,F4,y
0,0.6312674777790206,0.7,0.9852941176470589,0.7361111111111112,0.5333333333333333,0.5,0.0,0.6662222222222222,0.6499566928509688,0.6666666666666666,0.2511752999351321,0.9993337774816788,0.987843168229527,0.0013351134846461949,0.9993342210386151,1.0,0.8668259933142515,0.8914728337355516,0.9161196741568518,1
1,0.7007119222234651,0.8,1.0,0.6091954022988506,0.5,0.3333333333333333,0.0,0.6662222222222222,0.4876810797982746,1.0,0.7390494842999762,1.0,0.9937354699835015,0.004005340453938585,1.0,1.0,0.882100655018343,0.936265687126723,0.9904307192351031,1
2,0.2617537400743625,0.3,0.8676470588235294,0.21518987341772156,0.5333333333333333,1.0,0.0026631158455392434,0.6671111111111111,0.3499182807135497,0.0,0.3691562187264307,0.9979959919839679,0.992941104846361,0.0,0.9993324432576769,1.0,0.8703025339723146,0.8746313233054887,0.8789601126386627,0
3,0.7114605456399232,0.7,1.0,0.47619047619047616,0.5666666666666667,1.0,0.0,0.6662222222222222,0.6138015623241087,0.5,0.6324045910243297,1.0,0.9934205801035662,0.0020026702269692926,1.0,1.0,0.8899751399115577,0.8929860539949196,0.8959969680782814,1
4,0.7496429302230407,0.9,1.0,0.8372093023255813,0.6666666666666666,0.75,0.0,0.6662222222222222,0.7294273476867824,1.0,0.5912675223427141,1.0,0.9827785252992448,0.0006675567423230974,1.0,1.0,0.7893439434369894,0.8130190009711171,0.8366940585052447,1
5,0.21841531651658241,0.4,0.9264705882352942,0.08924949290060857,0.4,0.3333333333333333,0.0,0.6662222222222222,0.11408458998136872,0.0,0.2905127612582097,0.9980013324450366,0.9887363255605658,0.0,0.9993342210386151,1.0,0.7888313544491581,0.887279136050073,0.985726917650988,1
6,0.24430007550716937,0.2,0.8088235294117647,0.09473684210526312,0.4666666666666667,0.4166666666666667,0.0,0.6662222222222222,0.13337825341022658,0.0,0.4486464530884453,0.9980013324450366,0.990884848937954,0.0,0.9980026631158455,1.0,0.8009660290378303,0.8294136332325217,0.8578612374272132,1
7,0.5965591939677305,0.9,0.9264705882352942,0.7127272727272727,0.36666666666666664,0.5833333333333334,0.0,0.6662222222222222,0.5109481117924275,1.0,0.6054192919574158,1.0,0.992966739528843,0.004672897196261682,1.0,1.0,0.9456752057220408,0.9521326280860289,0.9585900504500172,1
8,0.39756192881192876,0.1,0.9705882352941176,0.2692307692307693,0.6666666666666666,0.6666666666666666,0.0026631158455392434,0.6671111111111111,0.43795120406686605,1.0,0.5140137673181683,1.0,0.9937865774161441,0.0,0.9993324432576769,1.0,0.9097118737357195,0.9327659749232611,0.9558200761108027,0
9,0.5664192804355672,0.8,0.9705882352941176,0.6091954022988506,0.3333333333333333,0.3333333333333333,0.0,0.6662222222222222,0.5367346661941101,0.5,0.785207342004858,1.0,0.9988167735906951,0.0006675567423230974,0.9993342210386151,1.0,0.8373365793054607,0.9056046613286515,0.9738727433518422,1
10,0.3549857131151182,0.4,0.9264705882352942,0.3793103448275862,0.4666666666666667,0.5833333333333334,0.0026631158455392434,0.6671111111111111,0.3565625251592629,0.5,0.5312763027873748,1.0,0.9944321494674573,0.0,0.9993324432576769,1.0,0.8489153712574415,0.8937755258001635,0.9386356803428855,0
11,0.39268489095616754,0.3,0.8676470588235294,0.17557251908396942,0.2,0.25,0.0026631158455392434,0.6671111111111111,0.4159335451832388,0.0,0.25801149967173054,0.9986639946559787,0.9888732786502831,0.0,0.9979973297730307,1.0,0.8933729463263173,0.9372274553104729,0.9810819642946287,0
12,0.6771181134558744,1.0,1.0,0.2692307692307693,0.36666666666666664,0.6666666666666666,0.0026631158455392434,0.6671111111111111,0.679726439867319,1.0,0.7342658439396215,1.0,0.9875804563187346,0.0039946737683089215,1.0,1.0,0.9181339817073754,0.9271962442303258,0.9362585067532762,0
