dataset,n_ensemble,method_weights,compl_measure,exp_loss_avg_train_mean,misc_rate_train_mean,misc_rate_test_mean,exp_loss_avg_train_std,misc_rate_train_std,misc_rate_test_std,conf_matrix_test_total,Factor
saheart,1,classic,none,1.090290536365226,0.3073563484708063,0.320259019426457,0.0336042988661363,0.0142972535459837,0.04229499757608,"[[231, 71], [77, 83]]",
saheart,2,classic,none,1.1004605466948358,0.3116832715477294,0.32895467160037,0.0649956153991577,0.027652973699607,0.0554770893645305,"[[212, 90], [62, 98]]",
saheart,3,classic,none,1.034901419865916,0.283790546802595,0.3203977798334875,0.0221353196747406,0.0094176723928046,0.0520511047829205,"[[232, 70], [78, 82]]",
saheart,4,classic,none,1.0382873389676217,0.2852311167747914,0.3203515263644773,0.016005948692315,0.0068098759509796,0.0487023624479088,"[[228, 74], [74, 86]]",
saheart,5,classic,none,0.9846027543200748,0.2623905236329935,0.2922294172062905,0.0431778477122989,0.0183704066783759,0.0438456430082106,"[[258, 44], [91, 69]]",
saheart,6,classic,none,0.9953391266707176,0.2669584105653383,0.2790471785383904,0.0389106829670339,0.0165549027594111,0.0606471586510614,"[[245, 57], [72, 88]]",
saheart,7,classic,none,0.9602791392532996,0.2520418211306766,0.2706290471785384,0.0405559194881444,0.0172548835499382,0.0657614704021108,"[[258, 44], [81, 79]]",
saheart,8,classic,none,0.989676867907552,0.2645493512511584,0.2833950046253469,0.0147176864779719,0.0062617731149245,0.0616157821410219,"[[240, 62], [69, 91]]",
saheart,9,classic,none,0.943312784671292,0.2448233317886932,0.2704902867715079,0.0426474014932454,0.0181447235264516,0.0696751874829817,"[[257, 45], [80, 80]]",
saheart,10,classic,none,0.9489764048816236,0.24723297034291,0.2790009250693802,0.0390914176310405,0.0166317979604133,0.0455166933312122,"[[252, 50], [79, 81]]",
saheart,11,classic,none,0.9461459562236236,0.2460287303058387,0.2833487511563367,0.0435941704540568,0.018547534962456,0.0723617418362512,"[[252, 50], [81, 79]]",
saheart,12,classic,none,0.9342836670667442,0.2409818118628359,0.2833487511563367,0.0341230179192161,0.0145179472688481,0.0468043055885981,"[[255, 47], [84, 76]]",
saheart,13,classic,none,0.9342754983837486,0.2409783364226135,0.27895467160037,0.0348905977550326,0.0148445210674317,0.0609643610001785,"[[254, 48], [81, 79]]",
saheart,14,classic,none,0.928063214965541,0.2383352641334569,0.2854764107308048,0.025164820236397,0.0107066008665169,0.0531947515836353,"[[252, 50], [82, 78]]",
saheart,15,classic,none,0.9297541323456447,0.2390546802594995,0.2854764107308048,0.0311935360416882,0.0132715726508796,0.0597061242468744,"[[250, 52], [80, 80]]",
saheart,16,classic,none,0.920150484037068,0.2349687210379981,0.2854764107308048,0.0226093260847602,0.0096193427163983,0.0531947515836353,"[[252, 50], [82, 78]]",
saheart,17,classic,none,0.9308841334933794,0.2395354494902687,0.287650323774283,0.0271712098494301,0.0115602375135374,0.0582081321481353,"[[250, 52], [81, 79]]",
saheart,18,classic,none,0.913935477724529,0.2323244902687674,0.2854764107308048,0.0195137354166021,0.0083022956078262,0.0501460041745203,"[[253, 49], [83, 77]]",
saheart,19,classic,none,0.9229741254592384,0.2361700648748841,0.2854764107308048,0.0302890628183579,0.0128867563197602,0.0631260729631433,"[[250, 52], [80, 80]]",
saheart,20,classic,none,0.9128041151296286,0.2318431417979611,0.2963459759481961,0.0228409805242986,0.0097179021974435,0.0403911947412909,"[[248, 54], [83, 77]]",
saheart,21,classic,none,0.9133677542563298,0.2320829471733086,0.2898242368177613,0.0188941637907861,0.0080386932437514,0.0474960045084453,"[[248, 54], [80, 80]]",
saheart,22,classic,none,0.9116686681932304,0.2313600556070435,0.2985198889916743,0.0229577484092789,0.0097675821525064,0.0495227578920748,"[[247, 55], [83, 77]]",
saheart,23,classic,none,0.9099750279187946,0.2306394810009267,0.2919981498612395,0.0223346607002765,0.0095024838389698,0.0508264852026548,"[[249, 53], [82, 78]]",
saheart,24,classic,none,0.9122309458727657,0.231599281742354,0.2854764107308048,0.0275571420708965,0.0117244358752962,0.0588200758142319,"[[250, 52], [80, 80]]",
saheart,25,classic,none,0.904881854070994,0.2284725440222428,0.2919981498612395,0.0255365943638569,0.01086477553885,0.0566873118149292,"[[247, 55], [80, 80]]",
saheart,26,classic,none,0.9020745500148152,0.2272781510658016,0.2769195189639223,0.0296128602604846,0.012599059812332,0.0394467645492211,"[[255, 47], [81, 79]]",
saheart,27,classic,none,0.9144977554040642,0.2325637164040778,0.2941258094357076,0.0252813401473996,0.0107561753188034,0.0563653552988712,"[[245, 57], [79, 81]]",
saheart,28,classic,none,0.898683185124446,0.2258352641334569,0.2855689176688251,0.0305869580047755,0.0130134985269791,0.0405932277777826,"[[252, 50], [82, 78]]",
saheart,29,classic,none,0.9094181960279232,0.2304025718257646,0.2941258094357076,0.0226427833847709,0.0096335774279488,0.0563653552988712,"[[245, 57], [79, 81]]",
saheart,30,classic,none,0.8969800147198488,0.2251106348470806,0.2725716928769658,0.0274445217895176,0.0116765205557798,0.0552754435423543,"[[253, 49], [77, 83]]",
saheart,31,classic,none,0.9088559183483876,0.2301633456904541,0.2877428307123034,0.0226025126073468,0.0096164438606746,0.0384076817308827,"[[248, 54], [79, 81]]",
saheart,32,classic,none,0.889636368706741,0.2219862140871177,0.2921369102682701,0.0238049131483386,0.0101280160695419,0.0379292233929815,"[[247, 55], [80, 80]]",
saheart,33,classic,none,0.9020677427789856,0.2272752548656163,0.2876965772432932,0.0238702745532333,0.010155824671698,0.0498637281219663,"[[247, 55], [78, 82]]",
saheart,34,classic,none,0.8924600101289111,0.2231875579240037,0.2942645698427382,0.0263912626044799,0.0112284018886382,0.0484888940197309,"[[245, 57], [79, 81]]",
saheart,35,classic,none,0.903766828842085,0.2279981464318813,0.2920444033302497,0.0293618717411756,0.0124922744718021,0.0458385127796133,"[[246, 56], [79, 81]]",
saheart,36,classic,none,0.8992413784624835,0.2260727525486561,0.2855689176688251,0.0251393493994729,0.0106957640680769,0.0529853850176916,"[[248, 54], [78, 82]]",
saheart,37,classic,none,0.8896404530482387,0.2219879518072289,0.2920444033302497,0.0304475949492332,0.0129542052517952,0.0446782866732326,"[[247, 55], [80, 80]]",
saheart,38,classic,none,0.8969813761670148,0.2251112140871177,0.2877428307123034,0.0256064859002738,0.0108945115265237,0.0491968454279516,"[[247, 55], [78, 82]]",
saheart,39,classic,none,0.8918977324493758,0.2229483317886932,0.2898704902867715,0.0334857160260531,0.0142468014018213,0.0490311255175206,"[[249, 53], [81, 79]]",
saheart,40,classic,none,0.8913300089811766,0.2227067886932345,0.2877428307123034,0.0253621382726701,0.0107905516135636,0.0542718100768517,"[[248, 54], [79, 81]]",
saheart,41,classic,none,0.8885063675590065,0.2215054448563485,0.294218316373728,0.0279940980125682,0.0119103427413013,0.0570794586158335,"[[246, 56], [80, 80]]",
saheart,42,classic,none,0.8862422809220398,0.2205421686746988,0.2812673450508788,0.0251868569550365,0.0107159765882056,0.0571868026209781,"[[247, 55], [75, 85]]",
saheart,43,classic,none,0.8862409194748739,0.2205415894346617,0.2877890841813136,0.0211756193535292,0.0090093591923067,0.0600839505763462,"[[249, 53], [80, 80]]",
saheart,44,classic,none,0.8834159166055379,0.2193396663577386,0.2877890841813136,0.0254289182362371,0.0108189637543648,0.0564800965092654,"[[246, 56], [77, 83]]",
saheart,45,classic,none,0.8834145551583719,0.2193390871177016,0.2877890841813136,0.0239614873535917,0.0101946319843742,0.0600839505763462,"[[249, 53], [80, 80]]",
saheart,46,classic,none,0.8851109183271394,0.2200608202038925,0.2833950046253469,0.0262948944064618,0.0111874011652985,0.0626035952006248,"[[248, 54], [77, 83]]",
saheart,47,classic,none,0.8794527439054717,0.2176534986098239,0.2812210915818686,0.0229932085425935,0.00978266898764,0.0586955529522206,"[[249, 53], [77, 83]]",
saheart,48,classic,none,0.8845445563061063,0.2198198563484708,0.2877428307123034,0.0226340590655941,0.0096298655872768,0.0606676935902166,"[[246, 56], [77, 83]]",
saheart,49,classic,none,0.8811504685214052,0.2183758109360519,0.2833950046253469,0.024902049451257,0.0105948026541933,0.0600345756266339,"[[248, 54], [77, 83]]",
saheart,50,classic,none,0.8811518299685712,0.2183763901760889,0.2812210915818686,0.0287636203772709,0.0122377430064069,0.0613206963246553,"[[248, 54], [76, 84]]",
saheart,51,classic,none,0.8783227427577373,0.2171727293790546,0.2833950046253469,0.0215456975832317,0.009166812329567,0.0600345756266339,"[[248, 54], [77, 83]]",
saheart,52,classic,none,0.8800204673736708,0.2178950417052826,0.2812210915818686,0.0286711846098977,0.0121984153713291,0.0613206963246553,"[[248, 54], [76, 84]]",
saheart,53,classic,none,0.8817127462009406,0.2186150370713623,0.2812210915818686,0.0222162918179787,0.0094521227250865,0.0586955529522206,"[[248, 54], [76, 84]]",
saheart,54,classic,none,0.8755004627827331,0.2159719647822057,0.2855689176688251,0.0225739610923197,0.0096042963598119,0.0519849119618548,"[[249, 53], [79, 81]]",
saheart,55,classic,none,0.8805841065003721,0.2181348470806302,0.2899167437557817,0.0256162351759926,0.0108986594442469,0.0544783054379665,"[[246, 56], [78, 82]]",
saheart,56,classic,none,0.8771954645043347,0.2166931186283596,0.2746993524514338,0.0231199673839006,0.0098365996856314,0.0707503218155743,"[[249, 53], [74, 86]]",
saheart,57,classic,none,0.8811559143100689,0.2183781278962001,0.2833950046253469,0.0232644138812112,0.0098980557571925,0.0626035952006248,"[[248, 54], [77, 83]]",
saheart,58,classic,none,0.8783213813105712,0.2171721501390176,0.2877428307123034,0.0241529034259956,0.0102760716873966,0.0571006937820507,"[[247, 55], [78, 82]]",
saheart,59,classic,none,0.8811504685214052,0.2183758109360519,0.2790471785383904,0.0240322418237835,0.0102247351150443,0.0665650290947743,"[[248, 54], [75, 85]]",
saheart,60,classic,none,0.8788877433316046,0.2174131139944393,0.2833950046253469,0.0161011449295239,0.0068503780529702,0.0573505920570692,"[[249, 53], [78, 82]]",
saheart,61,classic,none,0.8828454702430069,0.2190969647822057,0.2833487511563367,0.0230555586902265,0.0098091964230997,0.0541721836634883,"[[247, 55], [76, 84]]",
saheart,62,classic,none,0.877188657268505,0.2166902224281742,0.285522664199815,0.0181112370337293,0.0077055899584198,0.0600702009107758,"[[249, 53], [79, 81]]",
saheart,63,classic,none,0.8754991013355671,0.2159713855421687,0.294218316373728,0.0250729412508866,0.0106675101193294,0.0542494675964934,"[[245, 57], [79, 81]]",
saheart,64,classic,none,0.8822791082219738,0.218856000926784,0.2963922294172063,0.0201595231940668,0.0085770518712462,0.0560733314244192,"[[247, 55], [82, 78]]",
saheart,65,classic,none,0.8749341007617,0.215731000926784,0.2920444033302498,0.020443130271804,0.008697715073118,0.0570647767502002,"[[246, 56], [79, 81]]",
saheart,66,classic,none,0.8800191059265048,0.2178944624652456,0.2985661424606846,0.0173973523434297,0.0074018612461956,0.046687372730536,"[[245, 57], [81, 79]]",
saheart,67,classic,none,0.8766277410361356,0.2164515755329008,0.2920444033302497,0.017771430394281,0.0075610161436184,0.0551937391192856,"[[246, 56], [79, 81]]",
saheart,68,classic,none,0.8766304639304675,0.216452734012975,0.3029139685476411,0.0170429588991922,0.0072510813430801,0.0470592016429335,"[[245, 57], [83, 77]]",
saheart,69,classic,none,0.8760668248037662,0.2162129286376274,0.3006938020351526,0.0177972663529709,0.0075720082864233,0.054336157588139,"[[242, 60], [79, 81]]",
saheart,70,classic,none,0.8766291024833016,0.2164521547729379,0.2986123959296947,0.0180056190872677,0.007660653845764,0.0470908877656881,"[[247, 55], [83, 77]]",
saheart,71,classic,none,0.878328188546401,0.2171750463392029,0.2941720629047178,0.0190802581894364,0.0081178687924391,0.0567430349046498,"[[245, 57], [79, 81]]",
saheart,72,classic,none,0.8766277410361356,0.2164515755329008,0.2986123959296947,0.0117544926600678,0.0050010554463538,0.0470908877656881,"[[247, 55], [83, 77]]",
saheart,73,classic,none,0.8783241042049031,0.2171733086190917,0.294218316373728,0.0161174885668341,0.0068573316016046,0.0552089185575502,"[[246, 56], [80, 80]]",
saheart,74,classic,none,0.8788836589901067,0.217411376274328,0.3051341350601295,0.0127344305404322,0.0054179788998291,0.0469138031996039,"[[245, 57], [84, 76]]",
saheart,75,classic,none,0.874365015846335,0.2154888785912882,0.2920906567992599,0.0190981605558576,0.0081254855165022,0.054587912236939,"[[246, 56], [79, 81]]",
saheart,76,classic,none,0.8749300164202021,0.2157292632066728,0.2963922294172063,0.0184955738989732,0.0078691095614131,0.0541680587565248,"[[246, 56], [81, 79]]",
saheart,77,classic,none,0.8738013767196335,0.2152490732159406,0.2920444033302497,0.0204156226282355,0.0086860116968292,0.0522617353002567,"[[246, 56], [79, 81]]",
saheart,78,classic,none,0.8726686526775673,0.2147671455050973,0.2921369102682701,0.0223117097369776,0.009492719143604,0.0519506057008899,"[[248, 54], [81, 79]]",
saheart,79,classic,none,0.8704127347235963,0.21380734476367,0.2920444033302497,0.0153960219886112,0.0065503771064402,0.05325700827483,"[[246, 56], [79, 81]]",
saheart,80,classic,none,0.874932739314534,0.2157304216867469,0.2877428307123034,0.0228588470703726,0.0097255036814151,0.0512871280892604,"[[248, 54], [79, 81]]",
saheart,81,classic,none,0.8726713755718991,0.2147683039851714,0.2985661424606846,0.0156718558647353,0.0066677331292284,0.0568322998865275,"[[245, 57], [81, 79]]",
saheart,82,classic,none,0.8704086503820985,0.2138056070435588,0.2964384828862164,0.0191595851210392,0.0081516191545183,0.0625539860121758,"[[245, 57], [80, 80]]",
saheart,83,classic,none,0.8760641019094344,0.2162117701575533,0.2963922294172063,0.0177064842387383,0.0075333842130631,0.0588156302219608,"[[245, 57], [80, 80]]",
saheart,84,classic,none,0.8664536463650279,0.2121229147358665,0.300786308973173,0.0160689751185257,0.00683669111529,0.056900770345855,"[[245, 57], [82, 78]]",
saheart,85,classic,none,0.8754977398884012,0.2159708063021315,0.3072155411655874,0.0158400824095669,0.0067393066375526,0.0567509100987031,"[[243, 59], [83, 77]]",
saheart,86,classic,none,0.8647586446434262,0.2114017608897127,0.3073080481036078,0.016671194891076,0.0070929109761136,0.0555384996746733,"[[246, 56], [86, 74]]",
saheart,87,classic,none,0.8698477341497292,0.2135669601482854,0.3072617946345976,0.0170143700572352,0.0072389179611368,0.0570755438209419,"[[245, 57], [85, 75]]",
saheart,88,classic,none,0.8630609200274929,0.2106794485634847,0.3029602220166513,0.0163365504263141,0.0069505334553232,0.0574644415429465,"[[247, 55], [85, 75]]",
saheart,89,classic,none,0.8698477341497292,0.2135669601482854,0.3050878815911193,0.016807664060534,0.0071509730212325,0.0566915678969397,"[[245, 57], [84, 76]]",
saheart,90,classic,none,0.8687122872133308,0.2130838739573679,0.309481961147086,0.0183396987449251,0.0078027910642523,0.053920714278326,"[[245, 57], [86, 74]]",
saheart,91,classic,none,0.8670227312803929,0.2123650370713624,0.3007400555041628,0.0238659319862681,0.0101539770872211,0.0574900002467604,"[[246, 56], [83, 77]]",
saheart,92,classic,none,0.8687095643189989,0.2130827154772938,0.2942645698427382,0.0166292239378141,0.0070750540536186,0.0536308923309392,"[[245, 57], [79, 81]]",
saheart,93,classic,none,0.8670213698332271,0.2123644578313253,0.3028677150786308,0.0194008065063346,0.0082542489793517,0.0586294218453444,"[[245, 57], [83, 77]]",
saheart,94,classic,none,0.8715372900826669,0.214285797034291,0.2964384828862164,0.0175562259487874,0.0074694554616444,0.0545182811013072,"[[245, 57], [80, 80]]",
saheart,95,classic,none,0.8709763738502975,0.2140471501390176,0.2963922294172063,0.0185911839916622,0.007909787741969,0.0541680587565248,"[[247, 55], [82, 78]]",
saheart,96,classic,none,0.8692786492343639,0.2133248378127896,0.3007400555041628,0.0154004492563679,0.0065522607276366,0.0592886164112045,"[[246, 56], [83, 77]]",
saheart,97,classic,none,0.8670200083860611,0.2123638785912882,0.2942183163737281,0.0239514636722621,0.0101903673182967,0.0480924631491845,"[[245, 57], [79, 81]]",
saheart,98,classic,none,0.8641881982808954,0.2111590593141798,0.2985661424606846,0.0140204826792073,0.0059651414392015,0.0443809741319133,"[[246, 56], [82, 78]]",
saheart,99,classic,none,0.8664522849178621,0.2121223354958294,0.3029139685476411,0.0177072030359734,0.007533690031862,0.0447719616689712,"[[246, 56], [84, 76]]",
saheart,100,classic,none,0.8675768402769327,0.2126007877664504,0.3029139685476411,0.014255783131694,0.0060652521495033,0.0447719616689713,"[[244, 58], [82, 78]]",
saheart,101,classic,none,0.8681513709809614,0.2128452270620945,0.3050878815911193,0.0162384983133925,0.0069088162951246,0.0453730578527599,"[[246, 56], [85, 75]]",
saheart,102,classic,none,0.8675768402769327,0.2126007877664504,0.300786308973173,0.014004765238966,0.005958454311786,0.0432716797301175,"[[245, 57], [82, 78]]",
saheart,103,classic,none,0.8641895597280612,0.2111596385542168,0.3029139685476411,0.0190059771136665,0.0080862652354602,0.0435833523021877,"[[244, 58], [82, 78]]",
saheart,104,classic,none,0.8670159240445633,0.212362140871177,0.3029139685476411,0.0141370346925541,0.0060147295497212,0.0447719616689713,"[[244, 58], [82, 78]]",
saheart,105,classic,none,0.8619281959854265,0.2101975208526413,0.3029139685476411,0.0160445548902345,0.0068263013078157,0.0481621055713046,"[[244, 58], [82, 78]]",
saheart,106,classic,none,0.8681486480866296,0.2128440685820204,0.3007400555041628,0.0156938993641679,0.006677111735867,0.0428348079871432,"[[244, 58], [81, 79]]",
saheart,107,classic,none,0.8653195608757956,0.2116404077849861,0.2985661424606846,0.0143531391355832,0.0061066731438044,0.0406769099554513,"[[245, 57], [81, 79]]",
saheart,108,classic,none,0.86362592060136,0.2109198331788693,0.3029602220166512,0.0107955669513611,0.0045930718117672,0.0440102561064675,"[[245, 57], [83, 77]]",
saheart,109,classic,none,0.8681445637451318,0.2128423308619091,0.3007400555041628,0.0184707519665535,0.0078585488452762,0.0428348079871432,"[[244, 58], [81, 79]]",
saheart,110,classic,none,0.8613577496228955,0.2099548192771084,0.3050878815911193,0.0171376009639458,0.0072913476673765,0.046515957828482,"[[244, 58], [83, 77]]",
saheart,111,classic,none,0.865880477108165,0.2118790546802595,0.2985661424606846,0.0186206290160302,0.0079223153944795,0.041947955341293,"[[246, 56], [82, 78]]",
saheart,112,classic,none,0.8568363835847919,0.2080311631139944,0.3029139685476411,0.0180144347309057,0.0076644045412558,0.0447719616689713,"[[245, 57], [83, 77]]",
saheart,113,classic,none,0.8670104782558996,0.2123598239110287,0.2963922294172063,0.018713293440095,0.0079617403136194,0.0421777085407316,"[[246, 56], [81, 79]]",
saheart,114,classic,none,0.8562727444580907,0.2077913577386469,0.3072617946345976,0.0130190839878949,0.005539087289185,0.0435012448462156,"[[242, 60], [82, 78]]",
saheart,115,classic,none,0.8641868368337293,0.2111584800741427,0.3029139685476411,0.0200277739301469,0.0085209979527204,0.0370730202295485,"[[245, 57], [83, 77]]",
saheart,116,classic,none,0.8641868368337293,0.2111584800741427,0.3093894542090656,0.0156615917690462,0.0066633661766825,0.0409728174932698,"[[243, 59], [84, 76]]",
saheart,117,classic,none,0.8579650232853604,0.2085113531047266,0.3029602220166513,0.0160224063375829,0.0068168780053329,0.0331171105657951,"[[245, 57], [83, 77]]",
saheart,118,classic,none,0.8636191133655302,0.210916936978684,0.3050416281221091,0.0158520904950973,0.0067444155863842,0.041309552955713,"[[245, 57], [84, 76]]",
saheart,119,classic,none,0.8557091053313893,0.2075515523632993,0.3050878815911193,0.0221208637230387,0.0094115219771226,0.0349078035484923,"[[244, 58], [83, 77]]",
saheart,120,classic,none,0.860796833390526,0.209716172381835,0.3050878815911193,0.0204226374876866,0.0086889962323662,0.0429962146162596,"[[244, 58], [83, 77]]",
