,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.687,0.0182345825288104
500,50,CLD,0.685,0.0122474487139158
1000,100,CLD,0.689,0.0074161984870956
1500,150,CLD,0.6890000000000001,0.0082158383625774
1990,199,CLD,0.692,0.0067082039324993
151,15,DCP,0.6910000000000001,0.0198116127561589
501,50,DCP,0.6839999999999999,0.015165750888103
1001,100,DCP,0.6839999999999999,0.015165750888103
1501,150,DCP,0.6839999999999999,0.015165750888103
1991,199,DCP,0.683,0.0135092560861062
152,15,F1,0.681,0.0124498995979886
502,50,F1,0.682,0.012549900398011
1002,100,F1,0.681,0.0129421791055447
1502,150,F1,0.679,0.0134164078649986
1992,199,F1,0.681,0.0129421791055447
153,15,Hostility,0.682,0.0135092560861062
503,50,Hostility,0.682,0.0130384048104052
1003,100,Hostility,0.682,0.0130384048104052
1503,150,Hostility,0.6839999999999999,0.015165750888103
1993,199,Hostility,0.683,0.0148323969741913
154,15,LSC,0.686,0.0108397416943393
504,50,LSC,0.682,0.0130384048104052
1004,100,LSC,0.683,0.0115108644332213
1504,150,LSC,0.682,0.0130384048104052
1994,199,LSC,0.682,0.0130384048104052
155,15,N1,0.678,0.0178885438199983
505,50,N1,0.682,0.0135092560861062
1005,100,N1,0.683,0.0135092560861062
1505,150,N1,0.683,0.0135092560861062
1995,199,N1,0.682,0.0135092560861062
156,15,N2,0.6839999999999999,0.0108397416943393
506,50,N2,0.682,0.012549900398011
1006,100,N2,0.681,0.0129421791055447
1506,150,N2,0.681,0.0129421791055447
1996,199,N2,0.681,0.0129421791055447
157,15,TD_U,0.683,0.0144048602908879
507,50,TD_U,0.6880000000000001,0.0272946881279122
1007,100,TD_U,0.68,0.016583123951777
1507,150,TD_U,0.681,0.0155724115023974
1997,199,TD_U,0.679,0.0167332005306815
158,15,Uniform,0.6839999999999999,0.0119373363863132
508,50,Uniform,0.685,0.0117260393995585
1008,100,Uniform,0.685,0.0117260393995585
1508,150,Uniform,0.685,0.0117260393995585
1998,199,Uniform,0.682,0.0148323969741912
159,15,kDN,0.6839999999999999,0.0188414436814167
509,50,kDN,0.681,0.0129421791055447
1009,100,kDN,0.682,0.0130384048104052
1509,150,kDN,0.682,0.0130384048104052
1999,199,kDN,0.682,0.0130384048104052
