,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.6485000000000001,0.0404119413045203
500,50,CLD,0.6224999999999999,0.0134629120178362
1000,100,CLD,0.6224999999999999,0.0134629120178362
1500,150,CLD,0.623,0.0125499003980111
1990,199,CLD,0.645,0.0211394181566097
151,15,DCP,0.64,0.0145773797371132
501,50,DCP,0.6255,0.0156524758424985
1001,100,DCP,0.6325000000000001,0.0238484800354236
1501,150,DCP,0.634,0.0264929235834779
1991,199,DCP,0.661,0.0177306232264971
152,15,F1,0.651,0.0118057189531175
502,50,F1,0.6515,0.0100933146190931
1002,100,F1,0.6519999999999999,0.0102164083708512
1502,150,F1,0.6519999999999999,0.0102164083708512
1992,199,F1,0.6519999999999999,0.0102164083708512
153,15,Hostility,0.632,0.013738631664034
503,50,Hostility,0.6395,0.0077862057511987
1003,100,Hostility,0.6255,0.0156524758424985
1503,150,Hostility,0.6255,0.0156524758424985
1993,199,Hostility,0.6445000000000001,0.0402103842309421
154,15,LSC,0.649,0.0196532440070335
504,50,LSC,0.6245,0.0154515371403623
1004,100,LSC,0.625,0.0154110350074224
1504,150,LSC,0.625,0.0154110350074224
1994,199,LSC,0.6485000000000001,0.0202792997906732
155,15,N1,0.6519999999999999,0.0102164083708512
505,50,N1,0.6519999999999999,0.0102164083708512
1005,100,N1,0.6519999999999999,0.0102164083708512
1505,150,N1,0.6519999999999999,0.0102164083708512
1995,199,N1,0.6519999999999999,0.0102164083708512
156,15,N2,0.6505,0.040865633483405
506,50,N2,0.627,0.0125499003980111
1006,100,N2,0.6385,0.0230217288664426
1506,150,N2,0.638,0.0208716314647418
1996,199,N2,0.653,0.0254582992362019
157,15,TD_U,0.643,0.0230759615184286
507,50,TD_U,0.6255,0.0156524758424985
1007,100,TD_U,0.627,0.0133930952359788
1507,150,TD_U,0.6265,0.0140978721798716
1997,199,TD_U,0.6405,0.0194775511807824
158,15,Uniform,0.653,0.0089092648406027
508,50,Uniform,0.6519999999999999,0.0102164083708512
1008,100,Uniform,0.6519999999999999,0.0102164083708512
1508,150,Uniform,0.6519999999999999,0.0102164083708512
1998,199,Uniform,0.6519999999999999,0.0102164083708512
159,15,kDN,0.6519999999999999,0.0102164083708512
509,50,kDN,0.6519999999999999,0.0102164083708512
1009,100,kDN,0.6519999999999999,0.0102164083708512
1509,150,kDN,0.6519999999999999,0.0102164083708512
1999,199,kDN,0.6519999999999999,0.0102164083708512
