,n_ensemble,weights,accuracy_mean_split1,accuracy_std_split1,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split1_extreme,accuracy_std_split1_extreme,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4_extreme,accuracy_std_split4_extreme
150,15,CLD,0.8252014652014651,0.0377426270552722,0.8362637362637363,0.0360625557960686,0.8296214896214897,0.0402168035948155,0.7920634920634921,0.0420793939719789,0.8187545787545787,0.0443400503488794,0.842979242979243,0.0357518873677827
500,50,CLD,0.8451037851037851,0.0283550555921788,0.8605616605616605,0.0257612450053918,0.8495238095238096,0.0231690571840522,0.8273748473748475,0.0374314448574554,0.8407570207570207,0.02497662381878,0.8429548229548229,0.0489411651678308
1000,100,CLD,0.8406349206349206,0.0420629515587532,0.8605372405372405,0.0331465739169469,0.8627838827838827,0.0329321255066492,0.8384371184371184,0.0245992204229053,0.8495726495726496,0.0095234181692234,0.8341147741147742,0.0310112196725399
1500,150,CLD,0.8384859584859585,0.0317973427727538,0.8538705738705739,0.0406307672574471,0.8516971916971917,0.0391128068754952,0.8384615384615385,0.0231892209867947,0.8539682539682539,0.0164466190390999,0.8363369963369964,0.0331474959391335
1990,199,CLD,0.8473260073260074,0.0362045495714351,0.8605616605616605,0.0331019713863075,0.8605616605616605,0.0331019713863075,0.8406593406593407,0.0301678739234359,0.8605860805860805,0.0346222641767281,0.8385592185592186,0.0304683723261433
151,15,DCP,0.8384126984126985,0.0359886459295425,0.8295970695970697,0.0397789380455818,0.8384615384615385,0.0380457005489347,0.8119169719169719,0.0261340757904723,0.8273748473748475,0.0246320768741658,0.8384615384615385,0.010537459834135
501,50,DCP,0.842905982905983,0.0263862855703381,0.8384859584859585,0.0403528804179489,0.842930402930403,0.0285265972645825,0.8185836385836385,0.0228344204183725,0.8385347985347986,0.0224628719921058,0.8473748473748474,0.0178176253097944
1001,100,DCP,0.8340170940170941,0.0305557354727881,0.8362393162393162,0.0318790535133038,0.8428815628815629,0.0410909453209205,0.8340903540903541,0.0269863920949427,0.8495726495726496,0.0264042749155467,0.8473260073260074,0.0287234665734698
1501,150,DCP,0.8318192918192919,0.0309337231505924,0.8428571428571429,0.0433229231248822,0.8494993894993895,0.0493606714233338,0.8340659340659341,0.0282502849592071,0.842905982905983,0.0164585348614167,0.8517460317460317,0.027931907456959
1991,199,DCP,0.8406837606837607,0.0329051787116783,0.8384371184371184,0.0348469555802427,0.8428327228327228,0.0467695588420297,0.8296214896214897,0.0338400879393798,0.8362393162393162,0.0216209288969198,0.8494993894993895,0.0340450962741185
152,15,F1,0.8229304029304029,0.0393234812341532,0.8340903540903541,0.0371885984613473,0.8406349206349206,0.038429682332365,0.8382905982905984,0.0595339586225702,0.8451282051282052,0.041568286760296,0.8318437118437119,0.030717270117597
502,50,F1,0.8627106227106227,0.0421527219010249,0.854017094017094,0.0313988007602422,0.8583150183150183,0.0365547251845439,0.853919413919414,0.0381114363984056,0.8583638583638583,0.0278881864341535,0.8473260073260074,0.0242119646986955
1002,100,F1,0.8583638583638583,0.0318413381063926,0.8561660561660561,0.0476004941783887,0.8627594627594627,0.0390872032539089,0.8384371184371184,0.0390250213135118,0.853992673992674,0.0335065739268709,0.8451037851037851,0.042956915751301
1502,150,F1,0.8583394383394383,0.0355472230907826,0.8583882783882784,0.041741404969946,0.8649816849816849,0.0355747878321402,0.8362637362637363,0.0471851020606132,0.8539438339438339,0.037131628817106,0.8605616605616605,0.0405364130430273
1992,199,F1,0.8627594627594627,0.038165908433138,0.8561660561660561,0.0408339575434161,0.8671794871794871,0.0393515263422615,0.8428815628815629,0.0425666838911647,0.845054945054945,0.0394058163981559,0.853919413919414,0.0389128510830476
153,15,Hostility,0.8474481074481075,0.0410474025080128,0.854065934065934,0.0331689425847946,0.8495726495726496,0.0276705655506827,0.8096214896214896,0.0393262297805186,0.8318925518925517,0.0271490108846316,0.8342368742368743,0.0468753643546412
503,50,Hostility,0.853992673992674,0.034297574383009,0.8539682539682539,0.0411617784558359,0.8716239316239316,0.0189421723570563,0.8495238095238096,0.0291460945499874,0.853992673992674,0.0370081622964959,0.8517216117216118,0.0421065417823994
1003,100,Hostility,0.8495238095238096,0.0396231922137294,0.8672283272283272,0.0332110760967338,0.8605372405372405,0.0221856963434045,0.8495482295482295,0.0355783497759336,0.853919413919414,0.044009819906693,0.8561416361416361,0.0451864822008341
1503,150,Hostility,0.853992673992674,0.0360524673036603,0.8628327228327228,0.0425398122095341,0.8671794871794871,0.0326007783310833,0.8584371184371185,0.0429884862132995,0.8495238095238096,0.0397421924134808,0.8561904761904762,0.0476714123028868
1993,199,Hostility,0.853992673992674,0.042223380356716,0.8628083028083028,0.0505318697934795,0.8672039072039072,0.0324454051668426,0.8628815628815628,0.0415881332650784,0.8495482295482295,0.0418515334301139,0.853992673992674,0.0437842934086959
154,15,LSC,0.8561416361416361,0.0360704509667617,0.8362637362637363,0.0123269733849551,0.8363369963369964,0.0339269860947391,0.8428815628815629,0.0379677785381232,0.8253235653235654,0.0395627571337607,0.8428815628815629,0.0228849637101439
504,50,LSC,0.8472527472527472,0.0292533648308678,0.8561660561660561,0.0342576258395656,0.8584126984126984,0.0262447956843049,0.8560927960927961,0.0288358768702766,0.8473504273504273,0.0181400679526236,0.8450793650793651,0.0305315499753477
1004,100,LSC,0.8538949938949939,0.0270274074313237,0.8649816849816849,0.0347934362093943,0.853919413919414,0.0310708946262095,0.8649572649572649,0.0269328348583928,0.8517216117216118,0.0301457016838014,0.8582905982905983,0.042229223508204
1504,150,LSC,0.8539438339438339,0.0278382119761366,0.8539438339438339,0.0346650826660879,0.8561660561660561,0.0250224829988689,0.8694261294261294,0.0298198896649325,0.8539438339438339,0.0395467197602597,0.8538949938949939,0.0442374656922476
