,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_combo_extreme,accuracy_std_combo_extreme,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split4_extreme,accuracy_std_split4_extreme,accuracy_mean_split9,accuracy_std_split9,accuracy_mean_split9_extreme,accuracy_std_split9_extreme
150,15,CLD,0.7982578397212544,0.0485128991577529,0.8175377468060395,0.0348248112499643,0.7552845528455284,0.0463041891900549,0.7643437862950059,0.0397791144224878,0.7698025551684088,0.0732451274541464,0.7596980255516841,0.0282363761941046,0.7938443670150986,0.0603557900773368,0.7790940766550523,0.0532501643040493
500,50,CLD,0.7889663182346109,0.0673317338548961,0.8171893147502903,0.0471053135687239,0.7885017421602788,0.0464438132831372,0.7692218350754936,0.047303920327505,0.8176538908246226,0.0419004738851276,0.7886178861788617,0.0387888855099808,0.8128919860627178,0.0585237942996268,0.7883855981416957,0.0402452012869593
1000,100,CLD,0.783855981416957,0.0275716702374067,0.8126596980255517,0.0180098144840584,0.7883855981416957,0.0269694314029268,0.7886178861788619,0.0455134162983035,0.7934959349593497,0.0346262116509926,0.7887340301974448,0.0506632936281505,0.807897793263647,0.0324954276685037,0.8123112659698025,0.0325083975139461
1500,150,CLD,0.7981416957026713,0.0115020700164602,0.7982578397212544,0.0255503642357885,0.7980255516840883,0.0138790887305827,0.8077816492450639,0.0374508184375986,0.7788617886178862,0.0257600259208123,0.7980255516840883,0.0327255223583977,0.7983739837398375,0.0514443932239053,0.7976771196283392,0.0489850392975484
1990,199,CLD,0.8030197444831592,0.030468164682149,0.802787456445993,0.0210449949085308,0.783623693379791,0.0242710432698687,0.7885017421602788,0.0311008005851616,0.7693379790940768,0.0308859026401775,0.8076655052264808,0.0170270854782431,0.7887340301974448,0.0374832215743984,0.7882694541231127,0.0223920125617555
151,15,DCP,0.7113821138211383,0.0542235239700565,0.7210220673635307,0.0443359919752285,0.7354239256678281,0.0849149007724713,0.7116144018583043,0.0691661765962655,0.7354239256678281,0.075165237769934,0.7211382113821139,0.0728084981373596,0.7160278745644599,0.0999867794816979,0.7016260162601626,0.0592895022981675
501,50,DCP,0.7113821138211381,0.0703726375052297,0.7210220673635307,0.0555470228338836,0.7451800232288037,0.0687992797012864,0.7211382113821139,0.0575929719400807,0.7162601626016261,0.0621283656701304,0.7261324041811846,0.0481833228316965,0.7255516840882695,0.0802566933997404,0.716260162601626,0.0399043872863162
1001,100,DCP,0.7209059233449477,0.0762521085102088,0.7112659698025552,0.0691951811275824,0.7499419279907085,0.055079089011789,0.7403019744483159,0.0642206585538495,0.7257839721254356,0.0861762007659766,0.7310104529616724,0.0529720505552032,0.7305458768873403,0.0671742805991545,0.7211382113821138,0.049382382559495
1501,150,DCP,0.7209059233449477,0.068004529680101,0.7112659698025552,0.0691951811275824,0.7306620209059234,0.0598274175421633,0.7306620209059234,0.0621511592955633,0.7207897793263647,0.0745308483805215,0.7308943089430894,0.0507683560238438,0.7306620209059234,0.0621511592955633,0.7308943089430894,0.0563232631421886
1991,199,DCP,0.7160278745644599,0.0679107395245922,0.7112659698025552,0.0691951811275824,0.7401858304297328,0.0579609856247226,0.7259001161440185,0.0551118360219485,0.7256678281068525,0.0701044853603749,0.7211382113821138,0.049382382559495,0.735307781649245,0.0622839558576038,0.716260162601626,0.0492818929624121
152,15,F1,0.7787456445993032,0.0401327585207223,0.7497096399535425,0.0572738411717813,0.7455284552845528,0.055776948149978,0.7743321718931475,0.0608809618835635,0.7740998838559814,0.0644416167181466,0.783855981416957,0.0215117410004414,0.7645760743321719,0.0342023922309983,0.7596980255516841,0.0226681765600336
502,50,F1,0.7550522648083624,0.041072144458199,0.7644599303135888,0.0192366543924859,0.7789779326364693,0.0417444449636099,0.7645760743321719,0.0512739997931703,0.7742160278745646,0.0484011995168051,0.7696864111498257,0.0528767887528751,0.7497096399535423,0.0304753583354283,0.7980255516840883,0.0218191616706401
1002,100,F1,0.7500580720092915,0.0543998671566945,0.7742160278745644,0.0386307646651105,0.783739837398374,0.0440019550659391,0.7839721254355401,0.0460566319602749,0.7500580720092915,0.0392697337217266,0.7792102206736353,0.0439363780595867,0.7688734030197445,0.0391027778618639,0.7835075493612079,0.0309295468526303
1502,150,F1,0.7596980255516841,0.0527391687903969,0.7983739837398374,0.038350396161278,0.7740998838559815,0.0263700639715278,0.7983739837398375,0.0481777232938771,0.7403019744483159,0.039664500210224,0.7888501742160279,0.0528448902974831,0.7545876887340303,0.0442941372005151,0.783739837398374,0.0283264046704195
1992,199,F1,0.7645760743321719,0.0561598666170962,0.783855981416957,0.0435199247213602,0.7787456445993032,0.0318709006597265,0.7740998838559815,0.0429320673707559,0.7498257839721255,0.0475151837461887,0.7742160278745644,0.0484011995168051,0.7689895470383276,0.0416247102675912,0.7885017421602788,0.0349673552827769
153,15,Hostility,0.7403019744483159,0.0268874030146543,0.740418118466899,0.0310291521658363,0.7742160278745646,0.0757894231333321,0.7696864111498257,0.0750361373539282,0.7506387921022067,0.0888763596949248,0.7307781649245063,0.0309763957976935,0.7645760743321719,0.0586291508591774,0.7356562137049941,0.0372463020810642
503,50,Hostility,0.7454123112659697,0.0586478419324975,0.7549361207897793,0.0384614736084402,0.8032520325203253,0.0649620501505588,0.8177700348432057,0.0844457672859849,0.7936120789779326,0.0699624324469241,0.7744483159117305,0.04434359768986,0.7790940766550523,0.0628917447658174,0.7545876887340303,0.0407986346772515
1003,100,Hostility,0.7840882694541231,0.0701955846578714,0.7693379790940766,0.0391768770160014,0.7693379790940766,0.0351764934852334,0.7793263646922183,0.0708621298991015,0.7789779326364692,0.0617308463428081,0.7599303135888501,0.0491276842704238,0.7739837398373984,0.0504715589341072,0.7643437862950059,0.0358460032001777
1503,150,Hostility,0.7742160278745644,0.0613181023414479,0.7742160278745644,0.0386307646651105,0.7742160278745644,0.0541992630234585,0.7792102206736353,0.0692305063592671,0.7887340301974448,0.0631189581769447,0.783855981416957,0.0435199247213602,0.7934959349593497,0.0346262116509926,0.7693379790940766,0.0456916385126545
1993,199,Hostility,0.7743321718931475,0.0608809618835635,0.7742160278745644,0.0386307646651105,0.7744483159117306,0.0630751315003887,0.7792102206736353,0.0647918128557926,0.7886178861788619,0.0566149972287842,0.7790940766550523,0.0336882728304584,0.7885017421602788,0.0192970412088881,0.7740998838559815,0.039493236088082
154,15,LSC,0.7354239256678281,0.0489075277323467,0.7548199767711963,0.0701030422032256,0.7451800232288037,0.0442137412396056,0.7933797909407666,0.0573068052139112,0.740650406504065,0.0554361131217501,0.7739837398373984,0.0276174993143417,0.7936120789779326,0.0380971855823558,0.7792102206736353,0.0848551093030146
504,50,LSC,0.7548199767711963,0.0309867365930225,0.7888501742160279,0.0603566281911725,0.7695702671312428,0.0412339892022908,0.7642276422764228,0.0604897405807191,0.7355400696864112,0.0612619789420766,0.7788617886178862,0.0457690701492145,0.7937282229965157,0.0557406594418253,0.7840882694541231,0.066034284136531
1004,100,LSC,0.7644599303135888,0.0306095131658808,0.783623693379791,0.0583913981233293,0.7740998838559815,0.026634105215955,0.7740998838559815,0.039493236088082,0.7548199767711963,0.0423854066153398,0.783623693379791,0.0534477056341332,0.7937282229965157,0.067470328654042,0.7789779326364693,0.0417444449636099
1504,150,LSC,0.7693379790940766,0.0456916385126545,0.783739837398374,0.0554072097988834,0.7789779326364693,0.0381988478007088,0.7641114982578397,0.0415375244158234,0.7645760743321719,0.063279307474912,0.7644599303135889,0.0455052650176306,0.783855981416957,0.064510135202912,0.7694541231126597,0.0562984095123993
1994,199,LSC,0.7596980255516841,0.0439440529383392,0.7644599303135888,0.059058976493125,0.7742160278745644,0.0539404258298158,0.7545876887340303,0.0407986346772515,0.7644599303135888,0.0614118019311731,0.7693379790940768,0.0456916385126545,0.7837398373983739,0.058149773716669,0.7839721254355401,0.0545119572532361
155,15,N1,0.7544715447154472,0.0767489218654189,0.7743321718931475,0.044786284147706,0.7304297328687572,0.0421260295451302,0.7743321718931475,0.0479922206880375,0.8029036004645761,0.0260503292358194,0.7544715447154472,0.0344573094380397,0.7688734030197445,0.0352927828953192,0.7789779326364693,0.0298706971673818
505,50,N1,0.7545876887340303,0.06143788047112,0.7501742160278746,0.0346159838523199,0.7499419279907085,0.0499480049242858,0.7886178861788619,0.034338681784716,0.783855981416957,0.0496072300354408,0.7739837398373984,0.0708126185693607,0.7211382113821138,0.0686017011698503,0.8130081300813009,0.0602481353781709
1005,100,N1,0.7692218350754937,0.036487526569064,0.7693379790940768,0.0308859026401775,0.7549361207897793,0.0449242451532003,0.7790940766550524,0.0374746734678963,0.7742160278745644,0.0541992630234585,0.7691056910569106,0.0283264046704195,0.7405342624854819,0.0479004320596637,0.7839721254355401,0.0428691804855898
1505,150,N1,0.7451800232288037,0.0502170124403979,0.7693379790940766,0.0456916385126545,0.7501742160278746,0.048291336553637,0.7888501742160279,0.0528448902974831,0.7886178861788619,0.0513650122863702,0.7739837398373984,0.0276174993143417,0.7549361207897793,0.0449242451532003,0.7793263646922184,0.0645840639614968
1995,199,N1,0.7644599303135888,0.0192366543924859,0.7645760743321719,0.0447900489348402,0.7452961672473868,0.0390954464817776,0.7888501742160279,0.0499513806790442,0.7789779326364692,0.0517388687750981,0.7693379790940766,0.0492661515561911,0.7549361207897793,0.0416502231754729,0.7744483159117306,0.0630751315003887
156,15,N2,0.7542392566782811,0.0603996357466889,0.7594657375145181,0.1101290910921102,0.7549361207897793,0.056142449631784,0.789198606271777,0.0801014908193216,0.783623693379791,0.0337932194182801,0.7888501742160279,0.0500912738761441,0.8029036004645761,0.0773989003248915,0.7835075493612079,0.068537765297048
506,50,N2,0.7736353077816492,0.0430916222351649,0.7742160278745644,0.0572449820636931,0.783739837398374,0.0603063207444606,0.7986062717770035,0.0557361216920417,0.7933797909407666,0.0262880896089014,0.7691056910569106,0.0446335434039612,0.7981416957026713,0.0434621563425097,0.7790940766550523,0.0289388618900117
1006,100,N2,0.7691056910569106,0.0331636427486878,0.7934959349593497,0.0641670739104822,0.7739837398373984,0.0435489737703453,0.7789779326364692,0.0385634872241333,0.8076655052264808,0.0170270854782431,0.783855981416957,0.0653721640932493,0.7787456445993032,0.0323070407565647,0.7933797909407666,0.0198399006165706
1506,150,N2,0.7742160278745644,0.0456861026596887,0.783739837398374,0.0474089583858077,0.7644599303135889,0.0455052650176306,0.783739837398374,0.0153457413478816,0.802787456445993,0.0210449949085308,0.7742160278745644,0.0572449820636931,0.7885017421602788,0.0311008005851616,0.7885017421602788,0.0192970412088881
1996,199,N2,0.7886178861788619,0.0480929507805931,0.7934959349593496,0.0350280617060596,0.7789779326364693,0.0417444449636099,0.7885017421602788,0.0311008005851616,0.7931475029036005,0.0151009557894363,0.764692218350755,0.0563319443555833,0.783739837398374,0.0283264046704195,0.8029036004645761,0.0358817354333252
157,15,TD_U,0.7403019744483159,0.0437344307852905,0.740418118466899,0.0310291521658363,0.7450638792102207,0.0284612096512028,0.7452961672473867,0.0352846598905445,0.7355400696864112,0.0338530428258349,0.7263646922183508,0.0469116172369571,0.7505226480836237,0.0627320175669725,0.7549361207897793,0.045234703228484
507,50,TD_U,0.759581881533101,0.0385140465551016,0.7501742160278745,0.057152121946115,0.740650406504065,0.0443550038164704,0.7307781649245064,0.0198152383931934,0.7598141695702672,0.0433806072063098,0.7499419279907085,0.0328263558109299,0.7642276422764228,0.0535224226529091,0.7450638792102207,0.0232505705216812
1007,100,TD_U,0.740418118466899,0.0310291521658363,0.7454123112659697,0.0543750646901269,0.7311265969802555,0.0577239861921355,0.7549361207897793,0.0458493132264529,0.759814169570267,0.0438618620439717,0.716260162601626,0.0320229089974667,0.7738675958188154,0.0416696510968476,0.7306620209059232,0.0320671090309227
1507,150,TD_U,0.7355400696864112,0.0243542680309555,0.7405342624854819,0.0420659461779057,0.7262485481997677,0.0412466640662758,0.7644599303135888,0.0432579952501176,0.7405342624854819,0.0340685271684865,0.7260162601626016,0.0313975758217945,0.7499419279907085,0.0470250622955285,0.7260162601626016,0.0262367255707549
1997,199,TD_U,0.7355400696864112,0.0243542680309555,0.7307781649245064,0.0198152383931934,0.7118466898954704,0.0515687943971525,0.7596980255516841,0.0448893251163359,0.7405342624854819,0.0340685271684865,0.7260162601626016,0.0201226006434796,0.7499419279907085,0.0368919550558643,0.7306620209059232,0.0320671090309227
