,n_ensemble,weights,accuracy_mean_split1,accuracy_std_split1,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split1_extreme,accuracy_std_split1_extreme,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4_extreme,accuracy_std_split4_extreme
150,15,CLD,0.662,0.0109544511501033,0.665,0.0136930639376291,0.68,0.0273861278752582,0.6519999999999999,0.0238746727726266,0.665,0.0169558249578131,0.665,0.0348209706929602
500,50,CLD,0.679,0.0221923410211721,0.671,0.0178185296812054,0.678,0.0281957443597433,0.664,0.0389551023615648,0.674,0.0354259791678366,0.674,0.0328633534503099
1000,100,CLD,0.6759999999999999,0.0143178210632762,0.671,0.0263153947338815,0.675,0.0278388218141501,0.667,0.0327108544675922,0.672,0.0219658826364887,0.678,0.0225277606521376
1500,150,CLD,0.683,0.0168077363139715,0.673,0.0251495526799185,0.679,0.034532593299664,0.675,0.0282842712474619,0.6719999999999999,0.0246475150877324,0.6759999999999999,0.0185067555233216
1990,199,CLD,0.686,0.0260768096208105,0.67,0.0289395922569755,0.677,0.0286356421265526,0.674,0.0294533529500462,0.674,0.0272488531868773,0.678,0.0246475150877323
151,15,DCP,0.687,0.0270647372054486,0.6849999999999999,0.0242383992870815,0.671,0.0309030742807248,0.6779999999999999,0.0270647372054486,0.668,0.0090829510622924,0.661,0.0216217483104396
501,50,DCP,0.674,0.0224722050542442,0.682,0.0238746727726266,0.666,0.0454697701775586,0.68,0.0271569512280004,0.669,0.0221923410211721,0.672,0.0268328157299974
1001,100,DCP,0.677,0.0228035085019827,0.681,0.0283725219182221,0.6679999999999999,0.0297069015550258,0.6799999999999999,0.0289395922569755,0.663,0.0243926218353009,0.678,0.0338378486313772
1501,150,DCP,0.675,0.0231840462387392,0.678,0.0288530760925069,0.67,0.0299999999999999,0.6759999999999999,0.0270185121722125,0.6599999999999999,0.0247487373415291,0.669,0.0294533529500462
1991,199,DCP,0.6759999999999999,0.0243413228892761,0.679,0.0311046620299915,0.672,0.0321325380261192,0.6769999999999999,0.0338378486313772,0.669,0.0300832179129826,0.672,0.0338378486313772
