,150,500,1000,1500,1590,151,501,1001,1501,1591,152,502,1002,1502,1592,153,503,1003,1503,1593,154,504,1004,1504,1594,155,505,1005,1505,1595,156,506,1006,1506,1596,157,507,1007,1507,1597,158,508,1008,1508,1598,159,509,1009,1509,1599
n_ensemble,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159
weights,CLD,CLD,CLD,CLD,CLD,DCP,DCP,DCP,DCP,DCP,F1,F1,F1,F1,F1,Hostility,Hostility,Hostility,Hostility,Hostility,LSC,LSC,LSC,LSC,LSC,N1,N1,N1,N1,N1,N2,N2,N2,N2,N2,TD_U,TD_U,TD_U,TD_U,TD_U,Uniform,Uniform,Uniform,Uniform,Uniform,kDN,kDN,kDN,kDN,kDN
accuracy_mean,0.8462500000000001,0.84475,0.8462500000000001,0.8465,0.8467499999999999,0.84375,0.8435,0.8445,0.845,0.84375,0.83625,0.842,0.8397499999999999,0.8380000000000001,0.8387499999999999,0.8462500000000001,0.8505,0.851,0.85075,0.851,0.8455,0.8452500000000001,0.8460000000000001,0.8472500000000001,0.8472500000000001,0.8515,0.8545,0.853,0.85275,0.8522500000000001,0.8435,0.8480000000000001,0.8484999999999999,0.8487500000000001,0.84975,0.827,0.82775,0.8317499999999999,0.8317500000000001,0.8314999999999999,0.8394999999999999,0.8422499999999999,0.842,0.843,0.842,0.84925,0.8472500000000001,0.85025,0.84925,0.84925
accuracy_std,0.0080525617042032,0.0094124252985083,0.00870524267324,0.0073100957586067,0.0069933003653496,0.009395810236483,0.0090743457064408,0.0091685604104461,0.0090138781886599,0.0110042605385368,0.0118255549552653,0.014646885334432,0.0093290540785225,0.0089092648406026,0.0085238635606161,0.0077560460287442,0.0088211393821886,0.0071479892277478,0.0066497180391351,0.005822907349426,0.0066497180391352,0.0047925723781701,0.0056180512635611,0.0071479892277478,0.0069821200218844,0.0105475115548644,0.0078362140093287,0.008953002289735,0.0094538352005945,0.0078759920010116,0.0059555646247857,0.0064104407024789,0.0073100957586067,0.0101165087851491,0.0094538352005945,0.0158754921183565,0.0153195136998535,0.0137953796613214,0.0139921853189556,0.0126676260601582,0.0141586987396441,0.011970014619874,0.013422229695546,0.0137386316640341,0.0119765395670035,0.0040117016339702,0.0054054370776099,0.005548085255293,0.0058363087649643,0.0071041361191913
