,150,500,1000,1500,1590,151,501,1001,1501,1591,152,502,1002,1502,1592,153,503,1003,1503,1593,154,504,1004,1504,1594,155,505,1005,1505,1595,156,506,1006,1506,1596,157,507,1007,1507,1597,158,508,1008,1508,1598,159,509,1009,1509,1599
n_ensemble,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159
weights,CLD,CLD,CLD,CLD,CLD,DCP,DCP,DCP,DCP,DCP,F1,F1,F1,F1,F1,Hostility,Hostility,Hostility,Hostility,Hostility,LSC,LSC,LSC,LSC,LSC,N1,N1,N1,N1,N1,N2,N2,N2,N2,N2,TD_U,TD_U,TD_U,TD_U,TD_U,Uniform,Uniform,Uniform,Uniform,Uniform,kDN,kDN,kDN,kDN,kDN
accuracy_mean,0.897,0.8969999999999999,0.8953333333333333,0.8966666666666667,0.897,0.8926666666666666,0.8923333333333334,0.8946666666666667,0.8926666666666666,0.8933333333333333,0.883,0.883,0.884,0.8853333333333333,0.885,0.8946666666666665,0.8963333333333333,0.8953333333333333,0.8956666666666667,0.8960000000000001,0.8953333333333333,0.898,0.8976666666666666,0.8973333333333333,0.8966666666666667,0.8953333333333333,0.8953333333333333,0.8966666666666667,0.8963333333333333,0.897,0.8933333333333333,0.8946666666666667,0.8939999999999999,0.8936666666666667,0.8926666666666666,0.877,0.8833333333333334,0.8846666666666667,0.8846666666666667,0.884,0.8826666666666666,0.8866666666666667,0.8893333333333333,0.8873333333333333,0.8870000000000001,0.8933333333333333,0.898,0.8996666666666666,0.898,0.8983333333333334
accuracy_std,0.0154739925179135,0.017256238807393,0.0166416478884888,0.0145296631451355,0.0155634900399049,0.0111554670204543,0.0114017542509913,0.0102333876220058,0.0111554670204543,0.0116069902309867,0.0090829510622925,0.0096032401939253,0.0069322114476951,0.0103682206766638,0.0102740233382816,0.0148323969741913,0.0118086597226121,0.0119256958799988,0.0120531231545097,0.0121106014163899,0.0164738850575353,0.0100967541539072,0.0128344155387855,0.0118790197874703,0.0121906156986064,0.0154290490813774,0.0150646753846355,0.0139443337755679,0.0139144209764945,0.0133020466261566,0.0181429508808976,0.0189443629845104,0.0196001700672893,0.0175356779167501,0.0185816516428916,0.0136116779927302,0.0126929551764398,0.0136626010212794,0.0139144209764945,0.0139741825441696,0.014073221221723,0.0154560308258261,0.0128344155387856,0.0139741825441697,0.0143081173542232,0.0125277469819774,0.0150646753846355,0.0152479506819768,0.0143081173542231,0.0142886901662352
