,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.8036666666666668,0.0106978710239207
500,50,CLD,0.8019999999999999,0.0137133349538161
1000,100,CLD,0.8019999999999999,0.0137133349538161
1500,150,CLD,0.8019999999999999,0.0137133349538161
1990,199,CLD,0.8019999999999999,0.0137133349538161
151,15,DCP,0.7963333333333333,0.0124387387713635
501,50,DCP,0.796,0.0101105005920687
1001,100,DCP,0.7966666666666666,0.0111803398874989
1501,150,DCP,0.7969999999999999,0.009817784316682
1991,199,DCP,0.798,0.0096752835158
152,15,F1,0.8009999999999999,0.0128344155387856
502,50,F1,0.8013333333333333,0.0128776291813879
1002,100,F1,0.8013333333333333,0.0132497379429012
1502,150,F1,0.8013333333333333,0.0132497379429012
1992,199,F1,0.8013333333333333,0.0132497379429012
153,15,Hostility,0.8019999999999999,0.0137133349538161
503,50,Hostility,0.8013333333333333,0.0128776291813879
1003,100,Hostility,0.8016666666666665,0.0132811478754243
1503,150,Hostility,0.8016666666666665,0.0132811478754243
1993,199,Hostility,0.8019999999999999,0.0137133349538161
154,15,LSC,0.8033333333333333,0.0154110350074224
504,50,LSC,0.8023333333333333,0.0141715677796542
1004,100,LSC,0.8026666666666668,0.0140237893119751
1504,150,LSC,0.8023333333333333,0.0141715677796542
1994,199,LSC,0.8023333333333333,0.0141715677796542
155,15,N1,0.8036666666666668,0.0131972219298861
505,50,N1,0.8026666666666668,0.0140237893119751
1005,100,N1,0.8026666666666668,0.0140237893119751
1505,150,N1,0.8026666666666668,0.0140237893119751
1995,199,N1,0.8026666666666668,0.0140237893119751
156,15,N2,0.8009999999999999,0.0112792828771257
506,50,N2,0.8016666666666665,0.012360330811826
1006,100,N2,0.8019999999999999,0.0139144209764945
1506,150,N2,0.8013333333333333,0.0135092560861063
1996,199,N2,0.8019999999999999,0.0139144209764945
157,15,TD_U,0.8043333333333333,0.0155277529318028
507,50,TD_U,0.8076666666666666,0.0175039678041548
1007,100,TD_U,0.806,0.0151198912400556
1507,150,TD_U,0.8053333333333332,0.0123265747247337
1997,199,TD_U,0.8063333333333332,0.0152934263292726
158,15,Uniform,0.8026666666666668,0.0140237893119751
508,50,Uniform,0.8016666666666665,0.0132811478754243
1008,100,Uniform,0.8016666666666665,0.0132811478754243
1508,150,Uniform,0.8013333333333333,0.0128776291813879
1998,199,Uniform,0.8013333333333333,0.0128776291813879
159,15,kDN,0.8029999999999999,0.0142107158315281
509,50,kDN,0.8026666666666668,0.0140237893119751
1009,100,kDN,0.8029999999999999,0.0145009578227708
1509,150,kDN,0.8029999999999999,0.0145009578227708
1999,199,kDN,0.8026666666666668,0.0140237893119751
