,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.9226517621487348,0.0210428771965577
500,50,CLD,0.9209129017233348,0.0297487021549443
1000,100,CLD,0.9173886042539978,0.0237460449573876
1500,150,CLD,0.91914299021891,0.0273720259145465
1990,199,CLD,0.91914299021891,0.0273720259145465
151,15,DCP,0.9103555348548362,0.0300569292459568
501,50,DCP,0.912125446359261,0.0277414500280514
1001,100,DCP,0.9138798323241734,0.0306521100519654
1501,150,DCP,0.9138643067846608,0.0342670499027137
1991,199,DCP,0.9156342182890856,0.0337682447390376
152,15,F1,0.9068467629250117,0.0100833867184259
502,50,F1,0.9173886042539978,0.0288650010580786
1002,100,F1,0.9173886042539978,0.0288650010580786
1502,150,F1,0.9156342182890856,0.023731702560137
1992,199,F1,0.9173886042539978,0.0237460449573876
153,15,Hostility,0.9103865859338612,0.018922744491228
503,50,Hostility,0.915618692749573,0.0246084086676496
1003,100,Hostility,0.9173730787144854,0.0282610986774866
1503,150,Hostility,0.9121099208197484,0.0224509447480257
1993,199,Hostility,0.9138643067846608,0.0210531840106974
154,15,LSC,0.9121099208197484,0.0176544056246969
504,50,LSC,0.9138798323241734,0.0227232196217687
1004,100,LSC,0.9156342182890856,0.0182305635640187
1504,150,LSC,0.915649743828598,0.021084360031639
1994,199,LSC,0.912125446359261,0.0138739829647492
155,15,N1,0.9208973761838224,0.0248817054789682
505,50,N1,0.9173886042539978,0.0237460449573876
1005,100,N1,0.9156342182890856,0.0182305635640186
1505,150,N1,0.9173886042539978,0.0202479911454005
1995,199,N1,0.91914299021891,0.0273720259145465
156,15,N2,0.9226672876882472,0.0293685904376324
506,50,N2,0.9173886042539978,0.0274998460584027
1006,100,N2,0.9208973761838224,0.0304448070930041
1506,150,N2,0.9173886042539978,0.0295239167880279
1996,199,N2,0.9226517621487348,0.0287669331862915
157,15,TD_U,0.9191585157584228,0.027310589055072
507,50,TD_U,0.9191585157584228,0.0209303908980912
1007,100,TD_U,0.9174041297935104,0.0281322497500524
1507,150,TD_U,0.9174196553330228,0.0236214973898233
1997,199,TD_U,0.9191740412979352,0.0258117288978409
158,15,Uniform,0.9226517621487348,0.0313277824085685
508,50,Uniform,0.9173886042539978,0.0260632841443441
1008,100,Uniform,0.9173886042539978,0.0211767448359687
1508,150,Uniform,0.9156342182890856,0.0229067747616136
1998,199,Uniform,0.9173886042539978,0.0260632841443441
159,15,kDN,0.9156652693681104,0.0273824262124932
509,50,kDN,0.927930445582984,0.031301322404903
1009,100,kDN,0.9279459711224964,0.029348526533287
1509,150,kDN,0.9261605340785592,0.0320774046920532
1999,199,kDN,0.9279459711224964,0.029348526533287
