,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.6359999999999999,0.0273061348418263
500,50,CLD,0.663,0.0094207218407083
1000,100,CLD,0.6625,0.0088388347648318
1500,150,CLD,0.6635,0.0096176920308356
1990,199,CLD,0.6615,0.0119373363863133
151,15,DCP,0.6479999999999999,0.0144048602908879
501,50,DCP,0.6519999999999999,0.0102164083708512
1001,100,DCP,0.655,0.0114564392373896
1501,150,DCP,0.6555,0.0099058063780795
1991,199,DCP,0.655,0.0103077640640441
152,15,F1,0.6519999999999999,0.0102164083708512
502,50,F1,0.6519999999999999,0.0102164083708512
1002,100,F1,0.6519999999999999,0.0102164083708512
1502,150,F1,0.6519999999999999,0.0102164083708512
1992,199,F1,0.6519999999999999,0.0102164083708512
153,15,Hostility,0.6315,0.0271339271024302
503,50,Hostility,0.635,0.0224304480561579
1003,100,Hostility,0.6279999999999999,0.0199530699392349
1503,150,Hostility,0.6285000000000001,0.0208865985742054
1993,199,Hostility,0.6279999999999999,0.0199530699392349
154,15,LSC,0.6445000000000001,0.0348837354651132
504,50,LSC,0.655,0.0127475487839819
1004,100,LSC,0.6555,0.0121706614446381
1504,150,LSC,0.655,0.0127475487839819
1994,199,LSC,0.6545,0.0121706614446381
155,15,N1,0.6515,0.0100933146190931
505,50,N1,0.6519999999999999,0.0102164083708512
1005,100,N1,0.6519999999999999,0.0102164083708512
1505,150,N1,0.6519999999999999,0.0102164083708512
1995,199,N1,0.6519999999999999,0.0102164083708512
156,15,N2,0.6405,0.0241996900806601
506,50,N2,0.6535,0.0080234032679406
1006,100,N2,0.6519999999999999,0.0094207218407083
1506,150,N2,0.6515,0.0100933146190931
1996,199,N2,0.6515,0.0100933146190931
157,15,TD_U,0.6255,0.0156524758424985
507,50,TD_U,0.6315,0.023953079134007
1007,100,TD_U,0.655,0.0299478713767773
1507,150,TD_U,0.6535,0.0287010452771323
1997,199,TD_U,0.653,0.0293364108234119
158,15,Uniform,0.6515,0.0100933146190931
508,50,Uniform,0.6519999999999999,0.0102164083708512
1008,100,Uniform,0.6519999999999999,0.0102164083708512
1508,150,Uniform,0.6519999999999999,0.0102164083708512
1998,199,Uniform,0.6519999999999999,0.0102164083708512
159,15,kDN,0.6515,0.0097788036078039
509,50,kDN,0.6515,0.0097788036078039
1009,100,kDN,0.6519999999999999,0.0102164083708512
1509,150,kDN,0.6519999999999999,0.0102164083708512
1999,199,kDN,0.6519999999999999,0.0102164083708512
