,n_ensemble,weights,accuracy_mean_easy,accuracy_std_easy,accuracy_mean_hard,accuracy_std_hard,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
1505,150,N1,0.9507840397453812,0.0100444661375096,0.9525384257102936,0.0159747730034237,0.952522900170781,0.0148095662921189,0.9490141282409564,0.0115641040736966,0.9542928116752056,0.0130751868517607,0.952553951249806,0.0146560599600768
1995,199,N1,0.9507685142058688,0.010169880195425,0.9507840397453812,0.0159619800050507,0.952522900170781,0.0148095662921189,0.9507685142058688,0.0147934645184906,0.9542928116752056,0.0130751868517607,0.9490296537804688,0.0114569382601598
156,15,N2,0.943735444806707,0.0253592828835908,0.9473063188945816,0.0247562017947941,0.9508306163639186,0.0374897417918198,0.9525384257102936,0.0202258962274845,0.947259742276044,0.0256220561447801,0.9542928116752056,0.0115103055904239
506,50,N2,0.9419655333022824,0.0296133438210067,0.9507995652848936,0.0117265880949493,0.948998602701444,0.026720396203077,0.9525384257102936,0.0245245542329019,0.9507685142058688,0.0182829626081329,0.9490451793199812,0.0168336337847843
1006,100,N2,0.9419655333022824,0.0315019088553646,0.945505356311132,0.0115228113073868,0.9472442167365316,0.0241376332236012,0.9542928116752056,0.0227424910469388,0.9507840397453812,0.0228931963833415,0.9490451793199812,0.0189820436003941
1506,150,N2,0.9419655333022824,0.0332834852562385,0.9490141282409564,0.0115641040736966,0.9490141282409564,0.0227697665175213,0.9525229001707808,0.0282209833300221,0.9507685142058688,0.0220943483140925,0.9507840397453812,0.018213499348798
1996,199,N2,0.94021114733737,0.0288126574669714,0.948998602701444,0.0158839244573636,0.9472442167365316,0.0241376332236012,0.9507685142058688,0.0260869145270578,0.9490141282409564,0.0235994839707555,0.9525384257102936,0.0171367076457069
157,15,TD_U,0.927930445582984,0.0259226883811761,0.9436578171091444,0.0368862445005663,0.9542928116752056,0.0190611487934498,0.943735444806707,0.0193333802891625,0.952522900170781,0.0160560465303317,0.9490296537804688,0.0168865313191067
507,50,TD_U,0.94021114733737,0.0281370903592661,0.9383636081353828,0.0438898997532935,0.9507840397453812,0.0133355934564086,0.9525384257102936,0.0245245542329019,0.9542928116752056,0.0144718308320672,0.9578171091445428,0.0130251087871979
1007,100,TD_U,0.9384412358329453,0.0250181676926333,0.9489054494643688,0.0457580675860851,0.9507840397453812,0.0192407103546668,0.9507995652848936,0.0201699405877462,0.9595559695699424,0.0182694934980433,0.9543083372147182,0.0129989428109704
1507,150,TD_U,0.9384412358329453,0.0250181676926333,0.9454122030740568,0.0430573975027131,0.9525384257102936,0.0100647834957765,0.9578015836050304,0.0210021732168748,0.9613258810743672,0.0220412361338156,0.9560627231796304,0.0138707250140257
1997,199,TD_U,0.9454587796925942,0.0212521754653587,0.9489209750038814,0.0403096722564914,0.9525384257102936,0.0100647834957765,0.956047197640118,0.021535244109516,0.9613258810743672,0.0202205177347068,0.9613258810743672,0.0202205177347068
158,15,Uniform,0.9525384257102936,0.0118225734609842,0.9507685142058688,0.0229484989454204,0.9490141282409564,0.0075353666254706,0.9472752678155564,0.0164120998836983,0.9472442167365316,0.0177006130592274,0.9490141282409564,0.0235994839707555
508,50,Uniform,0.9490141282409564,0.0145146565882323,0.9542772861356932,0.0219412596434523,0.9472752678155564,0.0107453951485476,0.9507840397453812,0.0228931963833415,0.952522900170781,0.0160560465303317,0.9507685142058688,0.0202783992114125
1008,100,Uniform,0.956047197640118,0.0256151053281852,0.9560316721006056,0.0215987542574289,0.9542772861356932,0.0158296751767147,0.956047197640118,0.0196677397280271,0.9542772861356932,0.0180976619773751,0.956047197640118,0.0196677397280271
1508,150,Uniform,0.9542928116752056,0.0218802998744664,0.9542772861356932,0.0180976619773751,0.9542928116752056,0.0144718308320672,0.9507840397453812,0.0192407103546668,0.952522900170781,0.0148095662921188,0.9525229001707808,0.0202901487396775
1998,199,Uniform,0.956047197640118,0.0206226419847926,0.9490141282409564,0.0145146565882323,0.9560316721006056,0.0165571526342916,0.956047197640118,0.0164742179401291,0.9507685142058688,0.0171986437054458,0.9507685142058688,0.0147934645184906
159,15,kDN,0.9349635149821456,0.0288571712339535,0.947259742276044,0.0108564492886513,0.9472442167365316,0.0207058405273255,0.9384878124514828,0.0240241483040528,0.9525384257102936,0.0159747730034236,0.9419965843813072,0.0202195491560347
509,50,kDN,0.9437199192671946,0.0321162963026425,0.9490141282409564,0.0097598732883051,0.947259742276044,0.0215435112961813,0.9402421984163948,0.0218541891712964,0.9542928116752056,0.0190611487934498,0.9490141282409564,0.0190936838134598
1009,100,kDN,0.94021114733737,0.0288126574669714,0.956047197640118,0.0152619291151334,0.9490141282409564,0.0235994839707556,0.9454898307716194,0.0219556326067729,0.952522900170781,0.0160560465303318,0.947259742276044,0.0164850234106936
1509,150,kDN,0.9402266728768824,0.0300603173054634,0.9542928116752056,0.0169227846549852,0.9507685142058688,0.0260869145270578,0.943735444806707,0.023793832720328,0.952522900170781,0.0160560465303318,0.947259742276044,0.0164850234106936
1999,199,kDN,0.9419965843813072,0.028170266812873,0.9525384257102936,0.0133509033276361,0.9472442167365316,0.0298397779654141,0.943735444806707,0.0193333802891625,0.9507685142058688,0.0171986437054458,0.947259742276044,0.0164850234106936
