,150,500,1000,1500,1590,151,501,1001,1501,1591,152,502,1002,1502,1592,153,503,1003,1503,1593,154,504,1004,1504,1594,155,505,1005,1505,1595,156,506,1006,1506,1596,157,507,1007,1507,1597,158,508,1008,1508,1598,159,509,1009,1509,1599
n_ensemble,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159
weights,CLD,CLD,CLD,CLD,CLD,DCP,DCP,DCP,DCP,DCP,F1,F1,F1,F1,F1,Hostility,Hostility,Hostility,Hostility,Hostility,LSC,LSC,LSC,LSC,LSC,N1,N1,N1,N1,N1,N2,N2,N2,N2,N2,TD_U,TD_U,TD_U,TD_U,TD_U,Uniform,Uniform,Uniform,Uniform,Uniform,kDN,kDN,kDN,kDN,kDN
accuracy_mean,0.8780000000000001,0.882,0.884,0.884,0.8845000000000001,0.8855000000000001,0.8859999999999999,0.8865000000000001,0.8869999999999999,0.8870000000000001,0.875,0.883,0.884,0.8835000000000001,0.885,0.8905,0.8915,0.891,0.892,0.892,0.89,0.8885,0.8885,0.889,0.8895,0.8925000000000001,0.8925000000000001,0.892,0.892,0.8915,0.8835000000000001,0.8875,0.8885,0.889,0.8895,0.8859999999999999,0.889,0.8859999999999999,0.8885,0.889,0.891,0.889,0.8859999999999999,0.8885,0.889,0.8835000000000001,0.8885,0.8855000000000001,0.8855000000000001,0.885
accuracy_std,0.0264811253537307,0.0237434201411675,0.0249123463367062,0.0247234706301522,0.024584039537879,0.0241350367722943,0.0258964283251571,0.029293770668864,0.0280846933399672,0.0294957624075052,0.0164886324478411,0.0193164437720818,0.0165453921077742,0.017374550353894,0.0171391365010026,0.0275794307410432,0.0238877583711824,0.0205091443019936,0.0216794833886788,0.0216794833886788,0.0182859235479097,0.019088609168821,0.0204328167417025,0.020124611797498,0.018907670401189,0.0217944947177033,0.0221500564333366,0.0221782551162168,0.0218231528427951,0.0221218218056289,0.0179930542154465,0.0203100960115899,0.0209612738162545,0.018758331482304,0.0193164437720818,0.0105475115548644,0.0125747763399593,0.0135323686027243,0.0130623504776131,0.0129421791055447,0.0208116553882674,0.0160662690130596,0.0139866007306993,0.012820881404958,0.013181426326464,0.02261083810919,0.0240831891575845,0.0259446526282391,0.0241350367722943,0.0232513440471728
