,n_ensemble,weights,accuracy_mean_split1,accuracy_std_split1,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split1_extreme,accuracy_std_split1_extreme,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4_extreme,accuracy_std_split4_extreme
150,15,CLD,0.7644599303135888,0.0455052650176305,0.7689895470383276,0.0563723393033835,0.7790940766550523,0.0289388618900117,0.7500580720092915,0.0354776729022236,0.7594657375145181,0.070241210027735,0.7695702671312428,0.0533668811192793
500,50,CLD,0.7936120789779326,0.0380971855823558,0.7644599303135888,0.0192366543924859,0.7645760743321719,0.0415054426740306,0.7788617886178862,0.0098328791004792,0.7596980255516841,0.0405910467545421,0.7693379790940766,0.0308859026401775
1000,100,CLD,0.7742160278745644,0.0253376368779082,0.7740998838559815,0.0263700639715278,0.7549361207897793,0.0449242451532003,0.7691056910569106,0.0153457413478815,0.764692218350755,0.0332443867442462,0.7401858304297328,0.0229130690743929
1500,150,CLD,0.7740998838559815,0.026634105215955,0.7788617886178862,0.0310003376473733,0.7548199767711963,0.0194753468225084,0.7501742160278745,0.0346159838523199,0.7694541231126597,0.0248694693442089,0.759465737514518,0.0192533015424874
1990,199,CLD,0.7788617886178862,0.0198526449173623,0.783855981416957,0.0471106826542269,0.7644599303135888,0.034934066586505,0.7500580720092915,0.039447525567105,0.7550522648083624,0.0286807536084507,0.7692218350754936,0.0130216041051558
151,15,DCP,0.7305458768873403,0.0740856375500488,0.7404181184668989,0.0750860076468431,0.7360046457607433,0.0680726820555456,0.716144018583043,0.0555709988099538,0.7549361207897793,0.0449242451532003,0.7499419279907085,0.0694143936026957
501,50,DCP,0.7501742160278746,0.0635038066437397,0.7403019744483159,0.0766873809982277,0.7498257839721255,0.0633589307494318,0.7643437862950059,0.0397791144224878,0.7449477351916376,0.0633629225924022,0.7448315911730546,0.0544788496596345
1001,100,DCP,0.7502903600464575,0.0476615203918308,0.7257839721254356,0.0653179752126632,0.7450638792102207,0.0473420458122852,0.7599303135888502,0.0593239044253059,0.7207897793263647,0.0745308483805215,0.7449477351916376,0.056254064949978
1501,150,DCP,0.7405342624854819,0.0448442268244679,0.7306620209059234,0.0667656393618975,0.7449477351916376,0.0418005533851603,0.7454123112659697,0.0736457490115092,0.7305458768873403,0.0693529088995132,0.7547038327526132,0.0575976561520782
1991,199,DCP,0.7355400696864111,0.0446807413168384,0.7305458768873403,0.0582459647763987,0.7354239256678281,0.0456125967610696,0.7550522648083624,0.0649918931234223,0.7451800232288037,0.0643308393369414,0.7547038327526132,0.0575976561520782
152,15,F1,0.8126596980255517,0.0418996690277262,0.7447154471544716,0.0602965338667295,0.7400696864111498,0.0343131380146897,0.740650406504065,0.053082073241477,0.7789779326364692,0.0589174806913269,0.7596980255516841,0.0499797280173056
502,50,F1,0.7983739837398374,0.0381674940091024,0.783623693379791,0.0242710432698687,0.7644599303135889,0.0391385525265395,0.7500580720092915,0.0433767200899494,0.7645760743321719,0.0416736974404639,0.7648083623693379,0.0647027476068835
1002,100,F1,0.7980255516840883,0.0218191616706401,0.7691056910569106,0.0227802214548986,0.7547038327526133,0.040209572518297,0.7549361207897793,0.0416502231754729,0.7693379790940768,0.0488381800314193,0.7742160278745644,0.0541992630234585
1502,150,F1,0.7691056910569106,0.0377526127937791,0.759581881533101,0.0171337032426618,0.7545876887340303,0.0473858344060353,0.7599303135888502,0.0543362881712263,0.783623693379791,0.0534477056341332,0.7694541231126597,0.059472088801357
1992,199,F1,0.7738675958188154,0.0416696510968477,0.759349593495935,0.0318539660673195,0.7644599303135889,0.0391385525265395,0.7549361207897793,0.051118213977068,0.7887340301974448,0.0444059154126084,0.783855981416957,0.0608820697266316
153,15,Hostility,0.7642276422764228,0.0553545365611729,0.7739837398373984,0.0276174993143417,0.7547038327526133,0.0473253028866042,0.7502903600464575,0.0563732366401264,0.7743321718931475,0.0773825594226833,0.7648083623693379,0.0438049295369247
503,50,Hostility,0.7887340301974448,0.0606016963107516,0.7696864111498257,0.0755936083921791,0.7596980255516841,0.0373118873577237,0.7936120789779326,0.0414830926344999,0.7793263646922183,0.0666374725136598,0.783855981416957,0.0323054749492781
1003,100,Hostility,0.7790940766550523,0.0532501643040493,0.7790940766550523,0.0673517651625931,0.7501742160278745,0.0491530762708621,0.8225319396051104,0.0449028457714524,0.7694541231126597,0.0587618722101666,0.7936120789779326,0.0379130618983004
1503,150,Hostility,0.7888501742160279,0.0578401293895269,0.7550522648083624,0.0712340249306521,0.7645760743321719,0.0295357687476188,0.8127758420441348,0.0445919679169222,0.7745644599303135,0.0673339876745039,0.7984901277584204,0.0446229642278458
1993,199,Hostility,0.7790940766550523,0.0532501643040493,0.7598141695702672,0.0547874861886235,0.7549361207897793,0.0384614736084402,0.8176538908246226,0.0510488966369762,0.7842044134727061,0.0680417121654538,0.7888501742160279,0.0583220517040131
154,15,LSC,0.759349593495935,0.0465022288614491,0.7451800232288037,0.0323810690246634,0.778513356562137,0.0609764393505868,0.7407665505226481,0.0727809335931104,0.7116144018583043,0.0555272880018189,0.7600464576074332,0.0483349628526347
504,50,LSC,0.7692218350754936,0.047303920327505,0.7740998838559814,0.043418294175421,0.7643437862950059,0.0318666678553171,0.7694541231126597,0.0451189989422776,0.7404181184668989,0.0305747888062443,0.7790940766550523,0.0503799364787017
1004,100,LSC,0.783739837398374,0.0283264046704195,0.7740998838559814,0.0622034987217791,0.783855981416957,0.0364292523079541,0.759581881533101,0.0478715579204049,0.7548199767711963,0.0388982773645511,0.7740998838559815,0.0640057873795812
1504,150,LSC,0.7550522648083624,0.0555892015025741,0.7740998838559815,0.0518989647756248,0.7596980255516841,0.0439440529383392,0.783623693379791,0.0564100151564185,0.7643437862950059,0.0358460032001777,0.7598141695702672,0.0549150610457705
1994,199,LSC,0.7693379790940766,0.0391768770160014,0.7643437862950059,0.0358460032001777,0.7452961672473868,0.0350857796949035,0.783739837398374,0.0503096019388485,0.7547038327526132,0.0319675730152247,0.7644599303135888,0.051629576232478
155,15,N1,0.7455284552845528,0.0375551284489415,0.7643437862950059,0.0623853949314964,0.783739837398374,0.0227802214548986,0.7596980255516841,0.0332976009072324,0.7840882694541231,0.0487483302000911,0.7598141695702672,0.0494850533557802
505,50,N1,0.7645760743321719,0.0415054426740306,0.7549361207897793,0.056142449631784,0.7498257839721254,0.0475151837461888,0.783623693379791,0.0379397374458793,0.7888501742160279,0.0499513806790442,0.7833914053426249,0.0430007445945723
1005,100,N1,0.7548199767711963,0.042550181911947,0.7644599303135888,0.0310633686170127,0.7547038327526133,0.0319675730152247,0.7548199767711963,0.0390777592592211,0.7938443670150986,0.0692141859066781,0.7789779326364693,0.0298706971673818
1505,150,N1,0.759814169570267,0.0526707041724223,0.7595818815331011,0.0452794126075506,0.7449477351916376,0.0418005533851603,0.7598141695702672,0.046382415922569,0.7840882694541231,0.0515736988135935,0.7594657375145181,0.0391467373090363
1995,199,N1,0.7645760743321719,0.0454106774971894,0.7692218350754936,0.0502106322442676,0.7498257839721254,0.041289157767989,0.7549361207897793,0.0449242451532003,0.764692218350755,0.0442213679803715,0.7545876887340303,0.0331305775303049
156,15,N2,0.7787456445993032,0.0463631443814449,0.7934959349593497,0.0595862396044339,0.7790940766550523,0.0592826763631776,0.7788617886178861,0.0552911404540987,0.7792102206736353,0.0561085010120573,0.7493612078977933,0.0759640927993723
506,50,N2,0.7933797909407666,0.0262880896089014,0.7887340301974448,0.0506632936281505,0.7642276422764228,0.0470508722751003,0.7981416957026713,0.0264422207596078,0.7455284552845528,0.0333608404271575,0.7738675958188154,0.0373755530172666
1006,100,N2,0.7692218350754937,0.027137715406933,0.7883855981416957,0.0397201506322873,0.7740998838559815,0.0355284913541055,0.7644599303135888,0.0306095131658807,0.7789779326364692,0.0346943199222546,0.7596980255516841,0.0442613868087269
1506,150,N2,0.7693379790940768,0.0353748636846668,0.7933797909407666,0.0493328469457292,0.7740998838559815,0.0517639571322503,0.7694541231126597,0.0348335255620646,0.783855981416957,0.0435199247213602,0.7643437862950059,0.0463602347737116
1996,199,N2,0.7742160278745646,0.0347690849260232,0.7691056910569106,0.0331636427486878,0.7788617886178862,0.0423953509658014,0.7692218350754936,0.0276486196959608,0.7691056910569106,0.0406537247691621,0.7450638792102207,0.0529921005974362
157,15,TD_U,0.7693379790940766,0.0492661515561911,0.7835075493612079,0.0649192080098757,0.7688734030197445,0.0427372113657934,0.783623693379791,0.0339996612548437,0.7500580720092915,0.0494816457870805,0.7788617886178861,0.0619473479239332
507,50,TD_U,0.7495934959349594,0.0433743876529228,0.7354239256678281,0.0389052124946215,0.7639953542392567,0.0458393824850023,0.7498257839721255,0.0587150805302608,0.759581881533101,0.0631851749213018,0.778513356562137,0.0482585035964572
1007,100,TD_U,0.7304297328687573,0.0386154846301201,0.7499419279907085,0.0368919550558643,0.7498257839721254,0.041289157767989,0.7403019744483159,0.0268874030146543,0.7547038327526133,0.0319675730152247,0.7739837398373984,0.0139940288816832
