,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.8146666666666667,0.0194150571578979
500,50,CLD,0.8143333333333332,0.0199861062852283
1000,100,CLD,0.8140000000000001,0.0195291804459093
1500,150,CLD,0.8140000000000001,0.0195291804459093
1990,199,CLD,0.8136666666666666,0.0209297767679341
151,15,DCP,0.8089999999999999,0.0212328362055881
501,50,DCP,0.8109999999999999,0.0186562470919409
1001,100,DCP,0.8106666666666668,0.0193505670316
1501,150,DCP,0.8103333333333333,0.019126770070593
1991,199,DCP,0.808,0.0198746069143518
152,15,F1,0.8106666666666665,0.0203306009093025
502,50,F1,0.8109999999999999,0.0191702895126808
1002,100,F1,0.8113333333333334,0.0201521986669224
1502,150,F1,0.8109999999999999,0.0199513296688605
1992,199,F1,0.8103333333333333,0.019126770070593
153,15,Hostility,0.8023333333333333,0.0178963062607281
503,50,Hostility,0.8106666666666668,0.0197765292989217
1003,100,Hostility,0.8103333333333333,0.0190540167827037
1503,150,Hostility,0.8106666666666668,0.0192426031964954
1993,199,Hostility,0.8103333333333333,0.0190540167827037
154,15,LSC,0.8116666666666668,0.0204803428790741
504,50,LSC,0.8099999999999999,0.0203100960115899
1004,100,LSC,0.8096666666666668,0.0187601824203403
1504,150,LSC,0.8106666666666668,0.0197765292989217
1994,199,LSC,0.8106666666666668,0.0194579318302616
155,15,N1,0.8126666666666666,0.0189516929762664
505,50,N1,0.8116666666666668,0.0182193425908962
1005,100,N1,0.8106666666666668,0.0193505670316
1505,150,N1,0.8106666666666668,0.0193505670316
1995,199,N1,0.8106666666666668,0.0193505670316
156,15,N2,0.8106666666666668,0.0194579318302616
506,50,N2,0.8103333333333333,0.0198396348532706
1006,100,N2,0.8109999999999999,0.0186562470919409
1506,150,N2,0.8109999999999999,0.0194579318302616
1996,199,N2,0.8109999999999999,0.0194579318302616
157,15,TD_U,0.8113333333333334,0.0203237682420253
507,50,TD_U,0.8109999999999999,0.0199513296688605
1007,100,TD_U,0.8086666666666666,0.0173765486919711
1507,150,TD_U,0.808,0.0168901680802109
1997,199,TD_U,0.8089999999999999,0.0177795138041261
158,15,Uniform,0.8116666666666668,0.0199652475845182
508,50,Uniform,0.8103333333333333,0.0190540167827037
1008,100,Uniform,0.8106666666666668,0.0192426031964954
1508,150,Uniform,0.8106666666666668,0.0192064803878505
1998,199,Uniform,0.8103333333333333,0.0190540167827037
159,15,kDN,0.8086666666666666,0.01781073334319
509,50,kDN,0.8106666666666665,0.0195291804459093
1009,100,kDN,0.8086666666666666,0.0217434536764005
1509,150,kDN,0.8083333333333333,0.0213111864209073
1999,199,kDN,0.8116666666666668,0.0198256287556172
