,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.8019999999999999,0.0137133349538161
500,50,CLD,0.8013333333333333,0.0128776291813879
1000,100,CLD,0.8016666666666665,0.0132811478754243
1500,150,CLD,0.8013333333333333,0.0128776291813879
1990,199,CLD,0.8013333333333333,0.0128776291813879
151,15,DCP,0.8029999999999999,0.0149257421181587
501,50,DCP,0.8013333333333333,0.0129850341205216
1001,100,DCP,0.8009999999999999,0.0134680692338913
1501,150,DCP,0.8006666666666666,0.0129421791055448
1991,199,DCP,0.8016666666666665,0.0138944433337776
152,15,F1,0.8019999999999999,0.0140138820063852
502,50,F1,0.8009999999999999,0.0129421791055448
1002,100,F1,0.8019999999999999,0.0141617638574987
1502,150,F1,0.8019999999999999,0.0141617638574987
1992,199,F1,0.8019999999999999,0.0141617638574987
153,15,Hostility,0.8013333333333333,0.0131972219298861
503,50,Hostility,0.8006666666666666,0.012505554321536
1003,100,Hostility,0.8013333333333333,0.0129850341205216
1503,150,Hostility,0.8016666666666665,0.0132811478754243
1993,199,Hostility,0.8013333333333333,0.0129850341205216
154,15,LSC,0.8016666666666665,0.0132287565553229
504,50,LSC,0.8023333333333333,0.014023789311975
1004,100,LSC,0.8023333333333333,0.0141715677796542
1504,150,LSC,0.8023333333333333,0.0141715677796542
1994,199,LSC,0.8023333333333333,0.0141715677796542
155,15,N1,0.8046666666666666,0.013091557924437
505,50,N1,0.8026666666666668,0.0131550581737807
1005,100,N1,0.8026666666666668,0.0140237893119751
1505,150,N1,0.8026666666666668,0.0140237893119751
1995,199,N1,0.8026666666666668,0.0140237893119751
156,15,N2,0.8029999999999999,0.014356570311572
506,50,N2,0.8026666666666668,0.0135708019905481
1006,100,N2,0.8026666666666668,0.0135708019905481
1506,150,N2,0.8019999999999999,0.0139144209764945
1996,199,N2,0.8016666666666665,0.0136930639376292
157,15,TD_U,0.8036666666666668,0.0136626010212794
507,50,TD_U,0.8016666666666665,0.0132811478754243
1007,100,TD_U,0.8016666666666665,0.0128560405171179
1507,150,TD_U,0.8013333333333333,0.0129850341205216
1997,199,TD_U,0.8013333333333333,0.0129850341205216
158,15,Uniform,0.8016666666666665,0.0132811478754243
508,50,Uniform,0.8006666666666666,0.012505554321536
1008,100,Uniform,0.8016666666666665,0.0132811478754243
1508,150,Uniform,0.8016666666666665,0.0132811478754243
1998,199,Uniform,0.8016666666666665,0.0132811478754243
159,15,kDN,0.8029999999999999,0.0143081173542232
509,50,kDN,0.8029999999999999,0.0143081173542232
1009,100,kDN,0.8026666666666668,0.0140237893119751
1509,150,kDN,0.8026666666666668,0.0140237893119751
1999,199,kDN,0.8026666666666668,0.0140237893119751
