,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_combo_extreme,accuracy_std_combo_extreme,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split4_extreme,accuracy_std_split4_extreme,accuracy_mean_split9,accuracy_std_split9,accuracy_mean_split9_extreme,accuracy_std_split9_extreme
150,15,CLD,,,0.7551650963415669,0.0247324796690545,0.7603514132925897,0.0349075297410475,0.7291231644172821,0.0331367627349765,0.7564468211527035,0.0343298254916532,0.751243527714116,0.0488033641299633,0.7434598081656906,0.0343520389936243,0.7421271538918598,0.0333252088539987
500,50,CLD,,,0.7616586028350734,0.0361224940860935,0.7655462184873949,0.0407648228000553,0.7564298446651387,0.0401975928163108,0.7603174603174603,0.0488454695931276,0.7525252525252526,0.0464374238531622,0.7577709871827519,0.0327984081199653,0.7590696884814532,0.0386581661569831
1000,100,CLD,,,0.7577285459638401,0.0382534150836258,0.7655122655122655,0.053031538549594,0.7551566080977846,0.0344960180439285,0.7551396316102199,0.0453378666176747,0.7577285459638401,0.0453902893658564,0.7629827688651218,0.0350435682213508,0.7590357355063237,0.0464235799670014
1500,150,CLD,,,0.764230540701129,0.042757662916226,0.7629573041337747,0.0403345500219398,0.7512265512265512,0.0373308170233927,0.7577540106951872,0.0459473818552836,0.7564383329089212,0.0373771793590679,0.7551650963415669,0.0401702314357753,0.766861896273661,0.0426025856011543
1990,199,CLD,,,0.76294032764621,0.0419775366742566,0.7642644936762584,0.0383331452792852,0.7590527119938885,0.0381850630394142,0.7642560054324761,0.046660096885901,0.759044223750106,0.0351234307038278,0.7616755793226382,0.0338456360755113,0.769467787114846,0.0395296428445543
151,15,DCP,,,0.7265597147950089,0.0290990411095272,0.7356760886172651,0.0208361532355778,0.7238519650284356,0.0530057318712551,0.7278669043374926,0.0360603409306365,0.7318139376962907,0.0318388638461642,0.7356760886172651,0.025044131384048,0.7434852728970376,0.0263596359762717
501,50,DCP,,,0.72526950174009,0.0416357485964197,0.7395891690009336,0.0194493663868664,0.7382395382395381,0.0403227385058591,0.7513029454205925,0.0270341802912915,0.7448094389270861,0.0251705126222099,0.7513284101519395,0.0314411155288753,0.7500042441218912,0.0292741764714078
1001,100,DCP,,,0.7239538239538239,0.0432836183777749,0.736966301672184,0.0225021845775959,0.7330532212885154,0.0339915270054372,0.7526016467192937,0.0184551823031203,0.7486970545794075,0.0218997388712415,0.7578134284016637,0.0342578541842156,0.740862405568288,0.0295486970528432
1501,150,DCP,,,0.7265682030387912,0.0492476865900823,0.7317714964773788,0.0261945710937876,0.7369663016721841,0.0311697396195918,0.7603938545115015,0.0243335646963993,0.7434937611408199,0.0273780799731851,0.7565147271029624,0.029986876184569,0.7434767846532553,0.0276125127399881
1991,199,DCP,,,0.7278669043374926,0.0450917928224265,0.7356760886172651,0.0163444710249796,0.7330871742636449,0.0386475481470356,0.7616925558102029,0.0231639258358407,0.7526101349630762,0.0188314227880685,0.7539003480179951,0.0297088471752331,0.7473898650369238,0.026276958951485
152,15,F1,,,0.7200067905950259,0.0336804485847406,0.7316866140395553,0.0414412261304448,0.7277650454121043,0.0433554511353562,0.735650623885918,0.027329469206165,0.746006281300399,0.0525383344238346,0.7486715898480605,0.0399498181392712,0.7512944571768101,0.0410648676205151
502,50,F1,,,0.7486376368729311,0.0389176558781621,0.7564468211527036,0.0423435936862393,0.752559205500382,0.0296260289456509,0.7486376368729311,0.0408069241016238,0.7473389355742297,0.0385612446314342,0.753849418555301,0.0477167701958643,0.7434598081656905,0.0333732335951622
1002,100,F1,,,0.7564637976402683,0.0431533331356539,0.7564553093964859,0.0391092389521269,0.7486291486291486,0.0403459696681087,0.746031746031746,0.0365566127819247,0.7434513199219082,0.0318711711027404,0.756480774127833,0.0381675936950327,0.7486546133604957,0.0347439692925728
