,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_combo_extreme,accuracy_std_combo_extreme,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split4_extreme,accuracy_std_split4_extreme,accuracy_mean_split9,accuracy_std_split9,accuracy_mean_split9_extreme,accuracy_std_split9_extreme
150,15,CLD,,,0.9454587796925942,0.0332521031095801,0.9384412358329453,0.029270274567175,0.9402266728768824,0.0157979516806893,0.9455053563111318,0.0115228113073868,0.9385033379909952,0.012324530789266,0.9313771153547586,0.02909553002876,0.943704393727682,0.0222966829148004
500,50,CLD,,,0.9401800962583448,0.0332944371328476,0.9437199192671946,0.0173338494326086,0.9472752678155564,0.013871202894683,0.943735444806707,0.0183113685174501,0.9455208818506442,0.0258664178147607,0.9437199192671946,0.0213156243597603,0.948998602701444,0.0146227794807868
1000,100,CLD,,,0.9366713243285204,0.0289431828010417,0.9437199192671946,0.0238699805428691,0.945505356311132,0.0227488229291274,0.9384412358329453,0.0198763290412397,0.9455053563111318,0.0243814621691936,0.9402266728768824,0.0191048529587625,0.947228691197019,0.0198500413112067
1500,150,CLD,,,0.9384257102934328,0.0312563757490561,0.9419655333022824,0.0213012438980096,0.94021114733737,0.0228556824208096,0.94021114733737,0.0191960598359883,0.9419965843813072,0.0237217974396411,0.9419810588417948,0.0182964876741274,0.9489830771619314,0.0202491071622906
1990,199,CLD,,,0.9384257102934328,0.0312563757490561,0.9419655333022824,0.022185949788684,0.934916938363608,0.025539901813332,0.9419655333022824,0.0183935549128478,0.9419965843813072,0.0237217974396411,0.9419810588417948,0.0221055415428701,0.947228691197019,0.0217018638117476
151,15,DCP,,,0.9332246545567456,0.0158919273807532,0.9332091290172332,0.0192486638178126,0.9314392175128086,0.0169846315579775,0.9332091290172332,0.0133470662189709,0.927930445582984,0.0097408996789229,0.943797546964757,0.0170043644272485,0.9454898307716192,0.0244431980811458
501,50,DCP,,,0.9314392175128086,0.0200972097175401,0.9384567613724576,0.0256957880556647,0.9297003570874088,0.0124084906114623,0.9402266728768824,0.0145293461959538,0.9296693060083838,0.0207397470814338,0.9385033379909952,0.0106499146828531,0.94021114733737,0.0267347919580175
1001,100,DCP,,,0.927930445582984,0.0131084659438803,0.9296848315478964,0.0152971282247162,0.9314392175128086,0.0145441038332794,0.936717900947058,0.014491804212628,0.9314547430523212,0.013034751458947,0.9402421984163952,0.009637002651222,0.9384722869119704,0.0176235048673823
1501,150,DCP,,,0.927930445582984,0.0169485105148628,0.9349324639031206,0.0204154498500234,0.927930445582984,0.0169485105148627,0.9419810588417948,0.0182964876741274,0.9314547430523212,0.0157115084712943,0.9455053563111318,0.0115228113073868,0.9384567613724576,0.0177204157961942
1991,199,DCP,,,0.9261760596180718,0.0192686425718116,0.9384567613724576,0.0207227716597118,0.927930445582984,0.0169485105148627,0.9419810588417948,0.0212174831325499,0.9314392175128086,0.0169846315579775,0.945505356311132,0.0115228113073868,0.9419655333022824,0.0183935549128478
152,15,F1,,,0.9313926408942712,0.0246946017231152,0.943704393727682,0.0204986662043198,0.9437199192671946,0.0136030219760831,0.9419655333022824,0.0173161625630054,0.9437509703462196,0.0049571226673321,0.9419655333022824,0.0135804770401443,0.948998602701444,0.0158839244573637
502,50,F1,,,0.9419344822232572,0.0240486171855189,0.943735444806707,0.0134689536077531,0.947259742276044,0.0108564492886513,0.9384567613724576,0.0140923031020293,0.9454743052321068,0.0171283540105743,0.9489830771619314,0.0202491071622907,0.947228691197019,0.0178066669315058
1002,100,F1,,,0.9489830771619314,0.0182504681590063,0.948998602701444,0.01705205068579,0.9454743052321068,0.0147116878115506,0.9454898307716194,0.0145854779900757,0.947228691197019,0.0198500413112067,0.9454743052321068,0.0171283540105743,0.9437199192671946,0.0149504375623363
1502,150,F1,,,0.9454743052321068,0.0171283540105743,0.9507529886663562,0.0183707713521055,0.9454743052321068,0.0147116878115506,0.9454898307716194,0.0145854779900757,0.947228691197019,0.0198500413112067,0.9454898307716194,0.0145854779900757,0.9419344822232572,0.023234943772519
1992,199,F1,,,0.9419655333022824,0.0149299274298773,0.9542772861356932,0.0145638332789408,0.94021114733737,0.0132710900497762,0.9454898307716192,0.013200863296598,0.9507374631268436,0.0194900100044878,0.9507529886663562,0.0183707713521054,0.9454587796925942,0.0212521754653587
153,15,Hostility,,,0.9419344822232572,0.028446023396544,0.9455208818506444,0.0190074869243583,0.9401956217978574,0.0212040592308174,0.9489520260829064,0.032768755904133,0.9401956217978574,0.0202765566958618,0.9489520260829064,0.0290336202524516,0.9455053563111318,0.0169312931024095
