,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_combo_extreme,accuracy_std_combo_extreme,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split4_extreme,accuracy_std_split4_extreme,accuracy_mean_split9,accuracy_std_split9,accuracy_mean_split9_extreme,accuracy_std_split9_extreme
153,15,Hostility,,,0.9001609657947686,0.0366593302903108,0.903138832997988,0.0274497124767995,0.9174245472837022,0.0419980299079758,0.9059154929577464,0.0387491405957685,0.9145674044265594,0.0223727617011593,0.9116700201207244,0.0065446502886481,0.9060362173038228,0.0421940752666981
503,50,Hostility,,,0.9201609657947684,0.0218795646769495,0.9144869215291752,0.032059266336274,0.9145674044265594,0.0317922089161718,0.9088531187122736,0.0161141754930993,0.9173843058350102,0.0234432775439484,0.9173843058350102,0.0211552935615667,0.9003621730382294,0.0360737710263611
1003,100,Hostility,,,0.9173038229376256,0.021434946766074,0.9173843058350102,0.0309475447702838,0.9145674044265594,0.0317922089161718,0.9002816901408451,0.0175076896150473,0.9202012072434608,0.0329567391988918,0.9116700201207244,0.0235167287060372,0.9088933601609656,0.0383655838907523
1503,150,Hostility,,,0.9201609657947684,0.0240988831023213,0.9173843058350102,0.0309475447702838,0.917344064386318,0.0275871934233083,0.9030985915492956,0.0188183101506598,0.9287726358148892,0.0267299108876146,0.9116700201207244,0.0255944788061777,0.9060362173038228,0.0275668609810126
1993,199,Hostility,,,0.9173038229376256,0.021434946766074,0.9145271629778672,0.0267315768640838,0.9173843058350102,0.0325544366198411,0.9059557344064386,0.0217911253266757,0.9259557344064386,0.0273586365542862,0.9088128772635814,0.0217515174065513,0.9174245472837022,0.0272658459044631
154,15,LSC,,,0.9174647887323945,0.0393274986018443,0.8917907444668007,0.0256128206644979,0.9003621730382294,0.0387994663457552,0.9145271629778672,0.0101159430445827,0.89738430583501,0.0311419806999549,0.8946478873239437,0.0255622696981052,0.9145674044265594,0.0284018118280586
504,50,LSC,,,0.9059154929577464,0.0345741731344517,0.8974647887323943,0.0273207283054952,0.9088128772635814,0.0329450058043202,0.8917505030181087,0.0215709742973301,0.9088128772635814,0.0217515174065514,0.8974647887323943,0.0209833206657834,0.90317907444668,0.0231892548345553
1004,100,LSC,,,0.9002414486921528,0.0268923849670741,0.8945674044265595,0.0239968636070431,0.9087726358148892,0.0297962045293575,0.90317907444668,0.0182663599857467,0.9059959758551308,0.0238285789176904,0.9088128772635814,0.0217515174065513,0.9002816901408451,0.0267335456115151
1504,150,LSC,,,0.9030985915492956,0.0276096371260571,0.9002414486921528,0.024923072701631,0.9059557344064386,0.0279459405277847,0.90317907444668,0.0182663599857467,0.903138832997988,0.0274497124767995,0.9088531187122736,0.0258424054052351,0.9030985915492956,0.0276096371260571
1994,199,LSC,,,0.8974245472837022,0.0275229151785958,0.9002414486921528,0.024923072701631,0.9059557344064386,0.0279459405277847,0.9088531187122736,0.0125549128031967,0.9059959758551308,0.0295621992114287,0.9059557344064386,0.0217911253266756,0.8974647887323943,0.0273207283054952
155,15,N1,,,0.9088531187122736,0.0190186084703622,0.9030985915492956,0.0276096371260571,0.9173843058350102,0.0118921821671414,0.8888933601609658,0.0255201863801514,0.886036217303823,0.017511157834972,0.9059959758551308,0.0215814818052438,0.9002816901408451,0.0303111216159353
505,50,N1,,,0.9117102615694164,0.0233102738101053,0.9117102615694164,0.0184197511505726,0.9259154929577464,0.0157015150719262,0.8945674044265595,0.021767146038204,0.8974647887323943,0.0183918169259202,0.9059959758551308,0.0295621992114286,0.9030985915492956,0.0188183101506598
1005,100,N1,,,0.9088531187122736,0.0125549128031966,0.9088128772635814,0.0217515174065513,0.9116700201207244,0.0120363309910965,0.90317907444668,0.0152190371181083,0.9088531187122736,0.0125549128031967,0.9059959758551308,0.0295621992114286,0.8946076458752514,0.0160911711236061
1505,150,N1,,,0.9059557344064386,0.0081663870650835,0.9059557344064386,0.0193083486263417,0.9145271629778672,0.0101159430445827,0.9088933601609656,0.0157298516000625,0.9059959758551308,0.0126347895878989,0.9117102615694164,0.0184197511505726,0.8946076458752514,0.0160911711236061
1995,199,N1,,,0.903138832997988,0.0062610702578114,0.9088531187122736,0.0161141754930993,0.917344064386318,0.0121987025136217,0.9117505030181088,0.0180765420660971,0.9059959758551308,0.0126347895878989,0.9145674044265594,0.0139433861438773,0.9002816901408451,0.0202128674854254
156,15,N2,,,0.9088531187122736,0.0215348156359757,0.9087323943661972,0.0330992336938436,0.917344064386318,0.0187853659977362,0.917344064386318,0.0158382183133827,0.908933601609658,0.0290615986037657,0.9002414486921528,0.0336357493527859,0.8946076458752514,0.0160911711236061
506,50,N2,,,0.9230181086519116,0.0165373505170216,0.9145271629778672,0.0101159430445827,0.9144869215291752,0.0203850842544486,0.9117505030181088,0.0180765420660971,0.9117102615694164,0.0210078092331292,0.9116700201207244,0.0065446502886481,0.9089738430583502,0.0351395072155169
1006,100,N2,,,0.9230181086519116,0.0165373505170216,0.9059959758551308,0.0075892747745716,0.9230583501006036,0.0217362500461428,0.9173843058350102,0.0156033590301257,0.9117102615694164,0.0184197511505726,0.9145674044265594,0.0139433861438773,0.9117102615694164,0.0184197511505726
1506,150,N2,,,0.9172635814889336,0.0276992300842938,0.9145271629778672,0.0101159430445827,0.917344064386318,0.0121987025136217,0.920281690140845,0.0188058283096093,0.9145674044265594,0.0139433861438773,0.9145674044265594,0.0139433861438773,0.9117102615694164,0.0184197511505726
1996,199,N2,,,0.9229778672032192,0.0219045298519047,0.9144869215291752,0.0145420090567949,0.917344064386318,0.0121987025136217,0.9145674044265594,0.0172179799478277,0.9117102615694164,0.0116277942790522,0.9117102615694164,0.0116277942790521,0.9059959758551308,0.0215814818052438
157,15,TD_U,,,0.8946076458752514,0.0215176072271579,0.903138832997988,0.0211509873547164,0.8917907444668008,0.0275328421838041,0.9116700201207244,0.0157134999301162,0.9146076458752516,0.0331658267768975,0.8974245472837022,0.0212459033921504,0.903138832997988,0.0292494022397979
507,50,TD_U,,,0.903138832997988,0.0155975201050138,0.9117907444668008,0.0248495425956889,0.90317907444668,0.0152190371181083,0.9117102615694164,0.0116277942790521,0.9032193158953724,0.0178644386716898,0.9088933601609656,0.0235276577741938,0.8975050301810865,0.025108455121339
1007,100,TD_U,,,0.9003219315895372,0.0171797291000794,0.9004024144869215,0.0238733899388242,0.9003219315895372,0.019929473356781,0.9032193158953724,0.0205226456720642,0.9060764587525152,0.0209523315736778,0.9003219315895372,0.0138961244822282,0.8975050301810865,0.0229868158354688
1507,150,TD_U,,,0.8946478873239437,0.0211978300650233,0.90317907444668,0.0182663599857467,0.90317907444668,0.0182663599857467,0.9060362173038228,0.0121526510024478,0.908933601609658,0.020890506171471,0.9088933601609656,0.0157298516000625,0.9032193158953724,0.0205226456720642
1997,199,TD_U,,,0.8917907444668008,0.0235366897856347,0.9032193158953724,0.0205226456720642,0.9088933601609656,0.0157298516000625,0.9088933601609656,0.0157298516000625,0.9088933601609656,0.0120576703816889,0.9060362173038228,0.0121526510024478,0.9032193158953724,0.0305185692163599
158,15,Uniform,,,0.923138832997988,0.0275646580113379,0.9202012072434608,0.0129529653626109,0.9117102615694164,0.0273395409207093,0.9174245472837022,0.0323967406055843,0.908893360160966,0.0341437487440785,0.9174647887323945,0.0321939134720434,0.9146478873239436,0.0278958441898491
508,50,Uniform,,,0.9174245472837022,0.0323967406055843,0.92317907444668,0.0339749616854762,0.9059959758551308,0.0295621992114287,0.9174647887323945,0.0352211541165033,0.9174245472837022,0.0368194412076705,0.9060362173038228,0.0341774061282099,0.9117505030181086,0.028930355246696
1008,100,Uniform,,,0.9146076458752516,0.0388347181153834,0.923138832997988,0.0341756292785976,0.9117102615694164,0.0273395409207093,0.920281690140845,0.0326794261378044,0.9174245472837022,0.0368194412076705,0.9117102615694164,0.0273395409207093,0.9117505030181086,0.028930355246696
1508,150,Uniform,,,0.9174245472837022,0.0368194412076705,0.9259959758551308,0.0306834119392737,0.9145674044265594,0.0317922089161718,0.9146076458752516,0.0388347181153834,0.9174245472837022,0.0368194412076705,0.9145674044265594,0.0317922089161718,0.920281690140845,0.0326794261378044
1998,199,Uniform,,,0.9174245472837022,0.0368194412076705,0.920281690140845,0.0326794261378044,0.9174245472837022,0.0368194412076705,0.9146076458752516,0.0388347181153834,0.9174245472837022,0.0368194412076705,0.9145674044265594,0.0317922089161718,0.9174245472837022,0.0272658459044631
159,15,kDN,,,0.9145271629778672,0.0202102635475352,0.9087726358148892,0.0330438411358057,0.9030985915492956,0.0293995387473864,0.9032193158953724,0.0321469109455369,0.9060764587525152,0.0209523315736778,0.9088531187122736,0.0277465445317981,0.9174245472837022,0.0152716165239071
509,50,kDN,,,0.920241448692153,0.0161909957313605,0.9173843058350102,0.0156033590301257,0.9117102615694164,0.0116277942790522,0.903138832997988,0.0185828805558461,0.9060362173038228,0.0158027764242182,0.9174245472837022,0.0183101908122172,0.9230583501006036,0.0163823970595081
1009,100,kDN,,,0.9202012072434608,0.021769284799106,0.9259557344064386,0.0233326672597983,0.9088128772635814,0.0080601019957185,0.9116700201207244,0.0120363309910966,0.9088531187122736,0.0125549128031967,0.9145271629778672,0.0175046832686085,0.9230583501006036,0.0260105017006882
1509,150,kDN,,,0.9116297786720322,0.0276392407668394,0.923098591549296,0.0190385011380646,0.9144869215291752,0.0145420090567949,0.9116700201207244,0.0120363309910966,0.9088128772635814,0.0164026484701235,0.9059557344064386,0.0217911253266756,0.9230583501006036,0.0163823970595081
1999,199,kDN,,,0.9116297786720322,0.0276392407668394,0.9202012072434608,0.021769284799106,0.9145271629778672,0.0101159430445827,0.9088531187122736,0.0125549128031967,0.9173843058350102,0.0118921821671414,0.9145674044265594,0.0139433861438773,0.917344064386318,0.0121987025136217
