,n_ensemble,weights,accuracy_mean_split1,accuracy_std_split1,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split1_extreme,accuracy_std_split1_extreme,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4_extreme,accuracy_std_split4_extreme
150,15,CLD,0.9499177800616648,0.0072472354687231,0.9570914696813976,0.0070792639644877,0.9570914696813976,0.0070792639644877,0.9599486125385406,0.0063465699351997,0.9484994861253856,0.0127684864957779,0.9528057553956836,0.0129194557590557
500,50,CLD,0.9527954779033916,0.0063383470581981,0.9513566289825284,0.0059997584617463,0.9599588900308323,0.0080721998372454,0.9570811921891058,0.0050526445465952,0.9556526207605344,0.01373223547202,0.9556423432682426,0.0137778495423264
1000,100,CLD,0.9570914696813976,0.004960420768167,0.9542137718396712,0.0040128310391274,0.9556628982528264,0.0077547748686521,0.9542137718396712,0.0108693895539315,0.9513566289825284,0.0106079080804932,0.9527852004110996,0.0129964264369511
1500,150,CLD,0.9585200411099692,0.0059155204739722,0.9542137718396712,0.0040128310391274,0.9556526207605344,0.0078117392846178,0.9556526207605344,0.0105850686730935,0.9542137718396712,0.0064508152221418,0.9556526207605344,0.0105850686730935
1990,199,CLD,0.9599383350462488,0.0108538663877662,0.954224049331963,0.0038580657493385,0.954224049331963,0.0063556962960679,0.9556526207605344,0.0105850686730935,0.954224049331963,0.0081181943490831,0.9556628982528264,0.0136999107176522
151,15,DCP,0.9599588900308323,0.0107787206279637,0.951377183967112,0.017739447402205,0.9542446043165468,0.016390691187124,0.9570914696813976,0.0070792639644878,0.9599486125385406,0.0063465699351997,0.9528057553956836,0.0095069303597586
501,50,DCP,0.9527954779033916,0.0095496100231074,0.9542343268242548,0.014768759999456,0.9556628982528264,0.009254552249845,0.958530318602261,0.0105324240439183,0.9570811921891058,0.0112946904889319,0.9585097636176771,0.0093259819154789
1001,100,DCP,0.95136690647482,0.0092667566494121,0.9556628982528264,0.0058844140899367,0.9528057553956836,0.0107653113725025,0.9556628982528264,0.0116904724245163,0.9556526207605344,0.009302337057561,0.9570811921891058,0.0133637734717419
1501,150,DCP,0.9542343268242548,0.0107738319828648,0.9528057553956836,0.0095069303597586,0.95136690647482,0.0077693355390143,0.9570914696813976,0.0100566588110644,0.9570811921891058,0.0087492642592108,0.9585097636176771,0.0106058541744393
1991,199,DCP,0.9542343268242548,0.0107738319828648,0.9528057553956836,0.0095069303597586,0.9527954779033916,0.0063383470581981,0.9570914696813976,0.0100566588110644,0.9570811921891058,0.0087492642592108,0.9570914696813976,0.0123351852278523
152,15,F1,0.957060637204522,0.0134737394784015,0.9556628982528264,0.009254552249845,0.954224049331963,0.008118194349083,0.958530318602261,0.0077402550395735,0.9570914696813976,0.0070792639644877,0.9599588900308323,0.0107787206279637
502,50,F1,0.9570811921891058,0.0050526445465952,0.954224049331963,0.0119346425055123,0.9556526207605344,0.0162820423566548,0.9570914696813976,0.0049604207681669,0.9570914696813976,0.0086963315461479,0.961377183967112,0.0129620020443839
1002,100,F1,0.9556526207605344,0.0031627302268097,0.954224049331963,0.0108132089433595,0.9599383350462488,0.0129933376669256,0.9585200411099692,0.0092743620072353,0.9570914696813976,0.0049604207681669,0.957070914696814,0.0113517216985954
1502,150,F1,0.9527954779033916,0.0038294176252448,0.954224049331963,0.0108132089433595,0.9585097636176771,0.0106058541744393,0.9570811921891058,0.0050526445465952,0.9585200411099692,0.0059155204739722,0.9570811921891058,0.0087492642592108
1992,199,F1,0.95136690647482,0.0059035896398851,0.954224049331963,0.0063556962960679,0.9570811921891058,0.0101024664888895,0.9570811921891058,0.0050526445465952,0.9570811921891058,0.0050526445465952,0.9570811921891058,0.0087492642592108
