,n_ensemble,weights,accuracy_mean_split1,accuracy_std_split1,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split1_extreme,accuracy_std_split1_extreme,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4_extreme,accuracy_std_split4_extreme
150,15,CLD,0.9128,0.006870225614927,0.9092,0.0050199601592044,0.9104,0.010334408546211,0.91,0.0063245553203367,0.9152,0.009959919678391,0.9092,0.0100598210719674
500,50,CLD,0.912,0.0076157731058639,0.9124,0.0069856996786292,0.9124,0.0051768716422179,0.914,0.0066332495807107,0.9128,0.0065726706900619,0.9116,0.008414273587185
1000,100,CLD,0.9148,0.0060991802727907,0.9128,0.0059329587896765,0.9116,0.0043358966777357,0.9128,0.0086717933554715,0.9148,0.0079498427657407,0.9108,0.0076941536246685
1500,150,CLD,0.9144,0.0051768716422179,0.9124,0.002607680962081,0.9112,0.0033466401061362,0.9128,0.009011104260855,0.9132,0.0080746516952745,0.912,0.0067823299831252
1990,199,CLD,0.9144,0.0055497747702046,0.9116,0.0047749345545253,0.9108,0.0046043457732885,0.9136,0.0096332756630338,0.9148,0.0075630681604756,0.9112,0.0074296702484027
151,15,DCP,0.9108,0.0046043457732885,0.9116,0.010807404868885,0.9144,0.0086486993241758,0.91,0.0066332495807108,0.9104,0.0133716117203574,0.9104,0.0055497747702046
501,50,DCP,0.9136,0.0065421708935184,0.9132,0.0059329587896765,0.9152,0.0054037024344425,0.9188,0.0070142711667,0.9116,0.0082945765413311,0.9144,0.005899152481501
1001,100,DCP,0.9136,0.0045607017003965,0.9144,0.0047749345545253,0.914,0.0048989794855663,0.916,0.0076157731058639,0.9168,0.0048166378315169,0.9148,0.0054037024344425
1501,150,DCP,0.9136,0.0047749345545253,0.9144,0.0053665631459995,0.9144,0.003286335345031,0.9156,0.0072663608498339,0.9156,0.0049799598391954,0.9156,0.0062289646009589
1991,199,DCP,0.9148,0.0052153619241621,0.9152,0.0059329587896765,0.914,0.0039999999999999,0.9172,0.0084380092438915,0.916,0.0063245553203367,0.9168,0.0064187226143524
152,15,F1,0.9072,0.0041472882706655,0.9076,0.0094233751915117,0.9044,0.0137404512298541,0.9088,0.0080746516952745,0.9096,0.0066932802122726,0.908,0.0063245553203367
502,50,F1,0.9108,0.0046043457732885,0.9076,0.0038470768123342,0.9092,0.0095498691090506,0.9092,0.0046043457732885,0.9152,0.0080746516952745,0.9116,0.0035777087639996
1002,100,F1,0.912,0.0028284271247461,0.9104,0.0072663608498339,0.91,0.0054772255750516,0.914,0.0024494897427831,0.9156,0.0071274118724821,0.9108,0.0041472882706655
1502,150,F1,0.912,0.004,0.9104,0.0089888820216977,0.9104,0.0066932802122726,0.9148,0.0038987177379235,0.916,0.0058309518948452,0.9128,0.0057619441163551
1992,199,F1,0.9116,0.0043358966777357,0.9108,0.009444575162494,0.9112,0.0067230945255886,0.9144,0.0038470768123342,0.9144,0.0062289646009589,0.9128,0.0052153619241621
153,15,Hostility,0.914,0.010770329614269,0.9132,0.0059329587896765,0.9148,0.0067230945255886,0.9152,0.0092303846073714,0.9148,0.0110995495404093,0.9156,0.0077974354758471
