,n_ensemble,weights,accuracy_mean_split1,accuracy_std_split1,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split1_extreme,accuracy_std_split1_extreme,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4_extreme,accuracy_std_split4_extreme
150,15,CLD,0.6994902548725637,0.0184877541901589,0.7097901049475263,0.0309237244554503,0.7235982008995503,0.0414741067528123,0.7150374812593704,0.0101136356619314,0.7150824587706147,0.048004448328607,0.7150224887556222,0.0304988119019116
500,50,CLD,0.7064017991004498,0.0241886636624961,0.7150224887556222,0.0061953245160064,0.7183808095952025,0.0412608030764794,0.7081109445277362,0.0239944120943875,0.7081559220389805,0.0326417399649782,0.7080509745127437,0.046755421573718
1000,100,CLD,0.7063718140929536,0.0127011152597548,0.7132983508245877,0.0141331288020003,0.7184257871064468,0.0249133056223931,0.7081409295352323,0.0333488691695586,0.7150524737631184,0.0325366434144186,0.7063268365817091,0.0496589939519092
1500,150,CLD,0.7046176911544227,0.0230853280655704,0.7046326836581709,0.0236108373208807,0.7201799100449775,0.0150652657138337,0.709880059970015,0.0310393893375599,0.7150524737631184,0.036822524698888,0.7046176911544227,0.0405915843969776
1990,199,CLD,0.6890254872563718,0.0335236540916633,0.7115142428785607,0.0234505476339811,0.711544227886057,0.0123790335333039,0.7133433283358321,0.025567604193397,0.7064017991004498,0.0326825233974908,0.6959970014992504,0.0333992135185767
151,15,DCP,0.7115142428785607,0.0471385692642081,0.7063418290854573,0.0251383093091287,0.683928035982009,0.0338136054975401,0.7115742128935532,0.0428952536676505,0.7185007496251874,0.0299857290018142,0.7011994002998501,0.0451080377399359
501,50,DCP,0.7270464767616192,0.0272723183321101,0.7184707646176911,0.0190317419656203,0.7253223388305847,0.0374548782720842,0.7132833583208396,0.0256249806576782,0.7254122938530735,0.0333642162470735,0.7132533733133434,0.0274753431151838
1001,100,DCP,0.7132533733133434,0.029434145384116,0.714992503748126,0.0208022677843412,0.7063718140929536,0.0246417545971539,0.7098050974512744,0.0330468843903316,0.7064017991004498,0.0343456222948971,0.6976761619190405,0.0343680871491904
1501,150,DCP,0.7115292353823088,0.0254661589196048,0.7132533733133434,0.0246223861361056,0.7063868065967017,0.0106194931927526,0.7081409295352323,0.0349803017437605,0.7063868065967016,0.0122446633574107,0.715007496251874,0.0268009298921596
1991,199,DCP,0.7080809595202399,0.0305566021612003,0.7080509745127437,0.0284818903711878,0.7029085457271365,0.0220966186300072,0.7184707646176911,0.0338013054277393,0.7012143928035982,0.0223619865294621,0.7098200899550224,0.0259073870160582
152,15,F1,0.7098650674662669,0.0311931732145239,0.7046026986506747,0.0516160245946115,0.6994452773613193,0.0391028023432032,0.6977211394302849,0.0225500538900314,0.6908095952023988,0.0245126633929428,0.7219940029985008,0.050414860348329
502,50,F1,0.7046026986506747,0.0369280234735438,0.6994302848575712,0.0481915312395328,0.7046476761619191,0.0256315366801036,0.6960119940029985,0.0398279749152182,0.7098350824587707,0.0132898842102714,0.7149625187406297,0.0300665402010462
1002,100,F1,0.7028485757121439,0.042494062711136,0.6959370314842579,0.0497162987280147,0.6994452773613193,0.0409592691750379,0.7132083958020989,0.0336167992347117,0.7080809595202399,0.0229121439398083,0.7097751124437781,0.0323118282868549
1502,150,F1,0.7028635682158921,0.0517980806891204,0.6924887556221889,0.0406984486459481,0.697736131934033,0.038722273444178,0.7097451274362818,0.0479493577569654,0.7115142428785608,0.0264303001230635,0.7132233883058471,0.0292530892442808
1992,199,F1,0.7063268365817091,0.0504017060271431,0.6976761619190406,0.0379640939540526,0.6959820089955022,0.0324674516023755,0.70976011994003,0.0392583727676361,0.7115142428785608,0.030962360698968,0.706311844077961,0.03794164034456
153,15,Hostility,0.7184707646176911,0.0277659287250639,0.721904047976012,0.0408765878815649,0.7045877061469266,0.0476381174053144,0.7184707646176911,0.0234093555565493,0.6942578710644678,0.0313814448953121,0.716791604197901,0.0217207051110736
503,50,Hostility,0.7149625187406297,0.0300665402010462,0.7046176911544227,0.0324522172248767,0.7236131934032983,0.0279010152365842,0.7132533733133434,0.037732493827923,0.6942578710644678,0.0526154544488274,0.7029235382308846,0.0082228450317265
1003,100,Hostility,0.7201799100449775,0.0123549965964226,0.7167616191904048,0.0267160464314293,0.7098050974512744,0.0205730395598408,0.7115892053973013,0.0346125823528836,0.6976911544227886,0.0419689161133902,0.7167466266866567,0.0096195635744371
1503,150,Hostility,0.7235982008995503,0.0246040073764767,0.711544227886057,0.0237061187657964,0.7115292353823088,0.0187419339875953,0.7150374812593704,0.0249499430303531,0.7115742128935532,0.0388017974019697,0.7063418290854573,0.0375799899054642
1993,199,Hostility,0.7201349325337332,0.0280148582721369,0.7132683658170914,0.0172250754019131,0.7149775112443779,0.0243664741808233,0.7098650674662669,0.0229590137942925,0.7098500749625187,0.0319435602486773,0.7081259370314843,0.0323725964822216
154,15,LSC,0.7132083958020989,0.0347045455368272,0.715007496251874,0.0175940401092265,0.685712143928036,0.0516008896001756,0.6961169415292353,0.0354717854480887,0.7115892053973013,0.0329629552974085,0.7115292353823088,0.0489383087998787
504,50,LSC,0.7132383808095952,0.0501424898628203,0.6959970014992504,0.0292472297526053,0.7081109445277362,0.0363165900528017,0.7098350824587707,0.0290769261356765,0.7098350824587707,0.0348862305810412,0.704647676161919,0.0388794677058169
