,150,500,1000,1500,1590,151,501,1001,1501,1591,152,502,1002,1502,1592,153,503,1003,1503,1593,154,504,1004,1504,1594,155,505,1005,1505,1595,156,506,1006,1506,1596,157,507,1007,1507,1597,158,508,1008,1508,1598,159,509,1009,1509,1599
n_ensemble,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159
weights,CLD,CLD,CLD,CLD,CLD,DCP,DCP,DCP,DCP,DCP,F1,F1,F1,F1,F1,Hostility,Hostility,Hostility,Hostility,Hostility,LSC,LSC,LSC,LSC,LSC,N1,N1,N1,N1,N1,N2,N2,N2,N2,N2,TD_U,TD_U,TD_U,TD_U,TD_U,Uniform,Uniform,Uniform,Uniform,Uniform,kDN,kDN,kDN,kDN,kDN
accuracy_mean,0.9253333333333332,0.9223333333333332,0.9246666666666666,0.9256666666666666,0.9263333333333332,0.9563333333333331,0.9556666666666668,0.9556666666666668,0.9553333333333331,0.9556666666666668,0.9713333333333332,0.9733333333333334,0.9736666666666668,0.9746666666666666,0.974,0.9473333333333332,0.9483333333333336,0.9496666666666668,0.9503333333333334,0.95,0.9516666666666668,0.9516666666666664,0.9543333333333331,0.9533333333333334,0.9536666666666668,0.963,0.9623333333333332,0.9646666666666668,0.9633333333333332,0.963,0.9476666666666668,0.9476666666666668,0.9496666666666668,0.9496666666666668,0.9503333333333334,0.9576666666666668,0.962,0.96,0.9603333333333334,0.9596666666666668,0.9733333333333334,0.9753333333333334,0.9756666666666666,0.9763333333333334,0.976,0.9343333333333332,0.9336666666666666,0.935,0.936,0.9363333333333334
accuracy_std,0.0124387387713635,0.0141715677796542,0.0123265747247337,0.0130490527540422,0.0126051136007927,0.0159164485150844,0.0182040898945508,0.0143178210632763,0.0147855034108112,0.0147948940141147,0.0106327586051577,0.007728015412913,0.0081137742964253,0.0089287301573192,0.0086281194036964,0.0129421791055447,0.012801909579781,0.0113895663755132,0.0109544511501033,0.0108653373420044,0.0168325082306034,0.0124721912892464,0.0127801930084538,0.0144817893308189,0.0145964226972075,0.0068109389139008,0.0076919871728095,0.0075828754440515,0.0093541434669348,0.0093094933625126,0.0133645467978196,0.0182040898945508,0.0172159486781556,0.0182345825288104,0.0178496809806537,0.0153929998520251,0.0133020466261566,0.0145773797371132,0.0144048602908879,0.0151565900591862,0.0080794664290271,0.0063900965042268,0.0065192024052026,0.0055777335102271,0.0053489355119604,0.0112792828771257,0.0143081173542231,0.0172401340546476,0.0187675843470123,0.0182345825288104
