,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.9208973761838224,0.026382684101303
500,50,CLD,0.9208973761838224,0.0278027475842977
1000,100,CLD,0.9209129017233348,0.027038708811804
1500,150,CLD,0.9173886042539978,0.0288650010580786
1990,199,CLD,0.91914299021891,0.0273720259145465
151,15,DCP,0.9086166744294364,0.0132565517124863
501,50,DCP,0.9174041297935104,0.0342951489315103
1001,100,DCP,0.9174351808725352,0.0251594349778146
1501,150,DCP,0.9138953578636858,0.022653685467539
1991,199,DCP,0.9138953578636858,0.022653685467539
152,15,F1,0.9156342182890856,0.0229067747616136
502,50,F1,0.9226517621487348,0.0273968920152912
1002,100,F1,0.9226672876882472,0.0287061095913375
1502,150,F1,0.9226672876882472,0.0251331224831358
1992,199,F1,0.924437199192672,0.0252408580455168
153,15,Hostility,0.9121099208197484,0.0206663535059253
503,50,Hostility,0.9226672876882472,0.0258872018993135
1003,100,Hostility,0.9208973761838224,0.0278027475842977
1503,150,Hostility,0.9191274646793977,0.0288134940398497
1993,199,Hostility,0.9191274646793977,0.0267356935483991
154,15,LSC,0.9068157118459867,0.0247186385259526
504,50,LSC,0.9156342182890856,0.025300997198724
1004,100,LSC,0.9174041297935104,0.0219917362800486
1504,150,LSC,0.91914299021891,0.0243994732929329
1994,199,LSC,0.91914299021891,0.0273720259145465
155,15,N1,0.912125446359261,0.0186113113186634
505,50,N1,0.9156342182890856,0.0260502175743958
1005,100,N1,0.9226517621487348,0.0348176709327276
1505,150,N1,0.9244216736531594,0.0307858471163137
1995,199,N1,0.9173886042539978,0.0260632841443441
156,15,N2,0.9121409718987736,0.02475090692721
506,50,N2,0.924406148113647,0.0349377421877812
1006,100,N2,0.9208973761838224,0.0248817054789682
1506,150,N2,0.9209129017233348,0.0223663031292263
1996,199,N2,0.9226517621487348,0.0319359253359305
157,15,TD_U,0.912094395280236,0.0352064331145538
507,50,TD_U,0.9209284272628472,0.029047678668289
1007,100,TD_U,0.9209129017233348,0.027038708811804
1507,150,TD_U,0.9226672876882472,0.0273330198665067
1997,199,TD_U,0.9226828132277596,0.027281525123926
158,15,Uniform,0.9086011488899238,0.0118700085646073
508,50,Uniform,0.91914299021891,0.0243994732929329
1008,100,Uniform,0.9156342182890856,0.023731702560137
1508,150,Uniform,0.9173886042539978,0.0237460449573876
1998,199,Uniform,0.915649743828598,0.0201513488759502
159,15,kDN,0.9104021114733736,0.0234115663842309
509,50,kDN,0.9226517621487348,0.0287669331862915
1009,100,kDN,0.924437199192672,0.0252408580455168
1509,150,kDN,0.924437199192672,0.0252408580455168
1999,199,kDN,0.9226828132277596,0.0226592443507349
