,n_ensemble,weights,accuracy_mean_split1,accuracy_std_split1,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split1_extreme,accuracy_std_split1_extreme,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4_extreme,accuracy_std_split4_extreme
150,15,CLD,0.974025974025974,0.0091832049504746,0.9714285714285716,0.0070802715297818,0.9735930735930736,0.0049358243510784,0.9744588744588744,0.00897681443867,0.9731601731601732,0.0071132799675995,0.9727272727272728,0.0067759635681811
500,50,CLD,0.9753246753246751,0.0064209510710785,0.9757575757575758,0.0082988266288661,0.9744588744588744,0.0065652601247199,0.9748917748917748,0.0087388005360114,0.9753246753246751,0.0066008444510722,0.9753246753246751,0.0071132799675995
1000,100,CLD,0.9757575757575758,0.0060062497513037,0.9753246753246751,0.0067759635681811,0.9757575757575758,0.0065652601247199,0.9744588744588744,0.0080115824776284,0.9753246753246751,0.0069466694960524,0.9757575757575758,0.007713649212643
1500,150,CLD,0.9748917748917748,0.0062358702557955,0.9761904761904764,0.0076526707920622,0.9748917748917748,0.0056443310867555,0.9748917748917748,0.0083270060873036,0.9770562770562772,0.0058481628078382,0.9753246753246751,0.0077439583636356
1990,199,CLD,0.9744588744588744,0.0069128655509399,0.9744588744588744,0.0084387829825186,0.9753246753246751,0.0075912025613637,0.9748917748917748,0.0075912025613637,0.9761904761904764,0.0066714437261568,0.9761904761904764,0.0076526707920621
151,15,DCP,0.9766233766233766,0.0070802715297818,0.9727272727272728,0.0047421866450663,0.9731601731601732,0.0071132799675995,0.9757575757575758,0.0058079687727267,0.9774891774891774,0.0058481628078382,0.9766233766233766,0.0038719791818178
501,50,DCP,0.9770562770562772,0.0049830581961997,0.9727272727272728,0.0056443310867555,0.9757575757575758,0.0044359094224933,0.977922077922078,0.0088453752128582,0.9748917748917748,0.0058481628078382,0.9783549783549784,0.0055184193870052
1001,100,DCP,0.9770562770562772,0.0039320134468798,0.9761904761904764,0.0043290043290043,0.9753246753246751,0.0066008444510722,0.9770562770562772,0.0058481628078382,0.9753246753246751,0.0058481628078382,0.9757575757575758,0.0051676780893131
1501,150,DCP,0.9757575757575758,0.0049358243510785,0.9761904761904764,0.0071788415375657,0.9770562770562772,0.0071132799675995,0.9774891774891774,0.004488407219335,0.9757575757575758,0.0058079687727267,0.9766233766233766,0.0069128655509399
1991,199,DCP,0.9761904761904764,0.00530192585018,0.9766233766233766,0.0051676780893131,0.9770562770562772,0.0058481628078382,0.9787878787878788,0.0049358243510785,0.9761904761904764,0.005927733306333,0.9753246753246751,0.0062358702557956
152,15,F1,0.9709956709956712,0.0086037259369487,0.9757575757575758,0.0041635030436518,0.9735930735930736,0.0046925288720083,0.9722943722943724,0.0038719791818177,0.971861471861472,0.0068447568401913,0.9770562770562772,0.0032826300623599
502,50,F1,0.974025974025974,0.0055184193870051,0.9757575757575758,0.0053895669255362,0.9753246753246751,0.0024679121755392,0.9753246753246751,0.0058481628078382,0.9727272727272728,0.0062358702557956,0.9792207792207792,0.0056443310867555
1002,100,F1,0.9748917748917748,0.0042193914912592,0.9761904761904764,0.0043290043290043,0.9766233766233766,0.0046925288720083,0.9766233766233766,0.0046925288720084,0.9735930735930736,0.0061981909364832,0.9783549783549784,0.0043290043290043
1502,150,F1,0.9761904761904764,0.0043290043290043,0.9766233766233766,0.0032104755355392,0.977922077922078,0.0038719791818178,0.9761904761904764,0.0037490277220105,0.9748917748917748,0.0049830581961997,0.977922077922078,0.0038719791818178
1992,199,F1,0.9770562770562772,0.004488407219335,0.9770562770562772,0.0024679121755392,0.9770562770562772,0.0032826300623599,0.9766233766233766,0.0041635030436518,0.9757575757575758,0.0041635030436518,0.9783549783549784,0.0034223784200956
