,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.407,0.0380314197590477
500,50,CLD,0.393,0.0523794913216147
1000,100,CLD,0.3826666666666666,0.048842149374854
1500,150,CLD,0.3793333333333333,0.051526692111953
1990,199,CLD,0.3783333333333333,0.0521616078484294
151,15,DCP,0.504,0.0850620688412617
501,50,DCP,0.5296666666666667,0.0410859532633181
1001,100,DCP,0.5423333333333333,0.0507526682385599
1501,150,DCP,0.5403333333333333,0.0503239505603445
1991,199,DCP,0.5363333333333333,0.0555327731064179
152,15,F1,0.4043333333333333,0.0408180243411058
502,50,F1,0.3969999999999999,0.0516720427310552
1002,100,F1,0.3793333333333333,0.0638204947924689
1502,150,F1,0.3783333333333333,0.0637159495120509
1992,199,F1,0.3776666666666666,0.0625899352931443
153,15,Hostility,0.3426666666666667,0.0937831422899541
503,50,Hostility,0.4013333333333334,0.0850359401142311
1003,100,Hostility,0.4243333333333333,0.1608164930734545
1503,150,Hostility,0.4126666666666667,0.1552444309253421
1993,199,Hostility,0.3929999999999999,0.1341454434559743
154,15,LSC,0.4586666666666666,0.1116753727949403
504,50,LSC,0.4599999999999999,0.1103089096834682
1004,100,LSC,0.5263333333333333,0.0754744253962154
1504,150,LSC,0.5196666666666667,0.0731949451806612
1994,199,LSC,0.5136666666666667,0.0739500582224998
155,15,N1,0.4023333333333333,0.0725105356329532
505,50,N1,0.3853333333333333,0.0708813562699435
1005,100,N1,0.335,0.0016666666666666
1505,150,N1,0.3353333333333333,0.0018257418583505
1995,199,N1,0.3353333333333333,0.0013944333775567
156,15,N2,0.5363333333333333,0.0717189731599045
506,50,N2,0.5816666666666667,0.0124163870214594
1006,100,N2,0.577,0.0333624872507365
1506,150,N2,0.5613333333333334,0.0662528825368711
1996,199,N2,0.5756666666666667,0.0351504702039042
157,15,TD_U,0.3216666666666666,0.0315568270479358
507,50,TD_U,0.3426666666666667,0.0731114066187881
1007,100,TD_U,0.3923333333333333,0.1245023426821091
1507,150,TD_U,0.374,0.0784980537621439
1997,199,TD_U,0.38,0.0851877012510869
158,15,Uniform,0.333,0.0007453559924999
508,50,Uniform,0.333,0.0013944333775567
1008,100,Uniform,0.3326666666666666,0.0009128709291752
1508,150,Uniform,0.3316666666666666,0.0020412414523193
1998,199,Uniform,0.364,0.0695181830730477
159,15,kDN,0.4073333333333333,0.089757389048974
509,50,kDN,0.3686666666666666,0.058015802444966
1009,100,kDN,0.385,0.0663952809568069
1509,150,kDN,0.3786666666666666,0.0599467356168049
1999,199,kDN,0.3816666666666666,0.0639552795144996
