,n_ensemble,weights,accuracy_mean_split1,accuracy_std_split1,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split1_extreme,accuracy_std_split1_extreme,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4_extreme,accuracy_std_split4_extreme
150,15,CLD,0.9898049104180492,0.0094266298312427,0.9876230922362308,0.0127532410190256,0.9876230922362308,0.0163838420541794,0.9818022561380224,0.0200800919734338,0.9890776376907764,0.0126063422444796,0.9898049104180492,0.0113371412385521
500,50,CLD,0.9876204379562044,0.0104827487287524,0.9876204379562044,0.0116762280682545,0.9905374917053748,0.0119515350550291,0.9898049104180492,0.010103686974127,0.9919893828798936,0.0097663150614287,0.9905321831453218,0.011682841502769
1000,100,CLD,0.9868931652289316,0.0130139616320111,0.9898049104180492,0.010103686974127,0.9876230922362308,0.0137580822896434,0.9890776376907764,0.0102969559968701,0.9912594558725946,0.0104912646714069,0.9912594558725946,0.0104912646714069
1500,150,CLD,0.9868931652289316,0.0130139616320111,0.9898049104180492,0.010103686974127,0.9883503649635036,0.0139498463900277,0.9890776376907764,0.0102969559968701,0.9919893828798936,0.0097663150614287,0.9912594558725946,0.0104912646714069
1990,199,CLD,0.9868931652289316,0.0130139616320111,0.9898049104180492,0.010103686974127,0.9876230922362308,0.0137580822896434,0.9898049104180492,0.010103686974127,0.9912594558725946,0.0104912646714069,0.9912594558725946,0.0104912646714069
151,15,DCP,0.988342402123424,0.0083015424374459,0.9876151293961511,0.0104749077114214,0.9876230922362308,0.0127532410190256,0.9912594558725946,0.006607635410259,0.991989382879894,0.0074640128879502,0.989799601857996,0.0070040409870608
501,50,DCP,0.9883477106834772,0.0090528995820918,0.9905268745852688,0.0075514406699478,0.9883450564034504,0.0094158615189714,0.9912621101526212,0.008372132104582,0.9898049104180492,0.0078880718921693,0.9905295288652952,0.0070961023598561
1001,100,DCP,0.9890749834107496,0.0092709702175288,0.989799601857996,0.0086892388124716,0.9883450564034504,0.0094158615189714,0.9905321831453218,0.0087630623950711,0.9898049104180492,0.0086858976894676,0.9919893828798936,0.0069967760460031
1501,150,DCP,0.9890723291307232,0.0081371303938959,0.989799601857996,0.0086892388124716,0.9890723291307232,0.0081371303938959,0.9905348374253484,0.0083709791614741,0.9912594558725946,0.0075485549355178,0.9919893828798936,0.0069967760460031
1991,199,DCP,0.9890723291307232,0.0081371303938959,0.9905268745852688,0.0075514406699478,0.9890723291307232,0.0081371303938959,0.9898049104180492,0.0086858976894676,0.9912594558725946,0.0075485549355178,0.9905295288652952,0.0070961023598561
152,15,F1,0.9890776376907764,0.0102969559968701,0.9898022561380224,0.0083056097138797,0.9883450564034506,0.0116184244879355,0.9919867285998674,0.0094304686750206,0.9905374917053748,0.0104776590387319,0.9883477106834772,0.0119017861635281
502,50,F1,0.9890776376907764,0.0126063422444796,0.9898022561380224,0.0083056097138797,0.9912594558725946,0.0104912646714069,0.9919920371599203,0.0107284458759121,0.9912647644326475,0.0104783499093595,0.9919893828798936,0.0116211157539495
1002,100,F1,0.9912594558725946,0.0104912646714069,0.9912594558725946,0.0104912646714069,0.9898049104180492,0.0113371412385521,0.9912621101526212,0.0110964048712037,0.9912647644326475,0.0104783499093595,0.9905321831453218,0.011682841502769
1502,150,F1,0.9905321831453218,0.011682841502769,0.9905321831453218,0.011682841502769,0.9912594558725946,0.0091444165157638,0.9898075646980756,0.012174381310701,0.9912647644326475,0.0104783499093595,0.9905321831453218,0.011682841502769
