,150,500,1000,1500,1590,151,501,1001,1501,1591,152,502,1002,1502,1592,153,503,1003,1503,1593,154,504,1004,1504,1594,155,505,1005,1505,1595,156,506,1006,1506,1596,157,507,1007,1507,1597,158,508,1008,1508,1598,159,509,1009,1509,1599
n_ensemble,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159
weights,CLD,CLD,CLD,CLD,CLD,DCP,DCP,DCP,DCP,DCP,F1,F1,F1,F1,F1,Hostility,Hostility,Hostility,Hostility,Hostility,LSC,LSC,LSC,LSC,LSC,N1,N1,N1,N1,N1,N2,N2,N2,N2,N2,TD_U,TD_U,TD_U,TD_U,TD_U,Uniform,Uniform,Uniform,Uniform,Uniform,kDN,kDN,kDN,kDN,kDN
accuracy_mean,0.902,0.904,0.9063333333333332,0.9053333333333332,0.9053333333333332,0.9036666666666668,0.9026666666666668,0.8983333333333334,0.901,0.9006666666666666,0.8903333333333332,0.8943333333333333,0.8923333333333334,0.8939999999999999,0.8936666666666667,0.9043333333333332,0.9023333333333332,0.9033333333333332,0.9023333333333332,0.9023333333333332,0.8959999999999999,0.899,0.901,0.9003333333333334,0.9003333333333334,0.903,0.9036666666666668,0.9036666666666668,0.9026666666666668,0.903,0.9023333333333332,0.9,0.901,0.9013333333333332,0.9013333333333332,0.8793333333333333,0.8826666666666666,0.8800000000000001,0.8826666666666666,0.882,0.8859999999999999,0.8913333333333334,0.8933333333333333,0.8939999999999999,0.8943333333333333,0.8986666666666666,0.902,0.9006666666666666,0.9,0.8993333333333332
accuracy_std,0.0146439217576591,0.015165750888103,0.0165998661306516,0.0162617478902005,0.0172159486781556,0.0113895663755132,0.008787617550976,0.0110554159678512,0.0123939949617188,0.0119953694769644,0.0080277297191948,0.0077817450199525,0.0076011695006608,0.0065192024052026,0.0059395098937351,0.0095452140421842,0.0099721835344343,0.0116069902309867,0.0101105005920688,0.0102469507659596,0.0110930408615291,0.0098319208025017,0.0069322114476951,0.0079407528330477,0.0079407528330477,0.0105013226680155,0.0136116779927302,0.0120991276085876,0.0129421791055447,0.0134060517014601,0.008787617550976,0.006454972243679,0.0068313005106397,0.0066038709187196,0.0066038709187196,0.0064117946872237,0.0138242942355517,0.0116069902309868,0.0139243990494702,0.0137133349538161,0.0054772255750516,0.0075828754440515,0.007728015412913,0.0083831842266395,0.0080450122574314,0.0113895663755132,0.0081137742964253,0.0090982293759707,0.0099303127398441,0.0094721814922551
