,n_ensemble,weights,accuracy_mean_split1,accuracy_std_split1,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split1_extreme,accuracy_std_split1_extreme,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4_extreme,accuracy_std_split4_extreme
150,15,CLD,0.6767777150385846,0.0323202671149316,0.6759081498211933,0.0484716820611068,0.6593864106907585,0.0351470222732222,0.6602936194240542,0.0209674197735156,0.6881084133258046,0.0218266076041357,0.6880895915678524,0.0176561854221249
500,50,CLD,0.6854583098061359,0.0397247115882626,0.676781479390175,0.033992198037253,0.6811368341803125,0.0177611357106317,0.6785206098249577,0.0326129266066553,0.693295689817429,0.0237499986843489,0.685484660267269,0.0380364081539464
1000,100,CLD,0.680248447204969,0.0329409280581076,0.6785168454733672,0.0327966893681292,0.6854696028609072,0.0253891980607686,0.6872012045925089,0.0319500685646925,0.6837417654808959,0.0264977111031878,0.6906681724073028,0.0410055645540869
1500,150,CLD,0.683734236777715,0.0323683386680434,0.6820063993977037,0.0273453683788365,0.6854771315640881,0.0272652852331705,0.6906719367588933,0.0364629593888898,0.6898136645962734,0.0341208114658171,0.6924148315452664,0.0341400826513758
1990,199,CLD,0.6854771315640881,0.0316005421877349,0.6767890080933558,0.0399293811336697,0.685484660267269,0.0281885514386625,0.6924110671936758,0.0351283125695339,0.6950310559006211,0.02638106904546,0.6837229437229437,0.0383529618301872
151,15,DCP,0.6655185394315829,0.0179289223822236,0.6594353472614343,0.029285359232228,0.6585093167701863,0.0346781928749203,0.6593864106907585,0.0303875617961437,0.6619951063429325,0.040122627544291,0.6593864106907585,0.0421196573778009
501,50,DCP,0.6802522115565595,0.0364476390825409,0.6802672689629212,0.0267023292344863,0.664626388104649,0.0222687988873571,0.663734236777715,0.0321565407838165,0.6698437794089969,0.0326350243487084,0.682823263692829,0.0422626147892869
1001,100,DCP,0.6759232072275551,0.0337410983082325,0.6733182759269716,0.0251902374180957,0.6767664219838133,0.0356252141857592,0.6767664219838132,0.0458357275474895,0.682849614153962,0.0337515959947175,0.680248447204969,0.0313230743554351
1501,150,DCP,0.6776623376623376,0.0366515000875668,0.6776510446075663,0.0359832107115967,0.6741878411443629,0.0291129054022561,0.6741577263316394,0.0505027207229517,0.6759043854696029,0.036743372413759,0.6802446828533786,0.036383223934151
1991,199,DCP,0.6741840767927725,0.0328216128215707,0.6793826463391681,0.032449749492413,0.6828571428571429,0.0366396457340963,0.6698174289478638,0.0437647128546697,0.6732994541690194,0.0390765501621645,0.6889553924336533,0.0279095745445309
152,15,F1,0.6602860907208733,0.0069884505472345,0.6733069828722003,0.0288422619255632,0.6359420289855072,0.0245394461029351,0.6559345002823264,0.0393479224104295,0.6516054959533221,0.0268928489209107,0.662875964615095,0.0341887288558084
