,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.7420941300898996,0.0539797499725742
500,50,CLD,0.7289793759915388,0.0465925275954479
1000,100,CLD,0.7289264939185616,0.0318405416217946
1500,150,CLD,0.7354309888947647,0.0297338831212438
1990,199,CLD,0.7288736118455843,0.0364769407773258
151,15,DCP,0.7224219989423586,0.0360861546876206
501,50,DCP,0.7224219989423586,0.034173645980827
1001,100,DCP,0.7191433104177685,0.0331106817087662
1501,150,DCP,0.7223691168693813,0.0261111092451158
1991,199,DCP,0.7255949233209942,0.0192696933404295
152,15,F1,0.7451612903225807,0.0332875742660408
502,50,F1,0.7451612903225807,0.0332875742660408
1002,100,F1,0.7451612903225807,0.0332875742660408
1502,150,F1,0.7451612903225806,0.0265508033582642
1992,199,F1,0.73204653622422,0.0140331924627241
153,15,Hostility,0.7288736118455843,0.022898303984719
503,50,Hostility,0.7354838709677419,0.0405150541485912
1003,100,Hostility,0.7549973558963512,0.0337595194334965
1503,150,Hostility,0.7549973558963512,0.0337595194334965
1993,199,Hostility,0.7451612903225806,0.0208854063388107
154,15,LSC,0.7223691168693813,0.0308307474291875
504,50,LSC,0.732258064516129,0.0464947413782102
1004,100,LSC,0.7322051824431518,0.0356916777345905
1504,150,LSC,0.7518244315177155,0.0453020691219261
1994,199,LSC,0.7518244315177155,0.0453020691219261
155,15,N1,0.7420412480169223,0.046493237681888
505,50,N1,0.741988365943945,0.0374849604798802
1005,100,N1,0.7354309888947647,0.0339536267061381
1505,150,N1,0.7485457429931254,0.0410398617682831
1995,199,N1,0.7485457429931254,0.0410398617682831
156,15,N2,0.7354309888947647,0.0339536267061381
506,50,N2,0.7549973558963512,0.0317069814372897
1006,100,N2,0.7452670544685353,0.0411400776206921
1506,150,N2,0.7582760444209413,0.0363381041285227
1996,199,N2,0.7582760444209413,0.0363381041285227
157,15,TD_U,0.7418826017979905,0.0286323585621173
507,50,TD_U,0.7452670544685351,0.0442860130026237
1007,100,TD_U,0.7354309888947647,0.0377040280014186
1507,150,TD_U,0.7387096774193548,0.0350033787245257
1997,199,TD_U,0.7387096774193548,0.0350033787245257
158,15,Uniform,0.7451612903225806,0.0312040080759057
508,50,Uniform,0.722316234796404,0.0180501474205776
1008,100,Uniform,0.7386039132734004,0.022465235744121
1508,150,Uniform,0.7255949233209942,0.0224876313103489
1998,199,Uniform,0.7484399788471708,0.0331767054884829
159,15,kDN,0.7387625594923322,0.0460058838653219
509,50,kDN,0.7517186673717611,0.0416930795228493
1009,100,kDN,0.7549973558963512,0.0337595194334965
1509,150,kDN,0.7484399788471708,0.028843523121102
1999,199,kDN,0.7484399788471708,0.028843523121102
