,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.692,0.0116159612411352
500,50,CLD,0.6908333333333333,0.0110239637961024
1000,100,CLD,0.6923333333333332,0.0119227839776529
1500,150,CLD,0.6911666666666667,0.0112051575426477
1990,199,CLD,0.6910000000000001,0.0112330118648364
151,15,DCP,0.6925000000000001,0.0113498653932302
501,50,DCP,0.6906666666666667,0.0109671225842414
1001,100,DCP,0.6908333333333333,0.0110239637961024
1501,150,DCP,0.6908333333333333,0.0110239637961024
1991,199,DCP,0.692,0.0118526837092327
152,15,F1,0.6911666666666667,0.0111118055338555
502,50,F1,0.6908333333333333,0.0108653373420044
1002,100,F1,0.6911666666666666,0.0111741268612411
1502,150,F1,0.6911666666666666,0.0111741268612411
1992,199,F1,0.6906666666666667,0.011014510631183
153,15,Hostility,0.6946666666666668,0.0097289659151308
503,50,Hostility,0.6908333333333333,0.0110239637961024
1003,100,Hostility,0.6910000000000001,0.0110930408615291
1503,150,Hostility,0.6915,0.0113559822707387
1993,199,Hostility,0.6908333333333333,0.0115168958009044
154,15,LSC,0.6956666666666667,0.015415540499408
504,50,LSC,0.6938333333333333,0.0132889887584504
1004,100,LSC,0.6911666666666667,0.0120127247348615
1504,150,LSC,0.6925,0.0123603308118261
1994,199,LSC,0.6916666666666667,0.0119169580383959
155,15,N1,0.6915,0.0112330118648364
505,50,N1,0.6913333333333334,0.0106978710239208
1005,100,N1,0.6910000000000001,0.011014510631183
1505,150,N1,0.6910000000000001,0.011014510631183
1995,199,N1,0.6908333333333333,0.0109449379471364
156,15,N2,0.6901666666666667,0.0115379807592143
506,50,N2,0.6921666666666667,0.0116308975482452
1006,100,N2,0.6935,0.0129287577816965
1506,150,N2,0.6926666666666667,0.0119373363863133
1996,199,N2,0.6915,0.0112946644237199
157,15,TD_U,0.6984999999999999,0.0171634301156072
507,50,TD_U,0.6981666666666666,0.0170212285755823
1007,100,TD_U,0.6980000000000001,0.0174662372720756
1507,150,TD_U,0.6950000000000001,0.0163830027094479
1997,199,TD_U,0.6963333333333332,0.0167248982724028
158,15,Uniform,0.6931666666666667,0.0061632873623668
508,50,Uniform,0.6910000000000001,0.0105803801654026
1008,100,Uniform,0.6908333333333333,0.0109449379471364
1508,150,Uniform,0.6910000000000001,0.011014510631183
1998,199,Uniform,0.6908333333333333,0.0109449379471364
159,15,kDN,0.6911666666666667,0.0111118055338555
509,50,kDN,0.6911666666666666,0.0111741268612411
1009,100,kDN,0.6911666666666667,0.0111118055338555
1509,150,kDN,0.6910000000000001,0.011014510631183
1999,199,kDN,0.6911666666666666,0.0111741268612411
