,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.7546666666666667,0.1122645684681205
500,50,CLD,0.6993333333333334,0.1160555422583897
1000,100,CLD,0.6993333333333334,0.1160555422583897
1500,150,CLD,0.6986666666666667,0.1145668169914637
1990,199,CLD,0.6986666666666667,0.1145668169914637
151,15,DCP,0.7846666666666666,0.1478663059809246
501,50,DCP,0.752,0.1610831393342511
1001,100,DCP,0.752,0.1610831393342511
1501,150,DCP,0.752,0.1610831393342511
1991,199,DCP,0.752,0.1610831393342511
152,15,F1,0.7873333333333333,0.101964045950848
502,50,F1,0.7893333333333333,0.113514560984728
1002,100,F1,0.79,0.1130388330520878
1502,150,F1,0.7939999999999999,0.1086124609180119
1992,199,F1,0.7926666666666666,0.1120367003361944
153,15,Hostility,0.6386666666666667,0.0101653004546512
503,50,Hostility,0.6373333333333333,0.0095452140421842
1003,100,Hostility,0.6373333333333333,0.0095452140421842
1503,150,Hostility,0.6366666666666667,0.0091287092917527
1993,199,Hostility,0.6366666666666667,0.0091287092917527
154,15,LSC,0.8206666666666667,0.0574649651720265
504,50,LSC,0.7573333333333333,0.1597984842091925
1004,100,LSC,0.6426666666666667,0.015165750888103
1504,150,LSC,0.6433333333333333,0.0147196014438797
1994,199,LSC,0.6966666666666667,0.1202543600503163
155,15,N1,0.6293333333333334,0.0170619785227596
505,50,N1,0.6353333333333333,0.0098882646494609
1005,100,N1,0.636,0.0089442719099991
1505,150,N1,0.636,0.0089442719099991
1995,199,N1,0.6366666666666667,0.0091287092917527
156,15,N2,0.6666666666666667,0.0641612551830671
506,50,N2,0.6393333333333333,0.0116428327977153
1006,100,N2,0.694,0.1231169272593244
1506,150,N2,0.6953333333333334,0.1223746524226138
1996,199,N2,0.6413333333333333,0.0130384048104052
157,15,TD_U,0.638,0.0076739096221475
507,50,TD_U,0.7013333333333334,0.1309070917355765
1007,100,TD_U,0.6666666666666667,0.0532812245438192
1507,150,TD_U,0.6573333333333334,0.036009258068817
1997,199,TD_U,0.6606666666666667,0.0426484336041651
158,15,Uniform,0.638,0.0101653004546512
508,50,Uniform,0.6366666666666667,0.0091287092917527
1008,100,Uniform,0.6373333333333333,0.0082999330653258
1508,150,Uniform,0.6366666666666667,0.0091287092917527
1998,199,Uniform,0.6366666666666667,0.0091287092917527
159,15,kDN,0.6353333333333333,0.0080277297191948
509,50,kDN,0.6366666666666667,0.0091287092917527
1009,100,kDN,0.6366666666666667,0.0091287092917527
1509,150,kDN,0.6366666666666667,0.0091287092917527
1999,199,kDN,0.6366666666666667,0.0091287092917527
