,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_combo_extreme,accuracy_std_combo_extreme,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split4_extreme,accuracy_std_split4_extreme,accuracy_mean_split9,accuracy_std_split9,accuracy_mean_split9_extreme,accuracy_std_split9_extreme
152,15,F1,0.7486885663356252,0.0229099177811799,0.7434428316781257,0.0379163778534443,0.7447754859519565,0.0418257792485355,0.7213054918937272,0.0328611206268013,0.7369747899159664,0.0412674851999173,0.7539088362617774,0.021187279656975,0.7434682964094729,0.0482126792213998,0.7252100840336134,0.0505310132213687
502,50,F1,0.7526016467192937,0.0370329537224355,0.7473898650369238,0.0313419852960366,0.7564722858840506,0.0458896059737453,0.735650623885918,0.0312815335354303,0.7369323486970545,0.0408932828047635,0.7460826754944402,0.028416581430772,0.7460656990068755,0.0449506949167658,0.7370002546473134,0.0479472558717355
1002,100,F1,0.7525931584755113,0.0344742186512877,0.7500127323656736,0.0287569153358236,0.7512944571768101,0.0339339242877938,0.7539088362617774,0.0332034340282995,0.751268992445463,0.0377239246410203,0.7447754859519565,0.0397306098587645,0.7499872676343264,0.0370029797814552,0.7434767846532553,0.0389629852907638
1502,150,F1,0.74349376114082,0.0265552573469716,0.7500042441218912,0.0257504309493407,0.7486800780918428,0.031540887924868,0.7460996519820049,0.0278501173536589,0.7538579067990833,0.0481641606837571,0.7447669977081742,0.0356137264042255,0.757796451914099,0.0358167101660858,0.7421611068669892,0.0404247363430545
1992,199,F1,0.7460996519820049,0.0333692528412087,0.7500127323656736,0.0341216235293899,0.7499787793905441,0.0448648050244024,0.7500042441218912,0.0295573397656774,0.751268992445463,0.0409400567880486,0.749978779390544,0.0382062915114462,0.7564977506153976,0.0307836608514532,0.7499702911467617,0.0462659648275023
153,15,Hostility,0.7603853662677192,0.0291473919744378,0.7473728885493591,0.0531756175334335,0.749953314659197,0.046201283612781,0.7356760886172651,0.0345416641191225,0.7408369408369408,0.0275604269614631,0.7395721925133689,0.0240297968802194,0.7343519225872167,0.0411490260069391,0.7343858755623461,0.0210527398034077
503,50,Hostility,0.7603853662677192,0.0362636361808852,0.7617349970291147,0.0337803176222641,0.7551735845853493,0.0187213070693287,0.7512605042016807,0.0380547172385897,0.7486885663356252,0.0355237008071264,0.7565062388591801,0.0278415592953013,0.7460996519820049,0.0442671943587575,0.7564977506153976,0.0413111976814893
1003,100,Hostility,0.7591036414565826,0.0376855918487043,0.7682539682539683,0.0358414598590145,0.7525761819879466,0.0219709340351138,0.7551820728291316,0.0359650905776554,0.7551905610729139,0.0272109848636999,0.7499872676343264,0.0294231444676533,0.7460911637382226,0.0376095250688545,0.7564722858840506,0.0439821384258369
1503,150,Hostility,0.7643069348951702,0.0361023828203137,0.7604278074866311,0.0378827690601065,0.7551650963415669,0.0224699581515304,0.7525846702317291,0.0422232498022234,0.7512859689330277,0.025933119817597,0.7487055428231899,0.0302275943285664,0.7603938545115015,0.0378871337324173,0.749978779390544,0.0395757596180685
1993,199,Hostility,0.7668958492487905,0.0350585868003493,0.7617265087853323,0.036837124832665,0.756480774127833,0.0197530342170028,0.7512859689330277,0.0420476338895299,0.7499872676343264,0.0352562069134256,0.7434852728970376,0.0351774600443913,0.7486631016042781,0.0489667850785125,0.7447500212206094,0.0415213465823004
154,15,LSC,0.7291486291486292,0.0190293003706981,0.7447669977081742,0.0344013556319275,0.7356845768610475,0.024438061452724,0.7317884729649435,0.0327306091397427,0.736940836940837,0.0300723425352981,0.7213054918937272,0.0353108594828739,0.7343264578558696,0.0346858297453828,0.7316951022833376,0.0355938185516343
504,50,LSC,0.7356251591545708,0.033884089466045,0.7473559120617944,0.0518819850615369,0.7421780833545539,0.0314458129463744,0.735650623885918,0.0436629662079207,0.7460741872506578,0.0422270186726927,0.7304473304473305,0.0376789522648269,0.7330532212885154,0.03168117454799,0.7421611068669892,0.0348210143820275
1004,100,LSC,0.7421611068669891,0.0411693977566486,0.7486970545794075,0.0363490321260143,0.7460826754944402,0.0272911459315679,0.7434852728970376,0.0447185966813145,0.7369578134284016,0.0264741438180372,0.7434767846532553,0.0420845337654528,0.7330617095322978,0.0315849735357019,0.7486800780918428,0.0334696656540846
1504,150,LSC,0.7460741872506579,0.0391274433789643,0.752584670231729,0.0348362866134524,0.7486715898480604,0.0359748905804216,0.7473813767931415,0.0430637686656526,0.7421780833545539,0.0372636971528925,0.7486885663356252,0.0378232180724892,0.7356760886172651,0.0363342321479368,0.7473898650369238,0.0326596279136703
1994,199,LSC,0.7525931584755114,0.0328846275242552,0.7538918597742128,0.0375259392025025,0.7525931584755113,0.0373850361343691,0.7473983532807063,0.0436489665975182,0.7434852728970376,0.0427524556875006,0.75650623885918,0.0339556196449116,0.7447754859519565,0.0394608927103737,0.7447754859519565,0.0386654831272586
155,15,N1,0.7382480264833207,0.0326121982538083,0.7382395382395381,0.0270582758806365,0.7408199643493761,0.032968761184009,0.7434682964094729,0.023074299729442,0.7369832781597487,0.0336003326636682,0.725244037008743,0.0137058986595338,0.7343943638061285,0.021437550795068,0.7421695951107716,0.032829729967878
505,50,N1,0.7526186232068585,0.0285091665675658,0.7473898650369238,0.0306438973350201,0.7382310499957558,0.0370396653380853,0.7434598081656905,0.0300076015545905,0.7395637042695866,0.0363835948039051,0.7486800780918428,0.0376215085431816,0.7395806807571514,0.024749599628616,0.7383074441897971,0.0422291940984473
1005,100,N1,0.7539088362617774,0.0322369290007566,0.7473559120617944,0.0409748197933694,0.7421695951107716,0.0334740165242125,0.7460656990068755,0.0259194503957869,0.7408793820558526,0.0313435455964299,0.7473644003055767,0.0350804286970594,0.7421865715983362,0.0258398822495664,0.7447924624395214,0.0385120609944057
1505,150,N1,0.7499957558781088,0.0296475321162846,0.7499702911467617,0.0316423467026325,0.7512944571768101,0.0277753054424352,0.749978779390544,0.0211600017275175,0.7408793820558526,0.0329697200189981,0.7421695951107716,0.029444236054918,0.7474068415244887,0.0301276100525888,0.7395806807571513,0.0318642131233664
1995,199,N1,0.7513114336643748,0.0315106343931642,0.7538579067990833,0.0407854659501485,0.7486970545794075,0.0253957310082595,0.7486800780918428,0.0220721800998404,0.7421865715983362,0.0329886315061273,0.7408454290807232,0.031366449798109,0.7473898650369238,0.0326596279136703,0.7408793820558526,0.028526397323017
156,15,N2,0.7304558186911129,0.0171646267865296,0.7512774806892454,0.0239438748209699,0.7486970545794075,0.0313411577018713,0.7499957558781088,0.0142942693162943,0.7564722858840506,0.0241779954502533,0.7395127748068925,0.0325980280089536,0.7486291486291486,0.0402430426246093,0.7447669977081742,0.042116173157723
506,50,N2,0.7564892623716153,0.0338102530413424,0.7499702911467617,0.0351280305443337,0.7473813767931415,0.033073372000331,0.7486546133604957,0.0301027849873245,0.7460487225193108,0.0298996293780849,0.7551905610729139,0.0376176517415944,0.7538579067990833,0.0364312392317026,0.751268992445463,0.0312752852512274
1006,100,N2,0.7590866649690179,0.0380843387506892,0.7551905610729139,0.0308336317069577,0.7460826754944402,0.0344768284097792,0.751268992445463,0.0316760741763111,0.7525676937441643,0.032495689576888,0.7421441303794245,0.0408048494234667,0.7564722858840506,0.0449429162995506,0.7525676937441643,0.0389986885075293
1506,150,N2,0.7590866649690179,0.0380843387506892,0.7552075375604788,0.0357409295169288,0.7447585094643918,0.0391030483916037,0.7564892623716153,0.0295266247230022,0.7577794754265342,0.0325873589712423,0.7473728885493591,0.038434883603658,0.7551566080977846,0.0395536221710939,0.7499957558781088,0.0339566301826904
1996,199,N2,0.7603768780239368,0.0380227016966023,0.7564977506153976,0.0352532716422996,0.7551905610729139,0.0403226469302046,0.7590866649690179,0.0337021307408438,0.7525846702317291,0.03328892906901,0.7460572107630931,0.0298162415773173,0.7577794754265342,0.0419344522104196,0.7486800780918428,0.041351956485938
157,15,TD_U,0.7460656990068755,0.0170814016892791,0.7278584160937103,0.0149266859012985,0.74349376114082,0.0393509113539713,0.7330107800696035,0.0489871267935569,0.7512859689330278,0.0394575580826127,0.740862405568288,0.0344029263978824,0.7369493251846193,0.0273667383827266,0.7447500212206094,0.0456518236843017
507,50,TD_U,0.7512774806892454,0.0256445002798787,0.736966301672184,0.0282913719178862,0.7590781767252356,0.0308214519478051,0.7447585094643918,0.0447251114677858,0.7538918597742127,0.0432859903800064,0.7460656990068755,0.0405101756879584,0.7473559120617944,0.0386759145787493,0.7460656990068755,0.0297558560844246
1007,100,TD_U,0.749978779390544,0.0287617160882212,0.74349376114082,0.0316281690717684,0.752559205500382,0.0406477037931837,0.7382734912146677,0.0303745935931243,0.75650623885918,0.035175493722652,0.7512605042016807,0.0374892370102347,0.7590951532128003,0.0303136892583989,0.7343264578558696,0.0428437998296586
1507,150,TD_U,0.7538918597742127,0.0355051604699327,0.7356591121297004,0.0347309566710084,0.7564722858840506,0.0357813960401554,0.749978779390544,0.033518676439329,0.7473559120617944,0.0458774401781324,0.7499618029029793,0.035502118940619,0.7499702911467617,0.0345106277031446,0.740862405568288,0.0344029263978824
1997,199,TD_U,0.7512774806892454,0.0318581582755262,0.7447924624395212,0.0359950755811735,0.7551820728291316,0.0371227085000611,0.7486885663356252,0.0336962377616641,0.753874883286648,0.0406761101365573,0.7551735845853493,0.0401927373516712,0.7525507172565996,0.0374895397070775,0.7447585094643918,0.0417118271767392
158,15,Uniform,0.7447500212206094,0.0386278562155713,0.7277565571683219,0.0393244014428088,0.7395042865631101,0.0392129233640662,0.7304218657159833,0.0341619175756385,0.7512605042016807,0.0208718346160968,0.7408284525931584,0.0272798936531184,0.7421865715983362,0.0386210847952234,0.7356336473983534,0.04312349480414
508,50,Uniform,0.7499108734402852,0.045582329481582,0.7538409303115186,0.0288507745664237,0.7590866649690179,0.0336775096870027,0.7408284525931584,0.03593767193912,0.7525507172565996,0.0278025392496868,0.7525422290128173,0.0286643794878314,0.7538579067990833,0.0209785146280034,0.759044223750106,0.0344217072035412
1008,100,Uniform,0.7537984890926068,0.0438080144773385,0.759018759018759,0.0370709895802607,0.7668703845174434,0.0290701283068117,0.7512350394703337,0.0345230764012953,0.7551481198540022,0.0316382477996581,0.7447160682454801,0.0330860266540882,0.7551396316102198,0.0303751450914862,0.7512095747389865,0.0439129839404171
1508,150,Uniform,0.7512095747389865,0.0439129839404171,0.7603259485612427,0.0362569672137406,0.7603599015363722,0.0260415805506757,0.7525167642814702,0.037547677051034,0.7551311433664375,0.0358794585628217,0.7499193616840676,0.0318886752050978,0.7499363381716323,0.0342602911522464,0.7538154655801714,0.0443709862054457
1998,199,Uniform,0.7577200577200578,0.0436550138412113,0.7564213564213564,0.0360109103163901,0.7590527119938885,0.0271247770177176,0.7551226551226551,0.0319345200106233,0.7551311433664375,0.0361758877294113,0.7473304473304474,0.030640599583507,0.7577540106951872,0.0294694966947681,0.759018759018759,0.0438263899524108
159,15,kDN,0.7435107376283847,0.0189283458950596,0.7447585094643918,0.0312839144655419,0.738256514727103,0.0421406404811269,0.7486376368729311,0.0439272623076387,0.7408369408369408,0.0654543952325361,0.7278499278499279,0.0242605048002557,0.7486546133604957,0.0275225725382338,0.7368983957219252,0.0464660742012903
509,50,kDN,0.7460232577879637,0.0503851311706025,0.7538833715304303,0.0362302119516135,0.7486800780918428,0.037071798584908,0.7564298446651387,0.0621986018152362,0.7408369408369408,0.0403465411236298,0.7499363381716323,0.0450103083321253,0.7460402342755283,0.0380882499728646,0.7564892623716153,0.0287460958295603
1009,100,kDN,0.7603768780239368,0.0363516286875594,0.7421271538918598,0.0527596162326538,0.7499618029029793,0.0466692740369399,0.7538409303115186,0.0500067432716,0.7460487225193108,0.0338671167422634,0.7499363381716323,0.0487730030130475,0.7486631016042781,0.0310501970551567,0.7512774806892454,0.0353264655285757
1509,150,kDN,0.7577709871827519,0.0351818454676498,0.746031746031746,0.0466576203863905,0.753874883286648,0.0427249386873662,0.7525422290128173,0.0513784533406639,0.7421526186232068,0.0363743109825633,0.749978779390544,0.0469318234196488,0.7512605042016807,0.0333706670753013,0.7539003480179951,0.0354638175097692
1999,199,kDN,0.7603683897801545,0.0364204319372441,0.7447245564892624,0.0496469244620002,0.7577624989389695,0.0415845833165814,0.7538579067990833,0.0513638055190898,0.7460572107630931,0.0350032470295275,0.753874883286648,0.0460497532230921,0.7486715898480605,0.0325884229921842,0.7551990493166963,0.0378504415173946
