,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.6565,0.0087678389583751
500,50,CLD,0.6545,0.0064710895527723
1000,100,CLD,0.6565,0.0082158383625774
1500,150,CLD,0.655,0.0096824583655185
1990,199,CLD,0.6559999999999999,0.0074161984870956
151,15,DCP,0.659,0.0085877820186588
501,50,DCP,0.6535,0.0080234032679406
1001,100,DCP,0.655,0.0072886898685566
1501,150,DCP,0.6529999999999999,0.0083666002653407
1991,199,DCP,0.654,0.0072024301454439
152,15,F1,0.649,0.0118057189531176
502,50,F1,0.6519999999999999,0.0102164083708512
1002,100,F1,0.6519999999999999,0.0102164083708512
1502,150,F1,0.6519999999999999,0.0102164083708512
1992,199,F1,0.6519999999999999,0.0102164083708512
153,15,Hostility,0.6265,0.0189241908677755
503,50,Hostility,0.6365000000000001,0.0285919569109916
1003,100,Hostility,0.6315,0.0267861904719578
1503,150,Hostility,0.6335,0.0265518360947035
1993,199,Hostility,0.632,0.0238746727726266
154,15,LSC,0.6545,0.0089092648406027
504,50,LSC,0.6545,0.0109544511501033
1004,100,LSC,0.6529999999999999,0.0097467943448089
1504,150,LSC,0.6535,0.0100933146190931
1994,199,LSC,0.6535,0.0100933146190931
155,15,N1,0.6519999999999999,0.0102164083708512
505,50,N1,0.6519999999999999,0.0102164083708512
1005,100,N1,0.6519999999999999,0.0102164083708512
1505,150,N1,0.6519999999999999,0.0102164083708512
1995,199,N1,0.6519999999999999,0.0102164083708512
156,15,N2,0.651,0.012820881404958
506,50,N2,0.6535,0.0080234032679406
1006,100,N2,0.654,0.0105475115548645
1506,150,N2,0.6535,0.0080234032679406
1996,199,N2,0.6535,0.0080234032679406
157,15,TD_U,0.646,0.0222626368608932
507,50,TD_U,0.656,0.0240182222489509
1007,100,TD_U,0.653,0.0281402736305104
1507,150,TD_U,0.6515000000000001,0.0278163620914022
1997,199,TD_U,0.6505,0.0267745214709805
158,15,Uniform,0.6519999999999999,0.0102164083708512
508,50,Uniform,0.6519999999999999,0.0102164083708512
1008,100,Uniform,0.6519999999999999,0.0102164083708512
1508,150,Uniform,0.6519999999999999,0.0102164083708512
1998,199,Uniform,0.6519999999999999,0.0102164083708512
159,15,kDN,0.6515,0.0100933146190931
509,50,kDN,0.6515,0.0097788036078039
1009,100,kDN,0.6519999999999999,0.0102164083708512
1509,150,kDN,0.6519999999999999,0.0102164083708512
1999,199,kDN,0.6519999999999999,0.0102164083708512
