,150,500,1000,1500,1590,151,501,1001,1501,1591,152,502,1002,1502,1592,153,503,1003,1503,1593,154,504,1004,1504,1594,155,505,1005,1505,1595,156,506,1006,1506,1596,157,507,1007,1507,1597,158,508,1008,1508,1598,159,509,1009,1509,1599
n_ensemble,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159
weights,CLD,CLD,CLD,CLD,CLD,DCP,DCP,DCP,DCP,DCP,F1,F1,F1,F1,F1,Hostility,Hostility,Hostility,Hostility,Hostility,LSC,LSC,LSC,LSC,LSC,N1,N1,N1,N1,N1,N2,N2,N2,N2,N2,TD_U,TD_U,TD_U,TD_U,TD_U,Uniform,Uniform,Uniform,Uniform,Uniform,kDN,kDN,kDN,kDN,kDN
accuracy_mean,0.8375,0.837,0.83775,0.8375,0.8375,0.8525,0.85025,0.851,0.85275,0.8522500000000001,0.8404999999999999,0.8472500000000001,0.8470000000000001,0.8472500000000001,0.8477499999999999,0.86075,0.8594999999999999,0.861,0.859,0.85925,0.852,0.85775,0.85925,0.8547499999999999,0.8552500000000001,0.8550000000000001,0.85875,0.857,0.85775,0.85775,0.8535,0.8560000000000001,0.8554999999999999,0.85725,0.8567499999999999,0.8365,0.8445,0.8452500000000001,0.84575,0.8445,0.83925,0.842,0.8432499999999999,0.842,0.84325,0.85625,0.8595,0.8620000000000001,0.86075,0.8615
accuracy_std,0.0090571104663683,0.0093374246984915,0.0091600354802806,0.0098821176880261,0.0092702481088695,0.0099215674164921,0.0071479892277479,0.0077257685701812,0.0087231731611838,0.0087231731611839,0.0139921853189557,0.0126676260601582,0.0125187359585542,0.0137044700736657,0.0130623504776131,0.008687275176947,0.0080816149376222,0.0076750407165043,0.0065788486834703,0.0054914706591222,0.0122983738762488,0.0122601998352392,0.0084131593352319,0.0115040753648435,0.0102850012153621,0.0092702481088696,0.0089704375590046,0.0111313184304465,0.0115379807592143,0.0118057189531175,0.0086782774788548,0.0094124252985083,0.0122027148618658,0.0108036452181659,0.0112361025271221,0.0139025627133992,0.0160711309496251,0.0166160690297073,0.0164316767251549,0.0163123802677598,0.0121385233863102,0.0160468065358811,0.0143232765106311,0.0126429328084903,0.0124247736397891,0.0091429617739548,0.0090829510622924,0.0094620954338877,0.0096258116540892,0.0097387755903912
