,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.7517186673717611,0.0346528924916041
500,50,CLD,0.7288207297726071,0.0172997945076432
1000,100,CLD,0.7255949233209942,0.0224876313103489
1500,150,CLD,0.7255949233209942,0.0278287355620438
1990,199,CLD,0.7387096774193548,0.0309271977570002
151,15,DCP,0.7288736118455844,0.0197474009646994
501,50,DCP,0.73204653622422,0.007909362185402
1001,100,DCP,0.7255949233209942,0.0192696933404295
1501,150,DCP,0.7223691168693813,0.0261111092451158
1991,199,DCP,0.7223691168693813,0.0261111092451158
152,15,F1,0.7288207297726071,0.0128417447993134
502,50,F1,0.7354309888947647,0.0339536267061381
1002,100,F1,0.7223691168693813,0.0261111092451158
1502,150,F1,0.7255949233209942,0.0192696933404295
1992,199,F1,0.7255949233209942,0.0192696933404295
153,15,Hostility,0.7451612903225807,0.0332875742660408
503,50,Hostility,0.7517186673717611,0.034652892491604
1003,100,Hostility,0.7418826017979905,0.0204130966607638
1503,150,Hostility,0.7549973558963512,0.0337595194334965
1993,199,Hostility,0.751718667371761,0.028243681001008
154,15,LSC,0.7386039132734004,0.0252796221798294
504,50,LSC,0.73204653622422,0.0140331924627241
1004,100,LSC,0.7484399788471708,0.0237319165893859
1504,150,LSC,0.741988365943945,0.0440750744099445
1994,199,LSC,0.7485457429931254,0.0456879381840301
155,15,N1,0.7420941300898996,0.0527204033234348
505,50,N1,0.7453199365415124,0.0466886116087893
1005,100,N1,0.7452670544685353,0.0427419988670694
1505,150,N1,0.7485457429931254,0.0426455476512587
1995,199,N1,0.7517715494447382,0.0411811822091576
156,15,N2,0.7517186673717611,0.0326565533625133
506,50,N2,0.7386039132734004,0.0192435531158604
1006,100,N2,0.7386039132734004,0.0192435531158604
1506,150,N2,0.7451612903225806,0.0265508033582642
1996,199,N2,0.73204653622422,0.0140331924627241
157,15,TD_U,0.7386567953463776,0.0337025213615
507,50,TD_U,0.7387096774193548,0.0435556991071494
1007,100,TD_U,0.7452670544685351,0.0377327579909631
1507,150,TD_U,0.7484399788471708,0.0331767054884829
1997,199,TD_U,0.7549973558963512,0.0337595194334965
158,15,Uniform,0.732258064516129,0.0506446287119831
508,50,Uniform,0.722316234796404,0.0180501474205776
1008,100,Uniform,0.7255949233209942,0.0192696933404295
1508,150,Uniform,0.7255949233209942,0.0192696933404295
1998,199,Uniform,0.722316234796404,0.0180501474205776
159,15,kDN,0.7418826017979905,0.0204130966607637
509,50,kDN,0.73204653622422,0.007909362185402
1009,100,kDN,0.7386039132734004,0.022465235744121
1509,150,kDN,0.7386039132734004,0.0192435531158604
1999,199,kDN,0.7418826017979905,0.0204130966607638
