,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.4956666666666667,0.1015340665326995
500,50,CLD,0.4439999999999999,0.1030075509637791
1000,100,CLD,0.4189999999999999,0.0916105889076148
1500,150,CLD,0.419,0.0924256457916308
1990,199,CLD,0.4343333333333333,0.0737356389030735
151,15,DCP,0.4836666666666667,0.0715832848273021
501,50,DCP,0.4076666666666666,0.0634494549490642
1001,100,DCP,0.4036666666666667,0.0615133228568323
1501,150,DCP,0.421,0.0493231971568934
1991,199,DCP,0.4213333333333333,0.0493062988989349
152,15,F1,0.48,0.1077097437044991
502,50,F1,0.6076666666666666,0.033532736906558
1002,100,F1,0.6393333333333333,0.0354063710525536
1502,150,F1,0.6266666666666667,0.0253311402559511
1992,199,F1,0.64,0.0568379763499331
153,15,Hostility,0.3916666666666666,0.0705730511991337
503,50,Hostility,0.4506666666666666,0.0183181755520454
1003,100,Hostility,0.4526666666666666,0.021749840357013
1503,150,Hostility,0.4263333333333333,0.071067260785509
1993,199,Hostility,0.4266666666666666,0.0712877580264974
154,15,LSC,0.3976666666666666,0.0714395626464154
504,50,LSC,0.4566666666666666,0.123096619684611
1004,100,LSC,0.4023333333333333,0.0651664535375883
1504,150,LSC,0.414,0.0822225975967407
1994,199,LSC,0.3986666666666666,0.0623654106411915
155,15,N1,0.3876666666666667,0.0505882067943376
505,50,N1,0.3486666666666666,0.036159369463529
1005,100,N1,0.333,0.0013944333775567
1505,150,N1,0.333,0.0013944333775567
1995,199,N1,0.333,0.0013944333775567
156,15,N2,0.465,0.089326181305744
506,50,N2,0.4523333333333333,0.0799878462990194
1006,100,N2,0.3986666666666666,0.056757280492364
1506,150,N2,0.3803333333333333,0.0583142826034544
1996,199,N2,0.3783333333333333,0.0572518801243922
157,15,TD_U,0.3826666666666666,0.0618645473774941
507,50,TD_U,0.4793333333333333,0.0993492716519742
1007,100,TD_U,0.5216666666666667,0.0657752908689037
1507,150,TD_U,0.5516666666666666,0.0749629538134967
1997,199,TD_U,0.5726666666666667,0.1136551802602943
158,15,Uniform,0.3326666666666666,0.0009128709291752
508,50,Uniform,0.333,0.0013944333775567
1008,100,Uniform,0.3326666666666666,0.0009128709291752
1508,150,Uniform,0.3483333333333333,0.0354142156014596
1998,199,Uniform,0.3316666666666666,0.0020412414523193
159,15,kDN,0.352,0.0546249841088204
509,50,kDN,0.3536666666666667,0.0371446122906434
1009,100,kDN,0.395,0.059336610396393
1509,150,kDN,0.3706666666666667,0.0480393357341437
1999,199,kDN,0.3586666666666667,0.0511316383899875
