,n_ensemble,weights,accuracy_mean_split1,accuracy_std_split1,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split1_extreme,accuracy_std_split1_extreme,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4_extreme,accuracy_std_split4_extreme
150,15,CLD,0.7421611068669892,0.0248936906428971,0.7538579067990833,0.0293838952415133,0.7512859689330277,0.0330993267919695,0.7526101349630762,0.0346032083762323,0.7512350394703337,0.0292746687119109,0.7369068839657075,0.0314914988291695
500,50,CLD,0.7590612002376709,0.0345509320714228,0.7603599015363721,0.0298020564996109,0.7551735845853493,0.0254422027782057,0.7603683897801545,0.0369798258140859,0.759018759018759,0.0428534853086462,0.7499363381716323,0.0391288819664001
1000,100,CLD,0.7486291486291486,0.0399802409496931,0.765546218487395,0.0322811772356358,0.7538409303115186,0.0295631499293556,0.7551566080977846,0.0370700785178551,0.7590017825311943,0.0449292132810561,0.7538409303115186,0.0309566000540753
1500,150,CLD,0.7629573041337747,0.0342179073634191,0.760308972073678,0.0435433937691808,0.7512350394703337,0.0299446726170315,0.7616586028350734,0.0319543542049049,0.7603259485612426,0.0390421545589868,0.7538154655801714,0.044129639819447
1990,199,CLD,0.7629318394024276,0.0446151835356843,0.7590357355063237,0.0399006893625154,0.7525252525252526,0.0360457647239955,0.7616670910788558,0.0291003595689955,0.7577115694762753,0.0422628605202935,0.7577115694762753,0.0422628605202935
151,15,DCP,0.7343094813683049,0.0404699711159817,0.7538239538239538,0.0405745222458273,0.7499193616840676,0.039826166840189,0.760402342755284,0.024201909251211,0.7409048467871997,0.0210134914044833,0.736940836940837,0.0330519613248743
501,50,DCP,0.759018759018759,0.0426262518591831,0.7525252525252525,0.0399098682389626,0.7616161616161616,0.0461344287857667,0.7499702911467617,0.0253540978721253,0.7512350394703337,0.0323193379284688,0.7603853662677192,0.0265055419072226
1001,100,DCP,0.7473134708428826,0.0373596818002027,0.7603599015363722,0.0387206361527601,0.7512350394703335,0.0401718254872854,0.7551650963415669,0.0321113667214474,0.7564383329089212,0.0330696138773592,0.7603514132925897,0.032920266768431
1501,150,DCP,0.7538324420677361,0.0289541261719728,0.753849418555301,0.0359118600205007,0.7564553093964859,0.0332016030700312,0.7564553093964859,0.0362377507487145,0.7577370342076224,0.0327198319432244,0.7564383329089212,0.0289931992458639
1991,199,DCP,0.7499363381716323,0.0258253858051487,0.7564468211527036,0.0366137077280237,0.7512520159578984,0.029380422344463,0.7512944571768101,0.0366156189523941,0.7577540106951872,0.0322128348284663,0.7629318394024276,0.0335577004129897
152,15,F1,0.738256514727103,0.0211177031207628,0.7472964943553179,0.0366742158519559,0.7525931584755113,0.0161158926216838,0.7460656990068755,0.0324409389489125,0.7603683897801545,0.0176865447951714,0.7356591121297004,0.0309015298901359
502,50,F1,0.7460147695441813,0.0299817339074899,0.7564298446651387,0.0312172115156955,0.7564383329089212,0.037056791468745,0.7603514132925897,0.033579287491557,0.7551396316102199,0.0300353060906075,0.7564383329089212,0.0364075583937496
1002,100,F1,0.753849418555301,0.0247938535099636,0.7616161616161616,0.0378430930934661,0.7512350394703335,0.0261941172440354,0.7616670910788559,0.0294509890227337,0.7538239538239538,0.0361949280240195,0.7551226551226551,0.03655209662479
1502,150,F1,0.7577455224514048,0.0273498011500968,0.7668194550547491,0.0405161112386789,0.7538409303115186,0.0316303132056765,0.756412868177574,0.0402375054978412,0.7538154655801714,0.0396285617704625,0.7577285459638401,0.0318382217229427
1992,199,F1,0.7590187590187589,0.0367629772653743,0.7629488158899924,0.0300446301841609,0.7616331381037262,0.0376694999533111,0.7590017825311943,0.0449292132810561,0.7616331381037263,0.0341548013193386,0.7577540106951872,0.0294694966947681
153,15,Hostility,0.7486461251167134,0.0298443048207986,0.7590612002376709,0.0299767830317997,0.7538324420677361,0.0402568932955332,0.7551481198540022,0.0368698596386379,0.7538833715304303,0.0259999320182526,0.7485951956540192,0.0450146361537629
503,50,Hostility,0.7589932942874119,0.0457154442433809,0.7538239538239538,0.0361720037723816,0.766861896273661,0.0280628162564536,0.7525507172565996,0.0336361266300189,0.7434173669467787,0.0381433073431928,0.7694423223834989,0.0403813935392616
1003,100,Hostility,0.7616331381037263,0.0328971001761716,0.7538239538239538,0.0410841148881181,0.7681605975723623,0.0320371554671794,0.7590781767252356,0.0373522344165074,0.7564553093964859,0.0302092887503902,0.7577540106951872,0.0382155592047882
1503,150,Hostility,0.7603259485612427,0.0338512210298745,0.7590187590187589,0.0405792543485326,0.7668703845174434,0.0264048513304114,0.7551481198540022,0.0399014658232866,0.7577540106951872,0.0256549427685027,0.7551481198540022,0.0437007052460441
1993,199,Hostility,0.7616161616161616,0.0372818195411588,0.7551311433664375,0.0373232649452509,0.7681521093285799,0.0307859252372565,0.7577455224514048,0.0365869770279797,0.7616246498599439,0.0366207052256983,0.7616586028350734,0.0329417466355645
154,15,LSC,0.7512180629827688,0.0566361520580644,0.7499957558781088,0.0237220142742358,0.7421441303794245,0.0331153930446678,0.7395721925133689,0.0316345754147496,0.7551056786350905,0.0468622593995937,0.7368983957219252,0.0371241495666909
504,50,LSC,0.7629573041337747,0.039934113159261,0.7577794754265342,0.031266670938208,0.74992784992785,0.0314541033217929,0.7564383329089212,0.0413117405246977,0.7655292419998302,0.0373111374055976,0.760308972073678,0.044740559902063
1004,100,LSC,0.7603599015363722,0.0290812732194734,0.759044223750106,0.0376399372077449,0.7512095747389865,0.0422057277088708,0.7590612002376709,0.0316819364059316,0.7551311433664375,0.0294271264976426,0.7577370342076224,0.0366696601452853
1504,150,LSC,0.762965792377557,0.0335124555834754,0.7681436210847975,0.0365139050257079,0.7538069773363891,0.0402107357026033,0.7590612002376709,0.0316819364059316,0.7590102707749766,0.0404042900574979,0.7603514132925897,0.032920266768431
1994,199,LSC,0.759044223750106,0.0338036728806961,0.7577370342076224,0.0366696601452853,0.7512350394703337,0.0354311690047142,0.7590527119938885,0.03007351051317,0.7577115694762753,0.0415045111587505,0.7616501145912911,0.0303567178449148
155,15,N1,0.7590357355063237,0.0342273971786981,0.7447160682454801,0.030775078663113,0.7603768780239368,0.0197885113077899,0.7551566080977846,0.0252248341153862,0.7551650963415669,0.0255274212071722,0.7499193616840676,0.0403828878164493
505,50,N1,0.7512520159578984,0.0293851273622925,0.7512774806892454,0.0243461084565504,0.7577455224514048,0.0288551445858685,0.7642644936762584,0.0350208418294168,0.7473389355742297,0.0264573840693808,0.7603599015363721,0.0325428490087125
1005,100,N1,0.7577370342076224,0.0324045918817149,0.7512520159578984,0.026359499308092,0.7590102707749766,0.0371417944580383,0.7551226551226551,0.03796669374756,0.7460402342755283,0.025025449526208,0.7681266445972328,0.0402719826408193
1505,150,N1,0.7551311433664375,0.0314988279256985,0.7577540106951872,0.0322128348284663,0.7499108734402852,0.0357373032256597,0.7551226551226551,0.03655209662479,0.7551311433664375,0.0370360203035324,0.7668449197860963,0.0373280424757556
1995,199,N1,0.7564383329089212,0.0317689802926567,0.7577540106951872,0.0322128348284663,0.7564298446651387,0.0301734382539756,0.7590272472625413,0.0383585206327531,0.7616161616161616,0.0405330461202559,0.7616246498599439,0.0354544960621949
156,15,N2,0.7499108734402852,0.0336009250302763,0.7395127748068925,0.0288030295635607,0.7460232577879637,0.0335370017713662,0.7381886087768441,0.0396605572129604,0.7538579067990833,0.0263581257535392,0.7381886087768441,0.0469621570752523
506,50,N2,0.7525507172565996,0.0198365962175842,0.7473304473304474,0.0366131911637709,0.7577455224514049,0.0345432936861078,0.7629233511586453,0.0417641110558471,0.7499193616840676,0.0312382450145894,0.7460232577879637,0.040109920401556
1006,100,N2,0.7512180629827688,0.0405897220542268,0.7616161616161616,0.0445186679741347,0.7616501145912911,0.0333606743889566,0.7655122655122655,0.0407233171234029,0.7512010864952041,0.036957571198786,0.7473559120617944,0.0303444238290116
1506,150,N2,0.7538154655801714,0.038246527919137,0.7668279432985315,0.0425056806108384,0.7603599015363721,0.0334798894364967,0.764230540701129,0.0368252774176986,0.757703081232493,0.0415873814038129,0.7551396316102198,0.0349050399128202
1996,199,N2,0.7538154655801714,0.0416724966577246,0.7629233511586453,0.0380668042553699,0.7525422290128173,0.0307829586824884,0.7577285459638401,0.0355902531877272,0.7499108734402852,0.0351345446724912,0.7603599015363721,0.0279924629861389
157,15,TD_U,0.7329428741193447,0.0506836174369092,0.727807486631016,0.0341555528280509,0.736940836940837,0.0250831266182253,0.7473728885493591,0.0398138516186504,0.7395382395382395,0.0332498171778036,0.7577285459638401,0.043823621791614
507,50,TD_U,0.7434343434343434,0.02691940159514,0.743425855190561,0.0333275816034218,0.7538324420677363,0.0324250134766602,0.7616501145912911,0.0313811847798579,0.7395042865631101,0.0467513712267603,0.7590781767252356,0.029796298967079
